darija,eng,darija_ar
ma3raft bach 9adouh?,,ماعرافت باش قادوه?
chkoun ghay3t9ak?,,شكون غايعتقاك?
rah nas na3sin maghaysam3ou walou,,راه ناس ناعسين ماغايسامعو والو
khti rah ghankhdmo m3ahom,,ختي راه غانخدمو معاهوم
ga3 doros rajaethom,,ڭاع دوروس راجاتهوم
wlah l3adim ra bhal wlidatna,,ولاه لعاديم را بهال وليداتنا
ghankmlo lihom ga3 doros,,غانكملو ليهوم ڭاع دوروس
daro m3ana had nas chi hal,,دارو معانا هاد ناس شي هال
hadchi li bghat dawla,,هادشي لي بغات داولا
momkin tjma3hom,,مومكين تجماعهوم
ghir diri iddik fjibek ojabdi no9ot,,غير ديري إدّيك فجيبك أُجابدي نوقوت
9ism fih khmsa orb3in tilmid,,قيسم فيه خمسا أُربعين تيلميد
rahom baqyin felqism bohdhom,,راهوم باقيين فلقيسم بوهدهوم
makhashoumch ib9aw fl kism,,ماخاسهومش إبقاو فل كيسم
bghit nswlk 3afak ila momkin,,بغيت نسولك عافاك إلا مومكين
wach t9dri tjawbini ola la,,واش تقدري تجاوبيني أُلا لا
ghir koni sariha ojawbini,,غير كوني ساريها أُجاوبيني
dnya hanya kima kan ljawab,,دنيا هانيا كيما كان لجاواب
maghadich ib9a fya lhal,,ماغاديش إبقا فيا لحال
t9dri t9bli ola trfdi,,تقدري تقبلي أُلا ترفدي
dakchi 3ndi bhal bhal,,داكشي عندي بهال بهال
linsan khso it9bl kolchi,,لينسان خسو إتقبل كولشي
lijat khasou i9tan3 biha,,ليجات خاسو إقتانع بيها
ghir nkono sad9in m3a anfosna,,غير نكونو سادقين معا أنفوسنا
ana kanbghik,,أنا كانبغيك
mn imta katbghini?,,من إمتا كاتبغيني?
ana makanhmlekch,,أنا ماكانهملكش
tanghlto bzaf hna mojarrad bachar,,تانغلتو بزاف هنا موجارّاد باشار
ay wahd tayghlat fhad dnya,,أي واهد تايغلات فهاد دنيا
makhasch bnadm itmada,,ماخاسش بنادم إتمادا
tawba rah bab maftouh,,تاوبا راه باب مافتوه
li dar chi haja itlab smaha,,لي دار شي حاجة إتلاب سماها
ila galk chi had smahli,,إلا ڭالك شي هاد سماهلي
khasak tsmh lih,,خاساك تسمه ليه
khasak thal lbab,,خاساك تهال لباب
9bila khlit lbab maftouh,,قبيلا خليت لباب مافتوه
nas machi malaika,,ناس ماشي مالايكا
kolna kanmchi lbher fsif,,كولنا كانمشي لبهر فسيف
