darija,eng,darija_ar
finahowa cadouya,,فيناهووا كادويا
jit kan7ama9,,جيت كانحاماق
zin lmen 3tah lah,,زين لمن عتاه الله
wach tsatiti wla malk,,واش تساتيتي ولا مالك
wach dawya men nytek?,,واش داويا من نيتك?
malk dakhel b3jajtek,,مالك داخل بعجاجتك
manerta7ouch fhad dar chwia,,مانرتاحوش فهاد دار شويا
fin dertou lkhobz,,فين درتو لخوبز
le7t koulchi,,لحت كولشي
chnou 3awtani,,شنو عاوتاني
bla matb9a djawebni had l2as2ila lbaslin,,بلا ماتبقا دجاوبني هاد لأسإلا لباسلين
b7alou b7al lwalid,,بحالو بحال لواليد
zher lmen 3tah lah,,زهر لمن عتاه الله
ach kadir f charika,,أش كادير ف شاريكا
3liha 7assa braseha,,عليها حاسّا براسها
kay3jabha lma39ol,,كايعجابها لماعقول
3mrha machaft zin,,عمرها ماشافت زين
ba9i ma3raftihach wsaf,,باقي ماعرافتيهاش وساف
hia li katkelef b koulchi,,هيا لي كاتكلف ب كولشي
ma3endhach daw9,,ماعندهاش داوق
wach dayra djmil,,واش دايرا دجميل
achmen tarikh fach kherjat,,أشمن تاريخ فاش خرجات
chi wa7ed hezaha lia,,شي واحد هزاها ليا
hadouk chfara,,هادوك شفارا
nsitiha 3endi,,نسيتيها عندي
magahntsanawch tal simana jaya,,ماڭاهنتساناوش تال سيمانا جايا
mataykhalasch flwa9t,,ماتايخالاسش فلواقت
kidayr m3a zwaj?,,كيداير معا زواج?
khli dak jmel raged,,خلي داك جمل راڭد
wach 7ededtou lmaw3id dyal zwaj,,واش حددتو لماوعيد ديال زواج
lmohim 7na nchedou lflous,,لموهيم حنا نشدو لفلوس
ach kaydirou bhadchi?,,أش كايديرو بهادشي?
khsni ghir nsali,,خسني غير نسالي
3endi sawabi9 fhadchi,,عندي ساوابيق فهادشي
hada cadeau dyal l3ers,,هادا كادو ديال لعرس
bla matsad3i rasek,,بلا ماتسادعي راسك
hadchi mabinatnach,,هادشي مابيناتناش
3arfa l3ersan flawal kay7tajou lflous,,عارفا لعرسان فلاوال كايحتاجو لفلوس
3mi rah dar lwajib,,عمي راه دار لواجيب
ghra9ni f khirou,,غراقني ف خيرو
hadakchi binatkoum,,هاداكشي بيناتكوم
slem 3la mertek,,سلم علا مرتك
choufi chnou jebtlak,,شوفي شنو جبتلاك
ghmdi 3aynik,,غمدي عاينيك
ys7abli jebti chi sac,,يسحابلي جبتي شي ساك
ghaytrawan lia salon,,غايتراوان ليا سالون
hadchi jebtou lkouzina,,هادشي جبتو لكوزينا
7yd 3lia had rwina,,حيد عليا هاد روينا
nchoufouhoum men ba3d,,نشوفوهوم من باعد
malk khrajti men lkhedma,,مالك خراجتي من لخدما
dima diri sebba b tobis,,ديما ديري سبّا ب توبيس
gtlik glsi fdar,,ڭتليك ڭلسي فدار
3rafti chkoun tla9it ?,,عرافتي شكون تلاقيت ?
chetha ghabra,,شتها غابرا
koun chtiha kifach wllat,,كون شتيها كيفاش ولّات
koulha dhoubat,,كولها دهوبات
