darija,eng,darija_ar
rah kant sm3t whda kathdr,,راه كانت سمعت وهدا كاتهدر
ila kant kika 9lila tjik zwina,,إلا كانت كيكا قليلا تجيك زوينا
ktnjha hiya fach katch9e9,,كتنجها هييا فاش كاتشقق
bessha wrahaaa,,بسّها وراهاا
3ndi fhal had chekal,,عندي فهال هاد شكال
mazal madert walo,,مازال مادرت والو
mafihom waalo ghi lbaraka,,مافيهوم والو غي لباراكا
momkin khtu tswri lina lkozina,,مومكين ختو تسوري لينا لكوزينا
swri namosia,,سوري ناموسيا
kifach m9adaha,,كيفاش مقاداها
m9abla m3a had lcoine ?,,مقابلا معا هاد لكون ?
jam3i l3lay9 o lbatat,,جامعي لعلايق أُ لباتات
tbasl lmika homa li lay9in,,تباسل لميكا هوما لي لايقين
ana tan3tiha lo3ab,,أنا تانعتيها لوعاب
katloh liya lo3ab,,كاتلوه لييا لوعاب
kn3tiha telefon,,كنعتيها تلفون
tmot la lma3n,,تموت لا لماعن
mn simana lsimana 5amli,,من سيمانا لسيمانا خاملي
b9ay thaydi xwiya men lmasrof,,بقاي تهايدي شوييا من لماسروف
hta tjim3i flous salon,,هتا تجيمعي فلوس سالون
howa aslan dwa dyal lhri9,,هووا أسلان دوا ديال لهريق
3adi y9der ytkhad,,عادي يقدر يتخاد
kit5ad f bzf dyal lhalat,,كيتخاد ف بزف ديال لحالات
katkhdo lwlida bahlo,,كاتخدو لوليدا باهلو
bomzwi 9talha,,بومزوي قتالها
katgol zawin ma3rftch,,كاتڭول زاوين ماعرفتش
lbghit n9yd wldi chno ndir,,لبغيت نقيد ولدي شنو ندير
mnhad nhar ghanb9a njma3,,منهاد نهار غانبقا نجماع
nht lihom l9ra3i 5awin,,نهت ليهوم لقراعي خاوين
jib 9ar3a dchklat olkofitir,,جيب قارعا دشكلات أُلكوفيتير
jib bakiya frmaj,,جيب باكييا فرماج
zbda kay9hroni biha,,زبدا كايقهروني بيها
ki9ahroni tbisilat flghsil,,كيقاهروني تبيسيلات فلغسيل
ghi men sa3d tamara,,غي من ساعد تامارا
flos lkhdma hit labaaas 3lih,,فلوس لخدما هيت لابااس عليه
ntoma li39lkom mwskh,,نتوما ليعقلكوم موسخ
3lach ktchwry m3aha,,علاش كتشوري معاها
malha mzwja bik,,مالها مزوجا بيك
goliha lrajllk,,ڭوليها لراجلّك
mlki nty khdama endha,,ملكي نتي خداما إندها
goli lrajlk rani twhchy mama,,ڭولي لراجلك راني توهشي ماما
bghit nmchi nchufha,,بغيت نمشي نشوفها
rajlk ikhlik tmxi,,راجلك إخليك تمشي
siri hiya chdkhlha,,سيري هييا شدخلها
wach hiya li waldatak,,واش هييا لي والداتاك
hazatk 9 chhour la,,هازاتك 9 شهور لا
bach tkhafi mnha la,,باش تخافي منها لا
wtchawri m3aha o darbi liha hsab,,وتشاوري معاها أُ داربي ليها هساب
tnafakh labghat tnfakh,,تنافاخ لابغات تنفاخ
goli rajlk ghada osiri,,ڭولي راجلك غادا أُسيري
siri 3nd mok,,سيري عند موك
xawri rajlk hiya nkhliha,,شاوري راجلك هييا نخليها
hta tgolha ana rdya,,هتا تڭولها أنا رديا
bslama omli tji mts9ich liha,,بسلاما أُملي تجي متسقيش ليها
dhki okoli 3adi,,دهكي أُكولي عادي
chwri rajlk hiya nkhliha,,شوري راجلك هييا نخليها
hta tgolha ana rdya bslama,,هتا تڭولها أنا رديا بسلاما
omli tji mts9ich liha,,أُملي تجي متسقيش ليها
khliha trdg,,خليها تردڭ
nti ham9a akhti,,نتي هامقا أختي
wax katxawr m3aha bax tamxi,,واش كاتشاور معاها باش تامشي
siri 3and mamak hiya lawla,,سيري عاند ماماك هييا لاولا
za3ma hiya li t3adbat,,زاعما هييا لي تعادبات
sahrat m3ak,,ساهرات معاك
ana man 3andi lah i3tik dal,,أنا مان عاندي الله إعتيك دال
ktar man dal li nti fih,,كتار مان دال لي نتي فيه
wach man naytak,,واش مان نايتاك
3goztak diri liha hsab,,عڭوزتاك ديري ليها هساب
mak matmchich 3andha tchofiha,,ماك ماتمشيش عاندها تشوفيها
warajal la bgha izid izid,,واراجال لا بغا إزيد إزيد
kolchi ila lwalidine,,كولشي إلا لواليدين
lwalidin khat hmar,,لواليدين خات همار
rah mawaldokch homa,,راه ماوالدوكش هوما
tali 3liha man 4 mois l 4 mois,,تالي عليها مان 4 موس ل 4 موس
f9astink bhadrtk,,فقاستينك بهادرتك
rajlk fin kin,,راجلك فين كين
man hadchi kaml siri,,مان هادشي كامل سيري
malo jabk khdama liha,,مالو جابك خداما ليها
ay wahda igoliha la tmxi,,أي واهدا إڭوليها لا تمشي
y9olha lik 9bl zwaj,,يقولها ليك قبل زواج
tsokni m3a darna ?,,تسوكني معا دارنا ?
tkhliw l3az otmxiw ldal,,تخليو لعاز أُتمشيو لدال
t5liw walidikom,,تخليو واليديكوم
otmchiw tkhadmo 3la l3idazat,,أُتمشيو تخادمو علا لعيدازات
lahoma b9aw hda walidikom,,لاهوما بقاو هدا واليديكوم
ch9aw lwalidikom,,شقاو لواليديكوم
la kanto tzowjo jwaj dal blax,,لا كانتو تزووجو جواج دال بلاش
sokno m3a l3doza jahim,,سوكنو معا لعدوزا جاهيم
radokom khdamat fabor,,رادوكوم خدامات فابور
haya kina 3ad rajli,,هايا كينا عاد راجلي
mani tba3 lik goliha lia,,ماني تباع ليك ڭوليها ليا
nbi3 tonobilti,,نبيع تونوبيلتي
hadi rabi hfadaha likom,,هادي رابي هفاداها ليكوم
9bal mafihach lkhir,,قبال مافيهاش لخير
nti rabi i3awdak,,نتي رابي إعاوداك
kol khir inch2alah,,كول خير إنشألاه
twaldii otfarhi bih,,توالديّ أُتفارهي بيه
lah isahal 3elik akheti,,الله إساهال عليك أختي
ghasebar twasli,,غاسبار تواسلي
tab3i m3a chi tbiba mazyan,,تابعي معا شي تبيبا مازيان
rabi ghaysahal 3zlik inch2alah,,رابي غايساهال عزليك إنشألاه
akhti hadi bayna laf3a,,أختي هادي باينا لافعا
kant ghadya tchtet likom chml,,كانت غاديا تشتت ليكوم شمل
rbi bynha likom,,ربي بينها ليكوم
mli galt had klma,,ملي ڭالت هاد كلما
ach tsnay mnha,,أش تسناي منها
mzl lah istr yarbi,,مزل الله إستر ياربي
lah i3tik doriya saliha,,الله إعتيك دورييا ساليها
lah ynajiik menha,,الله يناجيّك منها
la mazyan chafti,,لا مازيان شافتي
hadi wlah tji txa3l l3afya,,هادي ولاه تجي تشاعل لعافيا
ktab liha lah tzawjat losek,,كتاب ليها الله تزاوجات لوسك
atfar9kom kamlin,,أتفارقكوم كاملين
lahoma madakhlich khlih,,لاهوما ماداخليش خليه
ma3ando maydir biha,,ماعاندو مايدير بيها
