darija,eng,darija_ar
wahd lbateau ghre9 lyouma,,واهد لباتو غرق ليوما
matou bezzaf dial nass,,ماتو بزّاف ديال ناسّ
ga3 sel3a ghr9at,,ڭاع سلعا غرقات
yallah saybt frachi,,يالّاه سايبت فراشي
jari sbegh darou,,جاري سبغ دارو
ri7t sbagha deratni,,ريحت سباغا دراتني
jiti zwina lyouma,,جيتي زوينا ليوما
matspoilinich 3afak,,ماتسپولينيش عافاك
makayn ma7ssn menek,,ماكاين ماحسّن منك
hrb lih l3awd dialou,,هرب ليه لعاود ديالو
sl3a d chinwa hia li welat dayra,,سلعا د شينوا هيا لي ولات دايرا
3a2iltk labass 3lihoum ?,,عاإلتك لاباسّ عليهوم ?
3ndak tnsa dkchi li wessitek 3lih,,عنداك تنسا دكشي لي وسّيتك عليه
ach had rwina drti,,أش هاد روينا درتي
ch7al newdou dial sda3 3la had l9adia,,شحال نودو ديال سداع علا هاد لقاديا
chrbt joub itro dial lma,,شربت جوب إترو ديال لما
malk mafikch 9etra dial l7ya,,مالك مافيكش قترا ديال لحيا
5dam 3end patron sbelyoni,,خدام عند پاترون سبليوني
5dam 3end patron mirikani,,خدام عند پاترون ميريكاني
5dam 3end patron chinwi,,خدام عند پاترون شينوي
5dam 3end patron kouri,,خدام عند پاترون كوري
wa 3la ke7ba 3endek,,وا علا كحبا عندك
l3etsa dialek katsemek,,لعتسا ديالك كاتسمك
matb9ach t2ejel l5edma dial lyouma l5eda,,ماتبقاش تءجل لخدما ديال ليوما لخدا
mli kayt3awnou bezzaf 3la 5edma we7da ra d5ya katkmel,,ملي كايتعاونو بزّاف علا خدما وحدا را دخيا كاتكمل
mdayrin lyouma idrab fsbitar,,مدايرين ليوما إدراب فسبيتار
kayna siba flblad,,كاينا سيبا فلبلاد
b9aw mtb3in nidam msian dial mkla ra ghadi se7ou,,بقاو متبعين نيدام مسيان ديال مكلا را غادي سحو
mchina nchriw 9aleb skar bach n3ziw,,مشينا نشريو قالب سكار باش نعزيو
wa7ed lmdarba nadet 3edna fderb bsyoufa matfer9at ta jaw lbouliss,,واحد لمداربا نادت عدنا فدرب بسيوفا ماتفرقات تا جاو لبوليسّ
ama wa7ed lmdabza nadt flmadrassa bezez fre9naha,,أما واحد لمدابزا نادت فلمادراسّا بزز فرقناها
5assini chi ktouba y3awnouni bach nwjed lmti7an,,خاسّيني شي كتوبا يعاونوني باش نوجد لمتيحان
3ziz 3liya ntsa7eb m3a driyat,,عزيز علييا نتساحب معا درييات
makan7melch driyat ana kanb9a ghir m3a 3echrani,,ماكانحملش درييات أنا كانبقا غير معا عشراني
kaynin chi l3aba ghir de9 ou skat ftiran kidwiw,,كاينين شي لعابا غير دق و سكات فتيران كيدويو
baraka mn l5rouj rak zedti fih,,باراكا من لخروج راك زدتي فيه
l5rouj flil memnou3 mn lyouma,,لخروج فليل ممنوع من ليوما
3ziz 3liya lbi3 ou chra,,عزيز علييا لبيع و شرا
wa ch7al dial tse5si5 fhad l5edma,,وا شحال ديال تسخسيخ فهاد لخدما
makayn daba ghir le3b ou jra daba,,ماكاين دابا غير لعب و جرا دابا
wa had l3ab ch7al ki zgel,,وا هاد لعاب شحال كي زڭل
ch7al 3ziz 3liya lmeska,,شحال عزيز علييا لمسكا
jirana kolhom safrou b9ina ghir 7na,,جيرانا كولهوم سافرو بقينا غير حنا
bktret l3jaj ta7et wa7ed chejra 7dana,,بكترت لعجاج تاحت واحد شجرا حدانا
7dana wa7ed l7adana makatsedch ta fl3otla,,حدانا واحد لحادانا ماكاتسدش تا فلعوتلا
3endak 5aderbek tonobil,,عنداك خادربك تونوبيل
3endek wa7ed l7ench mourak,,عندك واحد لحنش موراك
2ajwa2 ramdan bdat kolchi kijri kolchi kit5atef,,أجواء رامدان بدات كولشي كيجري كولشي كيتخاتف
finmadour ri7et chbakiya dayra,,فينمادور ريحت شباكييا دايرا
nass kolhom mramdnin,,ناسّ كولهوم مرامدنين
ayi dar douz men 7daha tchem ri7t l7rira,,أيي دار دوز من حداها تشم ريحت لحريرا
ch7al mn wa7ed kra ma7al bach yseweb lwer9a,,شحال من واحد كرا ماحال باش يسوب لورقا
drari mchaw chraw limoune bach ybi3ou 3assir jahez,,دراري مشاو شراو ليمون باش يبيعو عاسّير جاهز
fin madour tl9a nass mremdnin,,فين مادور تلقا ناسّ مرمدنين
kolchi m3esseb marach9ach lih,,كولشي معسّب ماراشقاش ليه
kon chti drari sba7 flmadrassa framdan kolchi baghir ghir yn3ess m3a shir,,كون شتي دراري سباح فلمادراسّا فرامدان كولشي باغير غير ينعسّ معا سهير
kayn bezzaf li kaynsaw syamhom ou kib9aw 3atinha ghir lsban nhar kamel,,كاين بزّاف لي كاينساو سيامهوم و كيبقاو عاتينها غير لسبان نهار كامل
nawin inchallah nsoumou ta chewal mora ramdan bach nkemlou lajer,,ناوين إنشالّاه نسومو تا شوال مورا رامدان باش نكملو لاجر
mli kent sghir ou ana 3ziz 3liya lmaths,,ملي كنت سغير و أنا عزيز علييا لماتهس
kant l2ostada latzidni dima tamarin 7it kansali dkchi de5ya,,كانت لأستادا لاتزيدني ديما تامارين حيت كانسالي دكشي دخيا
ga3 l2asatida kent 3ziz 3lihom,,ڭاع لأساتيدا كنت عزيز عليهوم
ma3emerni ma9elelt 7tirami 3la chi 2oustad,,ماعمرني ماقللت حتيرامي علا شي أوستاد
l2ida3a 3elmatna m3etlin ana 5eda l3id,,لإداعا علماتنا معتلين أنا خدا لعيد
5ansliw salat l3id ou nmchiw 3end jdati n3eyou 3endha,,خانسليو سالات لعيد و نمشيو عند جداتي نعيو عندها
dwezti se5ri kamel fmadrassa we7da,,دوزتي سخري كامل فمادراسّا وحدا
tal wa7ed nhar fin tl3at liya rassi,,تال واحد نهار فين تلعات لييا راسّي
3yaw may9en3ou fiya bach neb9a 7it kan9ra msian,,عياو مايقنعو فييا باش نبقا حيت كانقرا مسيان
walakin la ana men naw3 makanbdelch ra2y diali rassi 9asse7,,والاكين لا أنا من ناوع ماكانبدلش راإي ديالي راسّي قاسّح
safi bdelt lmadrassa ou d5ya t2e9lemt flmadrassa jdida 3ejbatni dert bezzaf dial ls7ab,,سافي بدلت لمادراسّا و دخيا تءقلمت فلمادراسّا جديدا عجباتني درت بزّاف ديال لسحاب
ou dert blassi 3end ga3 l2asatida,,و درت بلاسّي عند ڭاع لأساتيدا
walakin nsit 9rayti b9it 3atiha ghir lde7k,,والاكين نسيت قرايتي بقيت عاتيها غير لدحك
walakin lkdoub 3lah 7ram lwalida ma5lat madart liya 3la hadik no9ta ou jme3t rassi,,والاكين لكدوب علاه حرام لواليدا ماخلات مادارت لييا علا هاديك نوقتا و جمعت راسّي
chhiwat dial jedati fl3id kbir makayn ma7ssen mnhom,,شهيوات ديال جداتي فلعيد كبير ماكاين ماحسّن منهوم
lgezara kaya5du 3otla gedha gadach mora l3id lkbir,,لڭزارا كاياخدو عوتلا ڭدها ڭاداش مورا لعيد لكبير
ch7al zwina ramdan 5aywli yji flberd,,شحال زوينا رامدان خايولي يجي فلبرد
ch7al nadya tkoun katfter ou cheta katseb,,شحال ناديا تكون كاتفتر و شتا كاتسب
5aymchi hadak sehd li kay9telna wa a5iran mab9a walo,,خايمشي هاداك سهد لي كايقتلنا وا أخيران مابقا والو
tchehit ghir chi msimnat bzebda ou 3sel 7or,,تشهيت غير شي مسيمنات بزبدا و عسل حور
ila mchit agadir darori nt9eda amlou ou zit argan,,إلا مشيت أڭادير داروري نتقدا أملو و زيت أرڭان
ye3ya maydir lwalid katb9a lwalida 3ziza 3liya kter,,يعيا مايدير لواليد كاتبقا لواليدا عزيزا علييا كتر
a7ssen 7aja tsafer tal chher ts3oud katkoun denya 5awya,,أحسّن حاجا تسافر تال شهر تسعود كاتكون دنيا خاويا
kay3ejbni mli nkoun msafer 3end jbala nchri ljben ou lkermouss,,كايعجبني ملي نكون مسافر عند جبالا نشري لجبن و لكرموسّ
makanmchich flotorout 7it tri9 l3adiya 7ssen katmender msian,,ماكانمشيش فلوتوروت حيت تريق لعادييا حسّن كاتمندر مسيان
5andir chi 7issass dial surf,,خاندير شي حيسّاسّ ديال سورف
mchit dert lbowling,,مشيت درت لبوولينڭ
chbakiya dial mama tawa7ed makaydir b7alha,,شباكييا ديال ماما تاواحد ماكايدير بحالها
man9derch nechri chhiwat dial ramdan mn berra,,مانقدرش نشري شهيوات ديال رامدان من برّا
wa5a l7ar machi mzyan walakin lmakla makatdouzch liya lmakla bla bih,,واخا لحار ماشي مزيان والاكين لماكلا ماكاتدوزش لييا لماكلا بلا بيه
kan9leb 3la chi nass ykemlou liya had lprojet,,كانقلب علا شي ناسّ يكملو لييا هاد لپروجت
kan9leb 3la chi nass kay3erfou ydwiw blfranssai,,كانقلب علا شي ناسّ كايعرفو يدويو بلفرانسّاي
ba9i liya zouj ktouba ou nkemel tlatin ktab li 5assini,,باقي لييا زوج كتوبا و نكمل تلاتين كتاب لي خاسّيني
l3am jay 5assni n5dem 3la rassi ou n5li tfelya,,لعام جاي خاسّني نخدم علا راسّي و نخلي تفليا
kifach katjme3 had lma3loumat,,كيفاش كاتجمع هاد لماعلومات
ch7al dial lwe9t ghadir fhad l5edma,,شحال ديال لوقت غادير فهاد لخدما
ila bghiti tswelni 3la ayi 7aja hana moujoud,,إلا بغيتي تسولني علا أيي حاجا هانا موجود
3endak dir chi 7aja li machi 9anouniya,,عنداك دير شي حاجا لي ماشي قانونييا
telaja 5assna nbdlouha ayi 7aja kandiroha fiha wlat kat5sser,,تلاجا خاسّنا نبدلوها أيي حاجا كانديروها فيها ولات كاتخسّر
mora ma tzewjat mama gelssat men l5dama,,مورا ما تزوجات ماما ڭلسّات من لخداما
moraha nedmat 7it kant kata5od 5elss msiana,,موراها ندمات حيت كانت كاتاخود خلسّ مسيانا
jabou liya l3a2ila men berra l7elwa ou cheklat,,جابو لييا لعاإلا من برّا لحلوا و شكلات
ila knti mhtem fhad lprojet golina kidyer lmoustawa dialek flingliziya,,إلا كنتي مهتم فهاد لپروجت ڭولينا كيدير لموستاوا ديالك فلينڭليزييا
bchwiya 3lik matforssich 3la rassek,,بشوييا عليك ماتفورسّيش علا راسّك
dima kanmchi 3end lbanka ntcheka 7it dima 3endi chi mochkil fl7sab diali,,ديما كانمشي عند لبانكا نتشكا حيت ديما عندي شي موشكيل فلحساب ديالي
5aliban lme5rib mora 3echrin 3am 5ayweli blad kolchi baghi yji ysken liha,,خاليبان لمخريب مورا عشرين عام خايولي بلاد كولشي باغي يجي يسكن ليها
m3a 3tani lcontra flblassa sinitou bla man9rah,,معا عتاني لكونترا فلبلاسّا سينيتو بلا مانقراه
ta limta 5atb9a ghir galess la 5dam la rdam,,تا ليمتا خاتبقا غير ڭالسّ لا خدام لا ردام
wach nta mzwej,,واش نتا مزوج
wach ni mzewja,,واش ني مزوجا
matzrebch fzwaj sir ghir bl9a3ida,,ماتزربش فزواج سير غير بلقاعيدا
walidik ba9in fl7ayat,,واليديك باقين فلحايات
la5y5lihom lik thalla fihom,,لاخيخليهوم ليك تهالّا فيهوم
rabe7 mn lwalidin ou l5asser mn lwalidin,,رابح من لواليدين و لخاسّر من لواليدين
tle3ti fl9or3a dial l7ej,,تلعتي فلقورعا ديال لحج
koun me39oul yjib lik lah mra mrebya ou m5el9a,,كون معقول يجيب ليك الله مرا مربيا و مخلقا
7yed mnek namima,,حيد منك ناميما
kifach katnseb la nass ou katn3ess 3la jnbek limen,,كيفاش كاتنسب لا ناسّ و كاتنعسّ علا جنبك ليمن
soub7an lah lmakatib,,سوبحان الله لماكاتيب
lah yzidkom tbarklah 3erss zwin dertou,,الله يزيدكوم تباركلاه عرسّ زوين درتو
chtek wate9 mn rassek kter mn l9yass,,شتك واتق من راسّك كتر من لقياسّ
5assni ndir riyada bntidam,,خاسّني ندير رييادا بنتيدام
wach baghi mratek twled lik wliyed oula bnita,,واش باغي مراتك تولد ليك ولييد ولا بنيتا
ila mratek ma wldatch lik dkchi li baghi 5ayb9a fik l7al ou tloumha,,إلا مراتك ما ولداتش ليك دكشي لي باغي خايبقا فيك لحال و تلومها
tl3ou liya frassi had sma3at 5assni nchri airpods,,تلعو لييا فراسّي هاد سماعات خاسّني نشري أيرپودس
ma3emerni makanchri tlifounat mn m7alat 3adiyin 3la 9bel lgarantie,,ماعمرني ماكانشري تليفونات من محالات عادييين علا قبل لڭارانتي
mn dima ou ana b7aloka dima tal3a liya charbouna,,من ديما و أنا بحالوكا ديما تالعا لييا شاربونا
ghatkoun 3asifa simana jaya,,غاتكون عاسيفا سيمانا جايا
5assni nmchi nt9eda remla lbnaya bach ybdaw,,خاسّني نمشي نتقدا رملا لبنايا باش يبداو
tlata fwa7ed katsawi tlata,,تلاتا فواحد كاتساوي تلاتا
chrit lwalid sbat jdid ghir cadeau,,شريت لواليد سبات جديد غير كادو
matb9ach t7lem bezzaf rak katzid fih,,ماتبقاش تحلم بزّاف راك كاتزيد فيه
t9ta3 liya touni lbare7 7it jrou liya wa7ed l3eb flmatch,,تقتاع لييا توني لبارح حيت جرو لييا واحد لعب فلماتش
lconcierge dial l3imara driyef,,لكونسيرڭ ديال لعيمارا درييف
