darija,eng,darija_ar
rah amna had lblassa,,راه أمنا هاد لبلاسّا
rah mo7afid lwalid,,راه موحافيد لواليد
rah chekli had l7efl kolo,,راه شكلي هاد لحفل كولو
rah n9i had restora,,راه نقي هاد رستورا
rah bezzaf hadchi li kadir,,راه بزّاف هادشي لي كادير
rah l9ora li fjbel kolhom tredmou,,راه لقورا لي فجبل كولهوم تردمو
rah mebda2iyan ga3 dkchi li kadwi 3lih 5alet,,راه مبداإيان ڭاع دكشي لي كادوي عليه خالت
rah mo3eddal dialek mayd5lekch lhad ljami3a,,راه موعدّال ديالك مايدخلكش لهاد لجاميعا
rah dafi had lma ma5ay7ergekch,,راه دافي هاد لما ماخايحرڭكش
rah 5riba 3lina had lblassa,,راه خريبا علينا هاد لبلاسّا
rah mola2im lina had lwe9t safi nsafrou fih mtaf9in,,راه مولاإم لينا هاد لوقت سافي نسافرو فيه متافقين
rah m7bob had rajel m3a 2a5la9ou,,راه محبوب هاد راجل معا أخلاقو
rah darou lih stid3a fawri,,راه دارو ليه ستيدعا فاوري
rah l2ijmali dial lflouss li 5sserti kbir,,راه لإجمالي ديال لفلوسّ لي خسّرتي كبير
rah can gadd 3la mes2oulit zwaj men mora lbac,,راه كان ڭادّ علا مسأوليت زواج من مورا لباك
rah kafi hadchi bla matzid tdeye3 floussek,,راه كافي هادشي بلا ماتزيد تديع فلوسّك
rah dimo9rati had ra2iss l7okoma maydeye3ch 7e9 lfa9ir,,راه ديموقراتي هاد راإسّ لحوكوما مايديعش 7e9 لفاقير
rah cher9iya had l2o5niya,,راه شرقييا هاد لأخنييا
rah 5eddam fte3lim,,راه خدّام فتعليم
rah s7i7 hadchi li kadwi 3lih,,راه سحيح هادشي لي كادوي عليه
rah 3ilmiyan hadchi kayn,,راه عيلمييان هادشي كاين
rah had lparking 3amer,,راه هاد لپاركينڭ عامر
rah 3e9li sghir,,راه عقلي سغير
rah 5atir hadchi li kadwi 3lih,,راه خاتير هادشي لي كادوي عليه
rah 7rejtini geddam nass,,راه حرجتيني ڭدّام ناسّ
rah doble rbe7ti doble dial dkchi pi 7etiti,,راه دوبل ربحتي دوبل ديال دكشي پي حتيتي
rah kidwi bezerba,,راه كيدوي بزربا
rah me2lofa had lmakla fayt liya day9ha,,راه مءلوفا هاد لماكلا فايت لييا دايقها
rah bladhom ma3endha tari5,,راه بلادهوم ماعندها تاريخ
rah ljanoub dial lblad fih sehd kter,,راه لجانوب ديال لبلاد فيه سهد كتر
rah chamal dialblad fih lberd kter,,راه شامال ديالبلاد فيه لبرد كتر
rah mitali hadchi li kadwi 3lih wrini nchouf,,راه ميتالي هادشي لي كادوي عليه وريني نشوف
rah yawmiyyan ghadi 5elssa msiana,,راه ياومييّان غادي خلسّا مسيانا
rah 7rat lblad chi blayss zwinin,,راه حرات لبلاد شي بلايسّ زوينين
rah 7adariya had lblassa,,راه حادارييا هاد لبلاسّا
rah ja tbib lfoug,,راه جا تبيب لفوڭ
rah lpartma zwina kima wraha liya ftsaser,,راه لپارتما زوينا كيما وراها لييا فتساسر
rah 9ssir wledha wa5a flbac,,راه قسّير ولدها واخا فلباك
ma3ert mnin jebti had le9sser,,ماعرت منين جبتي هاد لقسّر
rah mdewwi lbit bchme3,,راه مدوّي لبيت بشمع
rah a5la9i bach twsel liha 5assak sinin dwa2iya,,راه أخلاقي باش توسل ليها خاسّاك سينين دواإيا
rahom chraw lbadil dial lmohajim l3eyan li 3endhom,,راهوم شراو لباديل ديال لموهاجيم لعيان لي عندهوم
rah jddab bezzaf had dri bghit net9reb menou,,راه جدّاب بزّاف هاد دري بغيت نتقرب منو
rah jeddaba bezzaf had driya bghit nt9reb menha,,راه جدّابا بزّاف هاد درييا بغيت نتقرب منها
rah radd lbal ljdatou li mrida,,راه رادّ لبال لجداتو لي مريدا
rah hamaji had lkelb li ban lih 3adou,,راه هاماجي هاد لكلب لي بان ليه عادو
rah rassou 5awi,,راه راسّو خاوي
rah salat l7erb b5ssaretna,,راه سالات لحرب بخسّارتنا
rah ghadi l5arij,,راه غادي لخاريج
rah charef chwiya ou ymout,,راه شارف شوييا و يموت
rah nisbiyan 9reb y9iss lih saratan lmou5,,راه نيسبييان قرب يقيسّ ليه ساراتان لموخ
rah 9dima had dar chwiya ou ti7,,راه قديما هاد دار شوييا و تيح
rah 5tasser tri9 dkchi 3lach d5ya wssel,,راه ختاسّر تريق دكشي علاش دخيا وسّل
rah gadd 3la 3a2iltou ghir be3ed menou,,راه ڭادّ علا عاإلتو غير بعد منو
rah namoudaji had lmechrou3 l2ayi chab baghi ybda y5dem,,راه ناموداجي هاد لمشروع لأيي شاب باغي يبدا يخدم
rah mtisse3a lina had,,راه متيسّعا لينا هاد
rah mdyye9a had zen9a,,راه مديّقا هاد زنقا
rah kollhom mkell5in madich 3lihoum,,راه كولّهوم مكلّخين ماديش عليهوم
rah wa3ra denya hna,,راه واعرا دنيا هنا
rah tab mab9ach kaykmi,,راه تاب مابقاش كايكمي
