darija,eng,darija_ar
bla ma tkerhou fih,Don't hate him,بلا ما تكرهو فيه
bla ma tmli 3lih chnou ydir,Don't fill on him,شنو يدير
bla ma twejjed lih 7wayjou,Don't find him his stuff,حوايجو
bla ma tstowred had sel3a,Don't import this item,هاد سلعا
bla ma tbni f had lminta9a,Don't build in this building,هاد لمينتاقا
bla ma tzid tetme3,Don't increase in gathering,تتمع
bla ma tb9a tnta9ed fih,Don't criticize in it,تنتاقد فيه
bla ma tghli 3la rassek,Don't boil on your head,علا راسّك
bla ma threb mnou,Don't run away from him,منو
bla ma tbda tghewet,Don't start mocking,تغوت
bla ma tmde7 fih,Don't praise him,فيه
bla ma tbedel had lblasa.,Don't change this outfit.,بلا ما تبدل هاد لبلاسا.
bla ma tbda dir tmyiz bin wladek,Don't start distinguishing between your children.,بلا ما تبدا دير تمييز بين ولادك
bla ma tbe3ou f rayou,Don't follow him in his opinion.,بلا ما تبعو ف رايو
bla ma towel 3lik tri9,Don't let the poison affect you.,بلا ما توول عليك تريق
bla ma t9aabel hbalou,Don't meet his nonsense.,بلا ما تقابل هبالو
bla ma tched m3ah zkar,Don't tighten with him on beer.,بلا ما تشد معاه زكار
bla ma t3tih douk lmoullawanat,Don't give him those privileges.,بلا ما تعتيه دوك لمولّاوانات
bla ma tghiyeb bezzaf,Don't disappear too much.,بلا ما تغييب بزّاف
bla ma t9ra 3lih dak lktab,Don't read him that book.,بلا ما تقرا عليه داك لكتاب
bla ma tmchi l canada,Don't go to Canada.,بلا ما تمشي ل كانادا
bla ma t9t3 sila m3a 3a2iltek,Don't cut ties with your family.,بلا ما تقتع سيلا معا عاإلتك
bla ma tkdeb 3lih,Don't lie to him.,بلا ما تكدب عليه
bla ma treche7 l intikhabat,Don't run for elections.,بلا ما ترشح ل إنتيخابات
bla ma tjih l sara7a .,Don't come to him directly.,بلا ما تجيه ل ساراحا .
bla ma tsekketou,Don't stay quiet.,بلا ما تسكّتو
bla ma tnod mn blasstek,Don't get tired of your routine.,بلا ما تنود من بلاسّتك
bla ma t3awd had lkhdma mn lewel,Don't repeat this task from scratch.,بلا ما تعاود هاد لخدما من لول
bla ma tm7ihoum mn 7yatek,Don't erase them from your life.,بلا ما تمحيهوم من حياتك
bla ma t9elleb 3la lbadil,Don't change sides.,بلا ما تقلّب علا لباديل
bla ma tdareb m3ah,Don't practice with him.,بلا ما تدارب معاه
bla ma tbdel had l video,Don't change this video.,بلا ما تبدل هاد ل ڤيدو
bla ma tjmme3 m3ah,Don't gather with him.,بلا ما تجمّع معاه
bla ma tmchi tkhteb lih,Don't walk to lie to him.,بلا ما تمشي تختب ليه
bla ma tsrre3 l khtawi dialek,Don't rush your decisions.,بلا ما تسرّع ل ختاوي ديالك
bla ma tsower m3ah,Don't argue with him.,بلا ما تسوور معاه
bla ma t8enne2ou,Don't get comfortable.,بلا ما تهنّأو
bla ma tssewer f had lblassa,Don't take a picture in this outfit.,بلا ما تسّور ف هاد لبلاسّا
bla ma thbt l3nd jarek,Don't stand at your neighbor's door.,بلا ما تهبت لعند جارك
bla ma t3tih tonobiltek,Don't give him your phone number.,بلا ما تعتيه تونوبيلتك
bla ma tjerreb m3ah,Don't try with him.,بلا ما تجرّب معاه
bla ma tjerreb had lblassa,Don't try this outfit.,بلا ما تجرّب هاد لبلاسّا
bla ma tjerreb had lou3ba,Don't try this game.,بلا ما تجرّب هاد لوعبا
bla ma tjerreb had lmakla,Don't try this food.,بلا ما تجرّب هاد لماكلا
bla ma tjerreb had l7lwa,Don't try this candy.,بلا ما تجرّب هاد لحلوا
bla ma tjerreb had resto,Don't try this restaurant.,بلا ما تجرّب هاد رستو
bla ma tjerreb had lfilm,Don't try this movie.,بلا ما تجرّب هاد لفيلم
bla ma tjerreb had lma7al,Don't try this place.,بلا ما تجرّب هاد لماحال
bla ma tjib had naw3 dial lformage,Don't bring this type of cheese.,بلا ما تجيب هاد ناوع ديال لفورماڭ
bla ma tstelzem 3lih bezzaf dial chorot.,Don't impose too much on him about the shorts.,بلا ما تستلزم عليه بزّاف ديال شوروت.
bla ma t3tih 9ima ktr mn li ystahel,Don't give him more value than he deserves.,بلا ما تعتيه قيما كتر من لي يستاهل
bla ma t7awel tsal7 m3ah,Don't try to negotiate with him.,بلا ما تحاول تسالح معاه
bla ma t7awel tkherrej rassk mn had lmossiba,Don't try to get yourself out of this problem.,بلا ما تحاول تخرّج راسّك من هاد لموسّيبا
bla ma tbda t3ezzel,Don't start isolating yourself.,بلا ما تبدا تعزّل
bla ma tb9a galss m3ah,Don't be silent with him.,بلا ما تبقا ڭالسّ معاه
bla ma tbda dir fiha fahim,Don't start doing it intelligently.,بلا ما تبدا دير فيها فاهيم
bla ma tbda dir fiha 3ami9,Don't start doing it blindly.,بلا ما تبدا دير فيها عاميق
bla ma tji takhoud ra2y diali,Don't come to take my opinion.,بلا ما تجي تاخود راإي ديالي
bla ma t9lb 3la chi dar 7ssn,Don't look for a nice place.,بلا ما تقلب علا شي دار حسّن
bla ma t9lb 3la chi ma7al 7ssn,Don't look for a nice place.,بلا ما تقلب علا شي ماحال حسّن
bla ma trkeb m3ah,Don't ride with him.,بلا ما تركب معاه
bla ma t9lb 3la chi garage 7ssn,Don't look for a nice garage.,بلا ما تقلب علا شي ڭاراڭ حسّن
bla ma t9lb 3la chi khdma 7ssn,Don't look for a nice service.,بلا ما تقلب علا شي خدما حسّن
mabghitich t bedel l3bar dial dak touni,Don't want to change that T-shirt slogan.,مابغيتيش ت بدل لعبار ديال داك توني
mabghitich t dowweb dak cheklat msian fl7lib,Don't want to melt that chocolate mixed in milk.,مابغيتيش ت دووّب داك شكلات مسيان فلحليب
mabghitich t zid 3la walidik ewa sir t9edda men lbal,Don't want to disobey your parents, go apologize to them.,مابغيتيش ت زيد علا واليديك إوا سير تقدّا من لبال
mabghitich t ttekka ou nta marta7ch sir chri had sedari,Don't want to insist, and you won't be comfortable, go buy this couch.,مابغيتيش ت التكّا و نتا مارتاحش سير شري هاد سداري
mabghitich t tbbe9 hadrat walidik ewa rak mes5out,Don't want to keep talking, and you're stubborn.,مابغيتيش ت تبّق هادرات واليديك إوا راك مسخوت
mabghitich t 7ress kelbek rah 5aydih lik chi wa7ed,Don't want your dog to guard you, he will betray you for someone.,مابغيتيش ت حرسّ كلبك راه خايديه ليك شي واحد
mabghitich t rde3 de5ya,Don't want to scare a chick.,مابغيتيش ت ردع دخيا
mabghitich t rtabet m3a chi we7da 5ayba,Don't want to associate with a loser.,مابغيتيش ت رتابت معا شي وحدا خايبا
mabghitich t wli ra2is dial l7koma,Don't want to become the head of the government.,مابغيتيش ت ولي راإس ديال لحكوما
mabghitich t d5el l7ebss ewa hreb,Don't want to enter prison, go escape.,مابغيتيش ت دخل لحبسّ إوا هرب
mabghitich t taabr 5demtek ewa t7emmel l3awa9ib,Don't want to endure your job, and face the consequences.,مابغيتيش ت تابر خدمتك إوا تحمّل لعاواقيب
mabghitich t tehtem bdak l7ayawan ewa t7emmel l3awa9ib 3end lah,Don't want to care about that animal, and face the consequences with God.,مابغيتيش ت تهتم بداك لحاياوان إوا تحمّل لعاواقيب عند الله
mabghitich t dmme3 fhad lmout safi ghir dir ma fjehdek,Don't want to cry at this death, just do what pleases you.,مابغيتيش ت دمّع فهاد لموت سافي غير دير ما فجهدك
mabghitich t yterdek chi 7edd men l5edma ewa 5dem lrassek,Don't want anyone to intervene in your business, and manage your own head.,مابغيتيش ت يتردك شي حدّ من لخدما إوا خدم لراسّك
mabghitich t fsed ewa sir 9ra l9r2an,Don't want to corrupt, and go read the Quran.,مابغيتيش ت فسد إوا سير قرا لقرأن
mabghitich t ster rassek ewa tleb lah y5fer lik,Don't want to expose yourself, and ask Him for forgiveness.,مابغيتيش ت ستر راسّك إوا تل
mabghitich t baarek lih rah dima mdayr m3ak swab,Don't want to wish him luck because he's always lucky with you.,مابغيتيش ت بارك ليه راه ديما مداير معاك سواب
mabghitich t 5tare9 dak site,Don't want to select that website.,مابغيتيش ت ختارق داك سيت
mabghitich t daa3ef men lmejhoudat dialek,Don't want to be weak from your achievements.,مابغيتيش ت داعف من لمجهودات ديالك
mabghitich t dmej trebya fl9raya,Don't want to integrate education into the curriculum.,مابغيتيش ت دمج تربيا فلقرايا
mabghitich t derreb weldek,Don't want to discipline your child.,مابغيتيش ت درّب ولدك
mabghitich t stenzef had lma li ba9i flvillaje,Don't want to drain this water that's still in the village.,مابغيتيش ت ستنزف هاد لما لي باقي فلڤيلّاج
mabghitich t chri stock kafi dial lmakla,Don't want to buy enough food stock.,مابغيتيش ت شري ستوكك كافي ديال لماكلا
mabghitich t ftard imta 5aysali lma,Don't want to procrastinate whenever there's a water shortage.,مابغيتيش ت فتارد إمتا خايسالي لما
mabghitich t seyd l7out,Don't want to fish.,مابغيتيش ت سيد لحوت
mabghitich t t9edda fhad lblassa,Don't want to face this situation.,مابغيتيش ت تقدّا فهاد لبلاسّا
mabghitich t tsabe9 m3aya,Don't want to compete with me.,مابغيتيش ت تسابق معايا
mabghitich t chrref bladek,Don't want to honor your country.,مابغيتيش ت شرّف بلادك
mabghitich t jemmed dak lma 7it kayderek fmsarnek,Don't want to freeze that water because it's directing your path.,مابغيتيش ت جمّد داك لما حيت كايدرك فمسارنك
mabghitich t daawi rassek rak 5at5rej 3la rassek,Don't want to heal yourself because you're sick in the head.,مابغيتيش ت داوي راسّك راك خاتخرج علا راسّك
mabghitich t tbadel m3aya touniyat moralmatch,Don't want to exchange moralmatch strategies with me.,مابغيتيش ت تبادل معايا تونييات مورالماتش
mabghitich t 7emmel had ljehd kamel,Don't want to bear this complete effort.,مابغيتيش ت حمّل هاد لجهد كامل
mabghitich t stehlek dik lkimiya dial lmakla,Don't want to waste that chemistry of food.,مابغيتيش ت ستهلك ديك لكيمييا ديال لماكلا
mabghitich t 5cha fchi bit ou sted 3lik,Don't want to enter any house or climb on you.,مابغيتيش ت خشا فشي بيت و ستد عليك
mabghitich t tsenna tayji lfaraj,Don't want to wait until the solution comes.,مابغيتيش ت تسنّا تايجي لفاراج
mabghitich t douz men hadouk jbal 7it kaynjarfou,Don't want to climb those mountains because they're dangerous.,مابغيتيش ت دوز من هادوك جبال حيت كاينجارفو
mabghitich t bddel smitek chi nhar,Don't want to change your name any day.,مابغيتيش ت بدّل سميتك شي نهار
mabghitich testeslem,Don't want to surrender.,مابغيتيش تستسلم
mabghitich t ziyyer rassek,Don't want to pamper yourself.,مابغيتيش ت زييّر راسّك
mabghitich t 9elles men lmajhoudat dialek,Don't want to underestimate your efforts.,مابغيتيش ت قلّس من لماجهودات ديالك
mabghitich t miyez bin had zouj 7ayawanat,Don't want to differentiate between these pairs of animals.,مابغيتيش ت مييز بين هاد زوج حاياوانات
mabghitich t 3len 3la dik l5bar ta3issa,Don't want to announce that news because it's distressing.,مابغيتيش ت علن علا ديك لخبار تاعيسّا
mabghitich t saale7 m3aya,Don't want to arm wrestle with me.,مابغيتيش ت سالح معايا
mabghitich t d5el lhad lmechro3,Don't want to involve in this project.,مابغيتيش ت دخل لهاد لمشروع
mabghitich t nsse9 bini wbinek hadchi,Don't want to organize this thing between me and you.,مابغيتيش ت نسّق بيني وبينك هادشي
mabghitich t dreb chi n3issa 5fifa,Don't want to lightly pat some luck.,مابغيتيش ت درب شي نعيسّا خفيفا
mabghitich t l3en chi 7edd,Don't want to curse anyone.,مابغيتيش ت لعن شي حدّ
mabghitich t teyyebi lrajlek l3cha,Don't want to prepare your husband dinner.,مابغيتيش ت تيّبي لراجلك لعشا
mabghitich t twi douk l7wayj,Don't want to indulge in those temptations.,مابغيتيش ت توي دوك لحوايج
mabghitich t tnazl 3la 7e9ek lwalida dialek,Don't want to give up your right to your parents.,مابغيتيش ت تنازل علا حقك لواليدا ديالك
mabghitich t jdded ti9a dialek fiya ra tebt safi,Don't want to renew your confidence in me even if you're feeling better.,مابغيتيش ت جدّد تيقا ديالك فييا را تبت سافي
mabghitich t si5 chi jomla mofida fhad l2incha2,Don't want to say any useful phrase in this meeting.,مابغيتيش ت سيخ شي جوملا موفيدا فهاد لإنشاء
mabghitich t 5ellet bin had zouj lou5at dkchi 3lach sketi,Don't want to let go of this couple's dispute, why did you keep quiet?,مابغيتيش ت خلّت بين هاد زوج لوخات دكشي علاش سكتي
mabghitich t 7edd men sel3a li kad5elna men berra,Don't want to limit our range because we entered from outside.,مابغيتيش ت حدّ من سلعا لي كادخلنا من برّا
mabghitich t sweb had lmagana,Don't want to neglect this opportunity.,مابغيتيش ت سوب هاد لماڭانا
mabghitich t wjjeh dik nrissala liya ze3ma,Don't want to address that message to me in public.,مابغيتيش ت وجّه ديك نريسّالا لييا زعما
mabghitich t rkkez 3la 9raytek bo7edha,Don't want to focus solely on your reading.,مابغيتيش ت ركّز علا قرايتك بوحدها
mabghitich t tsahel m3aya,Don't want to compromise with me.,مابغيتيش ت تساهل معايا
mabghitich t nezzel liya l5arama,Don't want to bring me down.,مابغيتيش ت نزّل لييا لخاراما
mabghitich t rezervi fdak l2otel zwin,Don't want to reserve that nice hotel.,مابغيتيش ت رزرڤي فداك لأتل زوين
mabghitich t st9bel dyaf,Don't want to welcome guests.,مابغيتيش ت ستقبل دياف
