darija,eng,darija_ar
gha kdoub,,غا كدوب
kifax xarho liya,,كيفاش شارهو لييا
chofi achno mktob hna,,شوفي أشنو مكتوب هنا
wach 3ndak,,واش عنداك
ghadi tkon dyal l9er9ara,,غادي تكون ديال لقرقارا
lah lhrira ysalm,,الله لهريرا يسالم
chhitni ykhti,,شهيتني يختي
nmot 3liha,,نموت عليها
kas fino,,كاس فينو
4 kisane thin,,4 كيسان تهين
marrofa srira 3sil,,مارّوفا سريرا عسيل
marrofa srira sokar,,مارّوفا سريرا سوكار
xwiya lmlah,,شوييا لملاه
khimira khobz,,خيميرا خوبز
tbrklah 3la zin,,تبركلاه علا زين
dyali tawil olhdaga,,ديالي تاويل أُلهداڭا
bsha ahsan gerop,,بسها أهسان ڭروپ
ylh khdito db 2semain hakak,,يله خديتو دب ءسماين هاكاك
ndwz whd lfatra,,ندوز وهد لفاترا
nchark m3akom tajribti fih,,نشارك معاكوم تاجريبتي فيه
70dh khti mn fb f market,,ح0ده ختي من فب ف ماركت
la tbarklah mtwyin mzyan,,لا تباركلاه متويين مزيان
dak sirop kadirih mur doch,,داك سيروپ كاديريه مور دوش
ola 9bel doch,,أُلا قبل دوش
hit kandiro,,هيت كانديرو
kaykhali li cha3ri f chkl,,كايخالي لي شاعري ف شكل
khti chhal chriti had mraya,,ختي شهال شريتي هاد مرايا
ch7l khti khditiha ?,,شحل ختي خديتيها ?
chmn parfum li 3ndk dyal ennaciri,,شمن پارفوم لي عندك ديال إنّاسيري
waw wa3rin machae allah,,واو واعرين ماشا الله
hatina bacha zw9ti,,هاتينا باشا زوقتي
kon ma3mltichi dk charta,,كون ماعملتيشي دك شارتا
bayda fo9 3aynk,,بايدا فوق عاينك
kan aytla3lk mzeeewn,,كان أيتلاعلك مزيون
3lah machidyal sikatris,,علاه ماشيديال سيكاتريس
yalah khditiha lwldi,,يالاه خديتيها لولدي
3lahsab lftih,,علاهساب لفتيه
galthaliya wahd frmliya,,ڭالتهالييا واهد فرملييا
hwa ghir mortib,,هوا غير مورتيب
makaysifi walo,,ماكايسيفي والو
hit jrbto,,هيت جربتو
imkn jaha 3la ghafla hhhh,,إمكن جاها علا غافلا هههه
rah olah mb9aw shbat,,راه أُلاه مبقاو سهبات
ola b9at ti9a fhad zman,,أُلا بقات تيقا فهاد زمان
kan 3la mama tmxi m3a baba,,كان علا ماما تمشي معا بابا
blama ymxi sofyan,,بلاما يمشي سوفيان
4adi tbati 3and 5alti,,4ادي تباتي عاند خالتي
tanji onmxi n9aysha,,تانجي أُنمشي نقايسها
olyom sftat lia,,أُليوم سفتات ليا
4alt li wax ba9a ba4aha,,4الت لي واش باقا با4اها
l9it whd sbrdila,,لقيت وهد سبرديلا
hahowa fi dar,,هاهووا في دار
lmoxkila ma4adix y5rjoh fi l3id,,لموشكيلا ما4اديش يخرجوه في لعيد
iwa howa 4alik ana manxrix,,إوا هووا 4اليك أنا مانشريش
makin mnin ydoz,,ماكين منين يدوز
wld 3amto hta howa,,ولد عامتو هتا هووا
4alih ma4adix nxri,,4اليه ما4اديش نشري
4al liya nsftk ldarkom,,4ال لييا نسفتك لداركوم
4lt lih la manmxix,,4لت ليه لا مانمشيش
waswlo 4alo lihom la,,واسولو 4الو ليهوم لا
rah had simana kolha,,راه هاد سيمانا كولها
dwztha kamla mard,,دوزتها كاملا مارد
lyom stagit,,ليوم ستاڭيت
ghi fi sbh l3xiya ma9drtx,,غي في سبه لعشييا ماقدرتش
4adi nxof tbiba,,4ادي نشوف تبيبا
t3tini xahada tibiya ndiha lihom,,تعتيني شاهادا تيبييا نديها ليهوم
ghi mabghitx nxwxkom mara sf,,غي مابغيتش نشوشكوم مارا سف
3lax feth alh 5la boh oja,,علاش فته أله خلا بوه أُجا
hd simana ma4adix nmxi lstg,,هد سيمانا ما4اديش نمشي لستڭ
4da nji lbm,,4دا نجي لبم
ti rah jatni whd do5a,,تي راه جاتني وهد دوخا
9rbt ntih ot9ya,,قربت نتيه أُتقيا
