darija,eng,darija_ar
wala 3ndk chi haja,,والا عندك شي حاجة
maxi moxkil 3ndk nta,,ماشي موشكيل عندك نتا
nchof chi hed akhor,,نشوف شي هد أخور
3lx hazin,,علش هازين
3lax m9ala9,,علاش مقالاق
xftk farhan,,شفتك فارهان
3tatak lwa9t,,عتاتاك لواقت
wsovina m3k,,وسوڤينا معك
wdber lina fxi khadma,,ودبر لينا فشي خادما
ax 3ndk lyoma,,أش عندك ليوما
wx 3ndk lmatch,,وش عندك لماتش
wx 3ndl lmatch,,وش عندل لماتش
wx 3ndk sport,,وش عندك سپورت
wx 3ndk lwa9t,,وش عندك لواقت
wx msalii,,وش مساليّ
3tina xi w9ita,,عتينا شي وقيتا
machi zher hadak,,ماشي زهر هاداك
khas dossier ykon mregle,,خاس دوسّير يكون مرڭل
t2akad mn l flos,,تأكاد من ل فلوس
kadda la famille,,كادّا لا فاميلّ
kayhesbo lik kolchi,,كايهسبو ليك كولشي
chofo chhal ntoma,,شوفو شهال نتوما
rafd wlad lhram,,رافد ولاد لهرام
kaydwzo libghaw,,كايدوزو ليبغاو
wlah mafhamt chil3ba fhadchi,,ولاه مافهامت شيلعبا فهادشي
ta ana saftoli rafd,,تا أنا سافتولي رافد
onass kaytab3o wimchiw,,أُناسّ كايتابعو ويمشيو
lgrop fih 72 wahd kolchi mrfod,,لڭروپ فيه 72 واهد كولشي مرفود
slm wahd istichara,,سلم واهد إستيشارا
ana ta3tatli visa,,أنا تاعتاتلي ڤيسا
obghit ndkhal man espagne,,أُبغيت ندخال مان إسپاڭن
wach machi mochkil nkhraj,,واش ماشي موشكيل نخراج
owach maghaykonch 3ndi mochkil,,أُواش ماغايكونش عندي موشكيل
ila bghit ndfa3 mra okhra,,إلا بغيت ندفاع مرا أُخرا
jib rokhsa,,جيب روخسا
bni d'arak,,بني د'اراك
matab9ax tsawa9 lhad,,ماتابقاش تساواق لهاد
ara garo,,أرا ڭارو
telefon bgha ytfa,,تلفون بغا يتفا
bghit nsawv whd jwan,,بغيت نساوڤ وهد جوان
taxi lgharam nta,,تاشي لغارام نتا
kaytsana rajal wnass,,كايتسانا راجال وناسّ
xfti flous gha wasila,,شفتي فلوس غا واسيلا
hna 3ndna lmotor,,هنا عندنا لموتور
di m3ak had dri,,دي معاك هاد دري
di m3ak had lbnt,,دي معاك هاد لبنت
hrab fhalak,,هراب فهالاك
ghadi db wla mzal,,غادي دب ولا مزال
rah mzal mhdak lah,,راه مزال مهداك الله
rah mzal mhdak,,راه مزال مهداك
wx 3ndk xi moshkila,,وش عندك شي موسهكيلا
ina moshkila 3ndk,,إنا موسهكيلا عندك
knhass bli 3nek xi moshkil,,كنهاسّ بلي عنك شي موسهكيل
kbtmana mykon 3ndk moshkil,,كبتمانا ميكون عندك موسهكيل
knhass blkhon9a,,كنهاسّ بلخونقا
kn7ass bxi hj ghriba,,كنحاسّ بشي هج غريبا
wx 3ndk xi program,,وش عندك شي پروڭرام
wx dayr xi maxro3,,وش داير شي ماشروع
wkhasak dir lmaxro3,,وخاساك دير لماشروع
dk mtihan sahal,,دك متيهان ساهال
mtihan daz s3ib,,متيهان داز سعيب
xhal mn mra mdkhalt,,شهال من مرا مدخالت
rah kharjo no9at,,راه خارجو نوقات
gol gha lixfto,,ڭول غا ليشفتو
gol gha lixfti,,ڭول غا ليشفتي
waldak kydir sda3,,والداك كيدير سداع
kyrado laklam 3lih,,كيرادو لاكلام عليه
kon driff akhy xwiya m31 lawlidat,,كون دريفّ أخي شوييا مع1 لاوليدات
jib xi xawaaya,,جيب شي شاوايا
tahna flmaxakil,,تاهنا فلماشاكيل
rah haydo zayton,,راه هايدو زايتون
tabla 3mmra fawakih,,تابلا عمّرا فاواكيه
kntsanak azin dyali,,كنتساناك أزين ديالي
kntsanak asahbi,,كنتساناك أساهبي
kntsanak ahbiba,,كنتساناك أهبيبا
kntsanak ana olwalida,,كنتساناك أنا أُلواليدا
lwalid kaytsanak,,لواليد كايتساناك
ana f lablasa lm3loma,,أنا ف لابلاسا لمعلوما
dwit 3la lmawdo3,,دويت علا لماودوع
dwi w9adam rasak,,دوي وقادام راساك
9adam smiytk,,قادام سمييتك
l3omr dyalk hta howa,,لعومر ديالك هتا هووا
wx kadir fhaytak,,وش كادير فهايتاك
wx kata9ra,,وش كاتاقرا
b3d gheda ghnkon tmak,,بعد غدا غنكون تماك
kybi3 l7am zin,,كيبيع لحام زين
kybi3 lkhodra,,كيبيع لخودرا
kybi3 loz wlgarga3,,كيبيع لوز ولڭارڭاع
kybi3 lmakyaj nadi,,كيبيع لماكياج نادي
kybi3 blastiq,,كيبيع بلاستيق
kybi3 kolxi gha aji,,كيبيع كولشي غا أجي
aji nta whiyaha,,أجي نتا وهيياها
mrhba b ostad dyalna,,مرهبا ب أُستاد ديالنا
bah xibani akhy,,باه شيباني أخي
rah meskin maxafo,,راه مسكين ماشافو
rah daz wlkin khraj fih,,راه داز ولكين خراج فيه
lkawarit kyna tmak,,لكاواريت كينا تماك
rah fdiha hadik,,راه فديها هاديك
wxrah dars dyalk,,وشراه دارس ديالك
siniti 3la xiqe,,سينيتي علا شيق
daw j'a ghali,,داو ج'ا غالي
daw j'a rkhiss,,داو ج'ا رخيسّ
lma j'a ghali,,لما ج'ا غالي
lma j'a rkhiss,,لما ج'ا رخيسّ
rah kylhlas lwifi blacarte,,راه كيلهلاس لويفي بلاكارت
rah drbo lmotor,,راه دربو لموتور
galiya kolxi,,ڭالييا كولشي
rah 3taaraf bkolchi,,راه عتاراف بكولشي
gheda rah classiko,,غدا راه كلاسّيكو
xkon ghadi yaghlab,,شكون غادي ياغلاب
rah lbolis f tri9,,راه لبوليس ف تريق
rah gendrm ftri9,,راه ڭندرم فتريق
rah kynin mjmo3in,,راه كينين مجموعين
thrakt xwiya lyoma,,تهراكت شوييا ليوما
maxafni whowa yji,,ماشافني وهووا يجي
rah xaftak wjit l3ndk,,راه شافتاك وجيت لعندك
waghir gol salam,,واغير ڭول سالام
mlk mghobax,,ملك مغوباش
mlk mrazan,,ملك مرازان
mlk kyghawat,,ملك كيغاوات
mlk skotii,,ملك سكوتيّ
dwi asahbi xwiya,,دوي أساهبي شوييا
rah kolxi w9af,,راه كولشي وقاف
xi whdin rah mawa9fo,,شي وهدين راه ماواقفو
gbila glati hj wskoti,,ڭبيلا ڭلاتي هج وسكوتي
yalah kamal liya axno,,يالاه كامال لييا أشنو
axno nsiti f café,,أشنو نسيتي ف كافé
joj hajat likhasak tjib,,جوج حاجةت ليخاساك تجيب
lmoxkil howa mtghayab,,لموشكيل هووا متغاياب
rh khraj 3la raso,,ره خراج علا راسو
rah safer b lmotor.,,راه سافر ب لموتور.
fin kanti had sbah,,فين كانتي هاد سباه
rah kan 3andi wahed sahbi b3id chwiya,,راه كان عاندي واهد ساهبي بعيد شوييا
lmohim rah chhal sonit 3lik makadjawbch,,لموهيم راه شهال سونيت عليك ماكادجاوبش
makaych réseau temak,,ماكايش رéسو تماك
mchina l7afla lyoum,,مشينا لحافلا ليوم
bhra jina men safar,,بهرا جينا من سافار
ach kadir nta hna 3lach mamchitich,,أش كادير نتا هنا علاش مامشيتيش
3tini téléfonk,,عتيني تéلéفونك
jib m3ak lkhobz,,جيب معاك لخوبز
wach khrjo hadok men sbitar,,واش خرجو هادوك من سبيتار
mchaw dok nass likanti kat3ref,,مشاو دوك ناسّ ليكانتي كاتعرف
la la rah mazal madrt hta haja,,لا لا راه مازال مادرت هتا حاجة
awili rah machi hakak,,أويلي راه ماشي هاكاك
m»ach khdam ghda,,م»اش خدام غدا
ana mab9itch khdam,,أنا مابقيتش خدام
wach kayn lmodir lyoum wla kharej 3awtani,,واش كاين لمودير ليوم ولا خارج عاوتاني
ana saraha hadchi mab9ach kay3jbni,,أنا ساراها هادشي مابقاش كايعجبني
elhamdolah kolchi bikhir,,إلهامدولاه كولشي بيخير
ewa kidayrin malin dar,,إوا كيدايرين مالين دار
wahed nhar ghadi nmchi nchof khalti,,واهد نهار غادي نمشي نشوف خالتي
lbareh madkhlna hta l 12 dlil,,لباره مادخلنا هتا ل 12 دليل
mchit lkhdma 3ayana,,مشيت لخدما عايانا
wach fhamti dak lm9sod ach gal?,,واش فهامتي داك لمقسود أش ڭال?
fin 7titi lkhtab ?,,فين حتيتي لختاب ?
7al m3ak telaja,,حال معاك تلاجا
3tini kass delma,,عتيني كاسّ دلما
fin l9er3a diyal zit,,فين لقرعا دييال زيت
jib liya lkhodra,,جيب لييا لخودرا
makrahtch chi hamam skhoun,,ماكراهتش شي هامام سخون
matnsach dessert,,ماتنساش دسّرت
jartna wladat bniya,,جارتنا ولادات بنييا
mcha i9era ochi 9rraya mabant 3lih,,مشا إقرا أُشي قرّايا مابانت عليه
hadik gher katkhrebe9 3lina,,هاديك غر كاتخربق علينا
had ljomal la3ala9a,,هاد لجومال لاعالاقا
had chare7 mamfhomch,,هاد شارح مامفهومش
habt lhwayj men stah,,هابت لحوايج من ستاه
hna wselna ldar,,هنا وسلنا لدار
3tini lflous diali,,عتيني لفلوس ديالي
bghit tomobiltk ghda,,بغيت توموبيلتك غدا
jib lia l7wayj mn msbana,,جيب ليا لحوايج من مسبانا
kayn sda3 bzaf,,كاين سداع بزاف
3tini bztami,,عتيني بزتامي
mama mchat lyoum lmrakch,,ماما مشات ليوم لمراكش
tnin 3ndi tbib,,تنين عندي تبيب
