darija,eng,darija_ar
kaychof ghir raso,,كايشوف غير راسو
fin wslat noba,,فين وسلات نوبا
imta akhir mera bkiti,,إمتا أخير مرا بكيتي
chno kat9sd z3ma,,شنو كاتقسد زعما
bghiti n3awnk,,بغيتي نعاونك
hada hwa l7el li kayn daba,,هادا هوا لحل لي كاين دابا
tsna twsl lw9t,,تسنا توسل لوقت
3ndi l7asasiya d lkhrif,,عندي لحاساسييا د لخريف
sm7liya n3rfk b khti,,سمحلييا نعرفك ب ختي
lioma bard bzaf,,ليوما بارد بزاف
3ndi imti7anat haf ayam,,عندي إمتيحانات هاف أيام
lb7r lioma hayj,,لبحر ليوما هايج
rak ghaltt haf lmrra,,راك غالتّ هاف لمرّا
ndiro likom 3ars zwin,,نديرو ليكوم عارس زوين
9as7a 3liya bzaf,,قاسحا علييا بزاف
ndir li bghit,,ندير لي بغيت
chftk tay9 f rask,,شفتك تايق ف راسك
fiya l3tch,,فييا لعتش
wach khask taxi,,واش خاسك تاشي
wakha la makan3awdch,,واخا لا ماكانعاودش
kayban liya kayn zham liom,,كايبان لييا كاين زهام ليوم
ch7al zwin had so9,,شحال زوين هاد سوق
mnin kat9day,,منين كاتقداي
bghit n3rf kolchi,,بغيت نعرف كولشي
wakha twrini fin nwsl lma7ta,,واخا توريني فين نوسل لماحتا
achmn makla 3ziza 3lik,,أشمن ماكلا عزيزا عليك
lach katkhtt liom,,لاش كاتختّ ليوم
bghit 9r3a dlma 3afak,,بغيت قرعا دلما عافاك
ana makainach fdar daba,,أنا ماكايناش فدار دابا
twhcht nhdr m3ak,,توهشت نهدر معاك
ghalya bzaf had lkhdra,,غاليا بزاف هاد لخدرا
wach kain jam3 hnaya,,واش كاين جامع هنايا
ach balik nt7rko daba,,أش باليك نتحركو دابا
kifach ghadi tkhls,,كيفاش غادي تخلس
kain chi wahd hna,,كاين شي واهد هنا
wach 3ziz 3lik lbldi,,واش عزيز عليك لبلدي
wach m3ak lflos,,واش معاك لفلوس
ach tchhitu takl,,أش تشهيتو تاكل
ch7al mn khot 3ndk,,شحال من خوت عندك
db dokhol lmdrasi,,دب دوخول لمدراسي
mnin jaya had sl3a,,منين جايا هاد سلعا
khodi had l cadeux lik,,خودي هاد ل كادوش ليك
ana kansog daba,,أنا كانسوڭ دابا
ana 9t3t ftyara,,أنا قتعت فتيارا
had l7lwa ldida,,هاد لحلوا لديدا
mat3tich 3liya 3afak,,ماتعتيش علييا عافاك
tsala liya solde,,تسالا لييا سولد
nsit la carte dyali f dar,,نسيت لا كارت ديالي ف دار
kolchi wajed,,كولشي واجد
3rfna 3la rask,,عرفنا علا راسك
ch7al mn sa3a nkhdm fnhar,,شحال من ساعا نخدم فنهار
wach d3wa mzaina,,واش دعوا مزاينا
wach ta7 tlj tma,,واش تاح تلج تما
bghit nchd bit nhar wahd,,بغيت نشد بيت نهار واهد
hada hwa l3onwan,,هادا هوا لعونوان
tsna hta nmchi m3ak,,تسنا هتا نمشي معاك
had dwa waf9ni,,هاد دوا وافقني
ana ghadi t3tl chwiya,,أنا غادي تعتل شوييا
wakha taoni 3liya,,واخا تاوني علييا
mhm rani wasit sayed,,مهم راني واسيت سايد
kantmana tkon bikhir w3la khir,,كانتمانا تكون بيخير وعلا خير
tahalil khrjo mzeyanin,,تاهاليل خرجو مزيانين
lah ikmel blkhir,,الله إكمل بلخير
fraht lik,,فراهت ليك
ylh namchiw gheda ifran,,يله نامشيو غدا إفران
jani lmalal flkhedma,,جاني لمالال فلخدما
riht had zehar zwina,,ريهت هاد زهار زوينا
jat hadik lmerida,,جات هاديك لمريدا
hadchi khassou tarkiz,,هادشي خاسّو تاركيز
mab9a andi mangoulek,,مابقا أندي مانڭولك
sara7a sdamtini fik,,ساراحا سدامتيني فيك
idan ne9der n3awal alik fhadchi,,إدان نقدر نعاوال أليك فهادشي
hadchi chehal ghadi nerbe7 mennou ana?,,هادشي شهال غادي نربح منّو أنا?
achnou lfa2ida men hadchi li kandirou db?,,أشنو لفاإدا من هادشي لي كانديرو دب?
wach sma3ti chnou tra lyouma,,واش سماعتي شنو ترا ليوما
achnou ban lik nkamlou,,أشنو بان ليك نكاملو
jawbni rana kantsanna,,جاوبني رانا كانتسانّا
3awdli chwia 3lik,,عاودلي شويا عليك
t9adri thzi m3aya sac,,تقادري تهزي معايا ساك
fin ne9der nel9a had ri7a,,فين نقدر نلقا هاد ريحا
hder bjahd rah makansam3akch,,هدر بجاهد راه ماكانسامعاكش
matsiftlich rah maghadach n9ra,,ماتسيفتليش راه ماغاداش نقرا
bach nekteb hadchi rah khasni wa9t,,باش نكتب هادشي راه خاسني واقت
khassek tred lbal,,خاسّك ترد لبال
3endak yjriw 3lik mn lkhedma,,عنداك يجريو عليك من لخدما
yakma katsana chi hed,,ياكما كاتسانا شي هد
syd chwia wghayrja3,,سيد شويا وغايرجاع
wach ne9der negles fblastek?,,واش نقدر نڭلس فبلاستك?
hadchi ktir,,هادشي كتير
lkhoubz mazal makhmer,,لخوبز مازال ماخمر
tchahit chi tajin fa3l tark,,تشاهيت شي تاجين فاعل تارك
3ttini lma9adir lah ykhalik,,عتّيني لماقادير الله يخاليك
sonitlak majawbtinich,,سونيتلاك ماجاوبتينيش
wach makntich haz m3ak telephone,,واش ماكنتيش هاز معاك تلپهون
ye9der may3ajbakch hadchi li gtlek,,يقدر مايعاجباكش هادشي لي ڭتلك
walakin rah hadchi li kayn,,والاكين راه هادشي لي كاين
ghsalti douk lma3en wla mazal,,غسالتي دوك لماعن ولا مازال
matghditch bkri,,ماتغديتش بكري
ma9dertch nfi9 sbah,,ماقدرتش نفيق سباه
hresti lkorsi,,هرستي لكورسي
ach kayn ftangra,,أش كاين فتانڭرا
diro fo9 lforno,,ديرو فوق لفورنو
kifach tybti hadchi,,كيفاش تيبتي هادشي
safi tgehemt mafia li yakl,,سافي تڭهمت مافيا لي ياكل
mcha ysali lfjer,,مشا يسالي لفجر
malk katnhj?,,مالك كاتنهج?
3yet ala serbay,,عيت ألا سرباي
jib tbasel,,جيب تباسل
kan9ad cha3ri,,كانقاد شاعري
dahka dyalk zwina,,داهكا ديالك زوينا
chawat ras lkhrof,,شاوات راس لخروف
matb9ach tjbadli had lmawdo3,,ماتبقاش تجبادلي هاد لماودوع
akhir mra nchoufek hna,,أخير مرا نشوفك هنا
hadchi li darti ma3jabni,,هادشي لي دارتي ماعجابني
sndalti machtihach?,,سندالتي ماشتيهاش?
mab9itch 9adra n7el 3ini,,مابقيتش قادرا نحل عيني
wach darbek lberd?,,واش داربك لبرد?
ana hsen lia nkteb haka,,أنا هسن ليا نكتب هاكا
seddi dak lbab kayn lbrd,,سدّي داك لباب كاين لبرد
lyouma t9leb ljew,,ليوما تقلب لجو
safi ghir njebdou hwayj lberd,,سافي غير نجبدو حوايج لبرد
khlastih men andek,,خلاستيه من أندك
walakin ba9i khassak hadchi,,والاكين باقي خاسّاك هادشي
wach ba9yin 3endek lwra9,,واش باقيين عندك لوراق
blaty nchouf wach kayen,,بلاتي نشوف واش كاين
ma3lich ba9i lwa9t,,ماعليش باقي لواقت
m3ach kaydkhel lcar,,معاش كايدخل لكار
wach n9der ngles hdak,,واش نقدر نڭلس هداك
7elli dak cherjem chwia,,حلّي داك شرجم شويا
hzzi m3aya had tabla,,هزّي معايا هاد تابلا
sora mabaynach mzyan,,سورا مابايناش مزيان
t9te3 dow lbareh,,تقتع دوو لباره
ghanmchi nsaya9 dar,,غانمشي نساياق دار
l3chia ma3rouda lwa7ed l3ers,,لعشيا ماعرودا لواحد لعرس
ghadi nmchi l7mam ghda,,غادي نمشي لحمام غدا
3mi bghit ndwi m3ak fwahed lmawdo3,,عمي بغيت ندوي معاك فواهد لماودوع
3lach drabtiha l3iniha,,علاش درابتيها لعينيها
lyouma jayin ykhtbouni,,ليوما جايين يختبوني
merhba dar darkoum,,مرهبا دار داركوم
saraha bghitak lzwaj,,ساراها بغيتاك لزواج
lyouma ghantkatbou,,ليوما غانتكاتبو
bghit n3awdlek chi haja,,بغيت نعاودلك شي حاجة
saraha jity zwina,,ساراها جيتي زوينا
m7taja 3otla bach nerta7,,محتاجا عوتلا باش نرتاح
khassek tmchi 3end tbib,,خاسّك تمشي عند تبيب
smhilia ma9setch ndarbek,,سمهيليا ماقستش نداربك
hchemt ngoulik hadchi,,هشمت نڭوليك هادشي
khdit chi haja,,خديت شي حاجة
fin serf li rja3ti,,فين سرف لي رجاعتي
achnou denbha meskina,,أشنو دنبها مسكينا
bredti lia 9albi,,بردتي ليا قالبي
khmsa wkhmis 3lik,,خمسا وخميس عليك
farfartini bhad lhedra,,فارفارتيني بهاد لهدرا
ghzity fih,,غزيتي فيه
simana bach 3raft hadchi,,سيمانا باش عرافت هادشي
maykhal3akch hadchi 3adi,,مايخالعاكش هادشي عادي
safi mab9ach bzaf wnwslou,,سافي مابقاش بزاف ونوسلو
kifash dayr logo dyalou,,كيفاسه داير لوڭو ديالو
jawbni 3la 9ed soual,,جاوبني علا قد سوال
fin l9ity hadchi,,فين لقيتي هادشي
wach n3esty mzyan,,واش نعستي مزيان
matsada3ch rasek bih,,ماتساداعش راسك بيه
mcha ferhan ldar,,مشا فرهان لدار
nodi 3awnini bach nkherjou,,نودي عاونيني باش نخرجو
lyouma jayin dyaf,,ليوما جايين دياف
ghad ynedmek 3la hadchi,,غاد يندمك علا هادشي
had lhadra tb9a bini wbinek,,هاد لهادرا تبقا بيني وبينك
bla matwassini,,بلا ماتواسّيني
yalah ndirouha fid lah,,يالاه نديروها فيد الله
3awdouli 3liha wa3ra,,عاودولي عليها واعرا
lah ykamal blkheir,,الله يكامال بلخير
mli tsali soni 3lia,,ملي تسالي سوني عليا
mab9itch ghanerje3,,مابقيتش غانرجع
kmlaat lbahia,,كملات لباهيا
magdou fil zadouh fila,,ماڭدو فيل زادوه فيلا
ghathbli 3liha,,غاتهبلي عليها
men dak syd nkhla9,,من داك سيد نخلاق
ghankhli li wa9t fkri,,غانخلي لي واقت فكري
manl9ach ma7sen mnek,,مانلقاش ماحسن منك
wa9ila rak ghalt f nmra,,واقيلا راك غالت ف نمرا
la macheftch,,لا ماشفتش
ngalsou hna?,,نڭالسو هنا?
aji ntfarjou f film,,أجي نتفارجو ف فيلم
had lmakla basla,,هاد لماكلا باسلا
lach katchoufi fia,,لاش كاتشوفي فيا
skhoun l7al,,سخون لحال
ma3endouch m3a ta3bir,,ماعندوش معا تاعبير
