darija,eng,darija_ar
bghit nchouf wldi mra w7da,,بغيت نشوف ولدي مرا وحدا
hadchi makaykhasakch nti,,هادشي ماكايخاساكش نتي
khoudi dwa dyalk,,خودي دوا ديالك
rtahi lia m3a rasak,,رتاهي ليا معا راساك
nti raki ba9a sghira,,نتي راكي باقا سغيرا
ba9a l7ayat kamla 9damen,,باقا لحايات كاملا قدامن
3endek chi w9ita?,,عندك شي وقيتا?
lwa9t koulou dyalk,,لواقت كولو ديالك
khaski tfer7i brasek,,خاسكي تفرحي براسك
khasek twa9fi 3la rejlik,,خاسك تواقفي علا رجليك
ghadi tensayk dakchi li daz 3lik,,غادي تنسايك داكشي لي داز عليك
fkri bhad tari9a,,فكري بهاد تاريقا
wach bent wla weld?,,واش بنت ولا ولد?
jebdi dakchi li 3endek,,جبدي داكشي لي عندك
matkhabi ta7aja,,ماتخابي تاحاجا
matkhafi men walou,,ماتخافي من والو
safi rah tkhalas,,سافي راه تخالاس
nti li bagha tkherji,,نتي لي باغا تخرجي
bghit nehder m3ak,,بغيت نهدر معاك
kan7es biha ghadi te9leb 3lina,,كانحس بيها غادي تقلب علينا
khwi rasek men hadchi,,خوي راسك من هادشي
ghadi ngouliha tkhrej chwia,,غادي نڭوليها تخرج شويا
siri bedli ljew chwia,,سيري بدلي لجو شويا
ana 3ajbani benti,,أنا عاجباني بنتي
kayn chi 7ed kayferet f kbedtou,,كاين شي حد كايفرت ف كبدتو
ana dima farhana bik,,أنا ديما فارهانا بيك
sifti lih chi haja,,سيفتي ليه شي حاجة
ya3ni mamsalich,,ياعني مامساليش
wach makaynch?,,واش ماكاينش?
ban li lma7al dyalk mesdoud,,بان لي لماحال ديالك مسدود
wach kenti msafer,,واش كنتي مسافر
mageltili walou,,ماڭلتيلي والو
3lach makat3lamnich?,,علاش ماكاتعلامنيش?
wa9ila khraj,,واقيلا خراج
rah yalah dkhel,,راه يالاه دخل
kan kaysayb chi haja,,كان كايسايب شي حاجة
ghir nta li 3ay9,,غير نتا لي عايق
na3s kan7lem,,ناعس كانحلم
sona telephone,,سونا تلپهون
sma3t wahed lmra,,سماعت واهد لمرا
khalik m3ana,,خاليك معانا
katrigl 3lina,,كاتريڭل علينا
wlity katseb fina,,وليتي كاتسب فينا
ghan3algouk men chfar 3inik,,غانعالڭوك من شفار عينيك
la7ouh f zebbala,,لاحوه ف زبّالا
imta yesbe7 sbah,,إمتا يسبح سباه
kanou kaychoufou fia nas,,كانو كايشوفو فيا ناس
7siit b7ala chi 7ed tabe3ni,,حسيّت بحالا شي حد تابعني
mab9itch kanti9,,مابقيتش كانتيق
hadchi rbba fia lkhouf,,هادشي ربّا فيا لخوف
nhar khayb 3mrni nsah,,نهار خايب عمرني نساه
kan lberd,,كان لبرد
ghemet 3ini,,غمت عيني
kayn gdam baba darna,,كاين ڭدام بابا دارنا
kent sakena fwahed dar,,كنت ساكنا فواهد دار
rejli khwaw 3lia,,رجلي خواو عليا
femmi nchef,,فمّي نشف
hzit lpinoir dyali lbastou,,هزيت لپينور ديالي لباستو
tmmit ghadi kantmcha,,تمّيت غادي كانتمشا
tllit mal9it tahed,,تلّيت مالقيت تاهد
banlia wahed lblan,,بانليا واهد لبلان
ghadi nseddou,,غادي نسدّو
kheni nhadrou m3a nas,,خني نهادرو معا ناس
achnou kandir ana hna?,,أشنو كاندير أنا هنا?
rani tfahemt m3ah,,راني تفاهمت معاه
b9alia ghir lbureau dyalk,,بقاليا غير لبورو ديالك
aji lhna,,أجي لهنا
hada bkhour jabtou lia syda men l7ej,,هادا بخور جابتو ليا سيدا من لحج
ana bghit ghir nefhem wahed l9adia,,أنا بغيت غير نفهم واهد لقاديا
wach nti wlity chwafa,,واش نتي وليتي شوافا
diri 3a9lek lah yahdik,,ديري عاقلك الله ياهديك
bghaw lik lghara9,,بغاو ليك لغاراق
wach 3rafty 3lach?,,واش عرافتي علاش?
nta wa3er,,نتا واعر
3endek madgoul,,عندك مادڭول
ster rasek,,ستر راسك
imta galik ghayjiw?,,إمتا ڭاليك غايجيو?
ymken ghda,,يمكن غدا
yemken daba ga3,,يمكن دابا ڭاع
ghanwliw ana wyak fchi moseba ke7la,,غانوليو أنا وياك فشي موسبا كحلا
sekti chwia,,سكتي شويا
safi ghada nesket,,سافي غادا نسكت
nsinahoum,,نسيناهوم
makhasrin walou ila jerebna,,ماخاسرين والو إلا جربنا
siri dori chi dora,,سيري دوري شي دورا
siri l7emmam,,سيري لحمّام
ana bghit ntnefes tekhne9t,,أنا بغيت نتنفس تخنقت
bghit nemchi nekteb,,بغيت نمشي نكتب
ghda bla madji,,غدا بلا مادجي
daba mab9atch,,دابا مابقاتش
ma3reftch wach 3edna l7e9 wla la?,,ماعرفتش واش عدنا لحق ولا لا?
wach tsatiti asahbty,,واش تساتيتي أساهبتي
tfrouh ba3da lwlin b9aghir 7na,,تفروه باعدا لولين بقاغير حنا
maghadich twa7chou had lblasa?,,ماغاديش تواحشو هاد لبلاسا?
lcar ba9i lih ghir nes sa3a,,لكار باقي ليه غير نس ساعا
finma sekhratek tgelsi nes nhar,,فينما سخراتك تڭلسي نس نهار
mab9it kane3ref 7ta haja,,مابقيت كانعرف حتا حاجة
rah ghselt lma3en,,راه غسلت لماعن
khmelt salon,,خملت سالون
kharja 3awtani?,,خارجا عاوتاني?
raki swaltini gbila wjawbtak,,راكي سوالتيني ڭبيلا وجاوبتاك
ghir gouli dakchi li 3endek,,غير ڭولي داكشي لي عندك
mab9a 3endi maydgal,,مابقا عندي مايدڭال
dakchi li 3endi rah geltou lik,,داكشي لي عندي راه ڭلتو ليك
9rabti tsali?,,قرابتي تسالي?
syd ba9i majach,,سيد باقي ماجاش
wla dima kayji m3atal,,ولا ديما كايجي معاتال
9herni had khona,,قهرني هاد خونا
dossi dyalk wjedtih,,دوسّي ديالك وجدتيه
yak gelti ghatemchi m3aya,,ياك ڭلتي غاتمشي معايا
hanty katchoufi,,هانتي كاتشوفي
chkoun bgha ye7dili lma7al?,,شكون بغا يحديلي لماحال?
ila kant chi haja madmoun anemchi m3ak,,إلا كانت شي حاجة مادمون أنمشي معاك
goul wlafty hnaya wsafi,,ڭول ولافتي هنايا وسافي
wach kayn chi hed ykreh lkhedma,,واش كاين شي هد يكره لخدما
rana gelt za3ma nfakar 3la khatri,,رانا ڭلت زاعما نفاكار علا خاتري
3lah nta yalah ghadi tfakar,,علاه نتا يالاه غادي تفاكار
3awtani ghadjebdi lia nefs lmawdo3,,عاوتاني غادجبدي ليا نفس لماودوع
wach makati9ich fia?,,واش ماكاتيقيش فيا?
malk mghoubcha,,مالك مغوبشا
ha7na ghanchoufou,,هاحنا غانشوفو
fin ghatkharajni lyouma,,فين غاتخاراجني ليوما
baraka men lbsala,,باراكا من لبسالا
rana ghir kandhek m3ak,,رانا غير كاندهك معاك
wlity ze9ram bzaf,,وليتي زقرام بزاف
sbat hlakni,,سبات هلاكني
kadji 3la rejlik,,كادجي علا رجليك
chekoun chafou,,شكون شافو
bghity ljadid?,,بغيتي لجاديد?
lma3mel ghadi ysed,,لماعمل غادي يسد
ma3endek zher,,ماعندك زهر
rbi makaysed bab takay7el biban,,ربي ماكايسد باب تاكايحل بيبان
baraka 3liha,,باراكا عليها
sakhaftiha meskina,,ساخافتيها مسكينا
ana 3yana ghandkhel nerta7,,أنا عيانا غاندخل نرتاح
hana asidi,,هانا أسيدي
ana matan3yach,,أنا ماتانعياش
men 79ek tekhtari,,من حقك تختاري
kaybanlia nti bghity ghir lkhema,,كايبانليا نتي بغيتي غير لخما
imta tkouni msalya?,,إمتا تكوني مساليا?
hana ghadi nhennik mennou,,هانا غادي نهنّيك منّو
bslama 3lik had sa3a,,بسلاما عليك هاد ساعا
daba achnou ghadi diri,,دابا أشنو غادي ديري
mansab9ouch l2a7dat,,مانسابقوش لأحدات
ghir nas li kaygoulou hadchi,,غير ناس لي كايڭولو هادشي
makaynch dkhan bla 3afya,,ماكاينش دخان بلا عافيا
wa9ila ghadi nsafer,,واقيلا غادي نسافر
achnou baghi ngoul,,أشنو باغي نڭول
makaynch sahd dyal lbare7,,ماكاينش ساهد ديال لبارح
malk 3yana?,,مالك عيانا?
ach derti fdik l9adiya,,أش درتي فديك لقادييا
maderti walou,,مادرتي والو
madbert 3la lfllous,,مادبرت علا لفلّوس
yakma t3atalt 3lik?,,ياكما تعاتالت عليك?
zidi malk 7echmana,,زيدي مالك حشمانا
nti raki 7aya7ti,,نتي راكي حاياحتي
tsnayni hani jay,,تسنايني هاني جاي
stara7ti chwia,,ستاراحتي شويا
achnou ghandirou daba,,أشنو غانديرو دابا
ana rah mwafe9 3la hadchi,,أنا راه موافق علا هادشي
darkoun ach ghangoulihoum,,داركون أش غانڭوليهوم
men l2a7sen nsabrou chwia,,من لأحسن نسابرو شويا
ghansabrou talin?,,غانسابرو تالين?
bntilia machi hya hadik,,بنتيليا ماشي هيا هاديك
chkoun li mka3ik,,شكون لي مكاعيك
yakma malin dar?,,ياكما مالين دار?
ti9i bia,,تيقي بيا
maykoun ghir khatrek,,مايكون غير خاترك
makhsekch takhed 9arar bzerba,,ماخسكش تاخد قارار بزربا
3lach mantsenawch wahed chwia,,علاش مانتسناوش واهد شويا
chkoun gal ghda ykoun hsen men lyoum,,شكون ڭال غدا يكون هسن من ليوم
kijak zwin yak?,,كيجاك زوين ياك?
ja m3aya,,جا معايا
bghit nhez siniya,,بغيت نهز سينييا
mli ghansali menha ghanhezha bouhdi,,ملي غانسالي منها غانهزها بوهدي
mamalha walou,,مامالها والو
msakhar,,مساخار
khdemty lyouma?,,خدمتي ليوما?
malk ma3ytich lbareh,,مالك ماعيتيش لباره
mab9itch khrajt men dar,,مابقيتش خراجت من دار
3lach mab9itich katkhrej?,,علاش مابقيتيش كاتخرج?
achnou glti?,,أشنو ڭلتي?
bna9es,,بناقس
makaynch li ghay3tik had taman,,ماكاينش لي غايعتيك هاد تامان
mab9a 3endi walou,,مابقا عندي والو
che7al hada machtit chi haja jdida,,شحال هادا ماشتيت شي حاجة جديدا
mab7elk 7ed,,مابحلك حد
achnou kan3awed lik men gbila,,أشنو كانعاود ليك من ڭبيلا
achnou darou m3akoum,,أشنو دارو معاكوم
7ram 3lihoum 9ahrouna,,حرام عليهوم قاهرونا
makanbghich nfakar fhadchi,,ماكانبغيش نفاكار فهادشي
kan3erfek mli katfakri bhal haka,,كانعرفك ملي كاتفاكري بهال هاكا
daba tl9ay ma7sen,,دابا تلقاي ماحسن
malk chtek w9afty,,مالك شتك وقافتي
wach kadhek 3lia,,واش كادهك عليا
hadi gha hedrra kaygoulouha,,هادي غا هدرّا كايڭولوها
koun kent 3arfhoum koun derthoum,,كون كنت عارفهوم كون درتهوم
9lbi 3la chi blad khra,,قلبي علا شي بلاد خرا
ntla9aw la3chia,,نتلاقاو لاعشيا
kmli choughlek,,كملي شوغلك
wach ana khedama 3endek,,واش أنا خداما عندك
dnya khlitha lik,,دنيا خليتها ليك
mawleftch nkhdem,,ماولفتش نخدم
hadchi li bghity?,,هادشي لي بغيتي?
dima 3ziz 3lik sda3 wlmachakil,,ديما عزيز عليك سداع ولماشاكيل
douzi 3mri chi kas dyal atay,,دوزي عمري شي كاس ديال أتاي
ewa choufi achnou jbtlik,,إوا شوفي أشنو جبتليك
ghzal tbarkllah,,غزال تباركلّاه
mazal khdama fdak ma7al?,,مازال خداما فداك ماحال?
ghatemchi fhad lwa9t?,,غاتمشي فهاد لواقت?
kidayra abenti,,كيدايرا أبنتي
la rah ghadi nemchi,,لا راه غادي نمشي
khlitek 3la khir,,خليتك علا خير
ghir khlih t9il 3lik,,غير خليه تقيل عليك
drari finahouma,,دراري فيناهوما
raha m3a rajelha,,راها معا راجلها
ma7na 3la falek,,ماحنا علا فالك
rah saybthoum bidi,,راه سايبتهوم بيدي
ah khyar,,أه خيار
wlity katensay,,وليتي كاتنساي
kay3awdou 3liha zwina,,كايعاودو عليها زوينا
ila bghity tmchi ndik,,إلا بغيتي تمشي نديك
wldek mazwajtihch,,ولدك مازواجتيهش
khedma mamdmounach,,خدما مامدموناش
d3i m3ah,,دعي معاه
wa9ila bentek ne3sat,,واقيلا بنتك نعسات
wli ma3endouch meskin?,,ولي ماعندوش مسكين?
mab9itch 7amla nemchi,,مابقيتش حاملا نمشي
makentich kat3arfih men 9bel,,ماكنتيش كاتعارفيه من قبل
ana li mkalfa bdakchi,,أنا لي مكالفا بداكشي
khasek chi hed yserbi lik dakchi,,خاسك شي هد يسربي ليك داكشي
ma3marni ma3raftou,,ماعمارني ماعرافتو
mabanchlik tbedel,,مابانشليك تبدل
ghir jabllik lah,,غير جابلّيك الله
chftek sahya,,شفتك ساهيا
kayji m3ak haka,,كايجي معاك هاكا
khski thadri m3a rajlek,,خسكي تهادري معا راجلك
tal ghda wn3ayat lih,,تال غدا ونعايات ليه
3lem la hach ghadi ygoul,,علم لا هاش غادي يڭول
ach 3endou maygoul,,أش عندو مايڭول
maghatel9ach ma7sen menha,,ماغاتلقاش ماحسن منها
