darija,eng,darija_ar
rani knt nawi nji,I was intending to come,راني كنت ناوي نجي
rani knt tbere3t,,راني كنت تبرعت
rani knt dafe3 lberra,,راني كنت دافع لبرّا
z3em takoul l7em,,زعم تاكول لحم
rani knt mchit nrta7,I went to rest,راني كنت مشيت نرتاح
rani knt 7akem 3lik ghalat,,راني كنت حاكم عليك غالات
rani knt chrikou flkhdma,,راني كنت شريكو فلخدما
rani knt ghsselt idi,I washed my hand,راني كنت غسّلت إدي
rani knt la7edet had difo,,راني كنت لاحدت هاد ديفو
rani knt 5demet f seyf,I worked during the summer,راني كنت خدمت ف سيف
rani knt jme3t rwina,,راني كنت جمعت روينا
rani knt le7t douk t9acher,I threw those socks,راني كنت لحت دوك تقاشر
rani knt tla7it flb7r,,راني كنت تلاحيت فلبحر
rani knt tyebet l3cha,,راني كنت تيبت لعشا
rani knt kanbki,I was crying,راني كنت كانبكي
rani knt na3ss,I was sleeping,راني كنت ناعسّ
rani knt fay9,I was awake,راني كنت فايق
rani knt 7assb ghalat,,راني كنت حاسّب غالات
rani knt 7al fomi,,راني كنت حال فومي
rani knt f west z7am,I was in the middle of a throng,راني كنت ف وست زحام
rani knt msteslem,I gave up,راني كنت مستسلم
rani knt mself mn 3ndk,,راني كنت مسلف من عندك
rani knt swlt 3la had lblassa,I asked about this place,راني كنت سولت علا هاد لبلاسّا
rani knt khater f hadche,,راني كنت خاتر ف هادش
rani knt sme7t lik,I forgived you,راني كنت سمحت ليك
rani knt sabe7 bkri,I woke up early,راني كنت سابح بكري
rani knt 9tare7t had lkhrja,,راني كنت قتارحت هاد لخرجا
rani knt 7taflet b naja7 diali,I celebrated my success,راني كنت حتافلت ب ناجاح ديالي
rani knt dye3er forssa mat3wedch,,راني كنت ديعر فورسّا ماتعودش
rani knt 5beret 3likoum,,راني كنت خبرت عليكوم
rani knt tw9e3et menek bezzaf,,راني كنت توقعت منك بزّاف
rak katchekka bezzaf,,راك كاتشكّا بزّاف
rani knt jbedt lmateriel,,راني كنت جبدت لماتريل
rani knt ghsselt l7wayj,,راني كنت غسّلت لحوايج
rani knt nayd nl3b,I was going to play,راني كنت نايد نلعب
rani knt dazt 3la dik tri9,,راني كنت دازت علا ديك تريق
rani knt wa9f kantsna,I stood waiting,راني كنت واقف كانتسنا
rani knt 9yyedet smyat,,راني كنت قيّدت سميات
rani knt wllefet 3la had lblassa,,راني كنت ولّفت علا هاد لبلاسّا
rani knt 5llet f tri9,,راني كنت خلّت ف تريق
rani knt t9yit f sba7,,راني كنت تقييت ف سباح
rani knt 7regt chi wra9,,راني كنت حرڭت شي وراق
rani knt sta5elit lforssa,,راني كنت ستاخليت لفورسّا
rani knt labss 7wayji,I was wearing my clothes,راني كنت لابسّ حوايجي
rani knt 7dert f dik lmounassaba,I came to that ceremony,راني كنت حدرت ف ديك لموناسّابا
rani knt mchit f7ali dik sa3a,In that hour I went,راني كنت مشيت فحالي ديك ساعا
rani knt an3len 3la had lkhabar,,راني كنت أنعلن علا هاد لخابار
rani knt 5tabertek,,راني كنت ختابرتك
yallah tnefesst,I just breathed,يالّاه تنفسّت
rani knt saade9t,,راني كنت سادقت
rani knt 7tetitou fo9 tabl,I putted it in the table,راني كنت حتتيتو فوق تابل
rani knt 7arrekt tenjra,,راني كنت حارّكت تنجرا
rani knt btasemt lik,I smiled for you,راني كنت بتاسمت ليك
rani knt 7fert 7efra,I have dug a hole,راني كنت حفرت حفرا
rani kan7tarmek,I respect you,راني كانحتارمك
