darija,eng,darija_ar
had dnya mtswa mtslah,,هاد دنيا متسوا متسلاه
3tina lbnasm ktar mn 9imto,,عتينا لبناسم كتار من قيمتو
lmohim bdl lmawdo3,,لموهيم بدل لماودوع
bdlo nta nit,,بدلو نتا نيت
hya makayn maytgal osafi,,هيا ماكاين مايتڭال أُسافي
kayn ghir okan khas m3a mn,,كاين غير أُكان خاس معا من
ana ma3jbtk,,أنا ماعجبتك
machi hakka nta makatfhmni,,ماشي هاكّا نتا ماكاتفهمني
olla makatbghich tfhmni,,أُلّا ماكاتبغيش تفهمني
khrb9tini fdmaghi,,خربقتيني فدماغي
fo9ach ghatrja3 lblad,,فوقاش غاترجاع لبلاد
o9tma ktbha lah,,أُقتما كتبها الله
mzyan ghir thla frask,,مزيان غير تهلا فراسك
ohta nta thla,,أُهتا نتا تهلا
3la mn tani,,علا من تاني
chkon had nas asahbi,,شكون هاد ناس أساهبي
awdi ghir khli dakchi,,أودي غير خلي داكشي
wa ghir hdar malk khayf,,وا غير هدار مالك خايف
mnach ghadi nkhaf,,مناش غادي نخاف
ghir bghit nsa dakchi,,غير بغيت نسا داكشي
mrradni fhyati,,مرّادني فهياتي
kayn chi match lyom,,كاين شي ماتش ليوم
fin ghanjiblk lkhbar,,فين غانجيبلك لخبار
swal nas li hdak,,سوال ناس لي هداك
ana mkhasm m3ahom,,أنا مخاسم معاهوم
chriri dakchi ola la,,شريري داكشي أُلا لا
la mazal 3la lah,,لا مازال علا الله
tbarkllah 3lik khoya,,تباركلّاه عليك خويا
lah ibark fik sadiki,,الله إبارك فيك ساديكي
safi ana salaw lya,,سافي أنا سالاو ليا
taslti bmratk,,تاسلتي بمراتك
tasl biha nta nit,,تاسل بيها نتا نيت
ana ghadi nkhraj thla,,أنا غادي نخراج تهلا
hya chi maw3id,,هيا شي ماوعيد
ah maw3id mohim,,أه ماوعيد موهيم
m3awni lah i3tik lkhire,,معاوني الله إعتيك لخير
page dyali fiha bzaf lmotab3in,,پاڭ ديالي فيها بزاف لموتابعين
m3mrni ktabt shi comment,,معمرني كتابت سهي كومّنت
lmo7tawa ta3ha zawin,,لموحتاوا تاعها زاوين
wla dakshi chakhsi,,ولا داكسهي شاخسي
ah ila kan lmouhtawa zwin,,أه إلا كان لموهتاوا زوين
ghadi ikouno mouchahidin bzaf,,غادي إكونو موشاهيدين بزاف
lmouhtawa khasou ikon 9l mn 5min,,لموهتاوا خاسو إكون قل من خمين
3lach darouri 5min,,علاش داروري خمين
hit nas katmal,,هيت ناس كاتمال
ila kan twil bzaf,,إلا كان تويل بزاف
ou ila mlat rah maghatfrej,,و إلا ملات راه ماغاتفرج
oudarouri tb9a theh m3a 19h,,وداروري تبقا تهه معا 1قه
3lach 19h bdabt,,علاش 1قه بدابت
dik lw9ita katsma dirwa,,ديك لوقيتا كاتسما ديروا
hit kolchi kaykoun mconikti,,هيت كولشي كايكون مكونيكتي
