darija,eng,darija_ar
imta mwalfin kaysiftouha lik?,,إمتا موالفين كايسيفتوها ليك?
ma3raftch imta isiftoha,,ماعرافتش إمتا إسيفتوها
ana ghangoulha lik w9tma siftouha,,أنا غانڭولها ليك وقتما سيفتوها
ahsan khdmaa knt tandirha,,أهسان خدما كنت تانديرها
had lmadina ghzala,,هاد لمادينا غزالا
lbnat odrari kif kif,,لبنات أُدراري كيف كيف
lfanid khayb lsaha,,لفانيد خايب لساها
mlli kent sghir knt ghlid,,ملّي كنت سغير كنت غليد
hada kaykon hda lmdrasa,,هادا كايكون هدا لمدراسا
saraha 3ando sl3a n9ya,,ساراها عاندو سلعا نقيا
l7alwa zwina obnina,,لحالوا زوينا أُبنينا
howa ra9m wahd flhoma,,هووا راقم واهد فلهوما
ba9i lkhir fnnas,,باقي لخير فنّاس
lbanna fnadafa otyab,,لبانّا فنادافا أُتياب
had sayad lah y3mrha dar,,هاد ساياد الله يعمرها دار
rajal taykhdm bdra3o,,راجال تايخدم بدراعو
3andna 3id milad,,عاندنا عيد ميلاد
chkon li3andou 3id milad,,شكون ليعاندو عيد ميلاد
ga3 makan fkhbari,,ڭاع ماكان فخباري
ga3 mawjdna lih chi hadiya,,ڭاع ماوجدنا ليه شي هادييا
kan 3likom t3almona bekri,,كان عليكوم تعالمونا بكري
slam liya 3la ostadi,,سلام لييا علا أُستادي
ila makhlast 3ndi mokhalafa,,إلا ماخلاست عندي موخالافا
rah khasak tb9a trd lbal,,راه خاساك تبقا ترد لبال
rah tri9 khatar,,راه تريق خاتار
chhal mn wahd mat,,شهال من واهد مات
nas bzaf matou,,ناس بزاف ماتو
khlshom nta blasti,,خلسهوم نتا بلاستي
3lach mat9darch dirha ?,,علاش ماتقدارش ديرها ?
rah ghatakhd l ajr,,راه غاتاخد ل أجر
katkhyto blmakina ola blid,,كاتخيتو بلماكينا أُلا بليد
kankhaytou bl yad,,كانخايتو بل ياد
hna ma3andnach makina,,هنا ماعاندناش ماكينا
ana knt ghandir lkhiyata,,أنا كنت غاندير لخيياتا
makanch 3andi lwa9t bach n9raha,,ماكانش عاندي لواقت باش نقراها
dwaw cha3lin kamlin,,دواو شاعلين كاملين
wach ghir n3tihom lik,,واش غير نعتيهوم ليك
dak nhar khrajt bzrba,,داك نهار خراجت بزربا
3lach khrajti bzarba?,,علاش خراجتي بزاربا?
wach kan kaytsnak chi hed?,,واش كان كايتسناك شي هد?
wach kan 3andek chi maw3id,,واش كان عاندك شي ماوعيد
hadik lmanda kafya,,هاديك لماندا كافيا
wach mtaakad bli kafiya?,,واش متاكاد بلي كافييا?
makandanch bli kafiya,,ماكاندانش بلي كافييا
hdar m3aya darori,,هدار معايا داروري
ana mhtaj nhdar m3ak,,أنا مهتاج نهدار معاك
3layach ghanhdrou?,,علاياش غانهدرو?
wach gad lhdra makatsnach ?,,واش ڭاد لهدرا ماكاتسناش ?
ila magdok nzidk,,إلا ماڭدوك نزيدك
darouri khask tzidni,,داروري خاسك تزيدني
golih min taraf chaf dyalk,,ڭوليه مين تاراف شاف ديالك
lbit sghira omsbogha,,لبيت سغيرا أُمسبوغا
chkoun lisbagh had lbit,,شكون ليسباغ هاد لبيت
hiya maghatji hta tl9ana salina,,هييا ماغاتجي هتا تلقانا سالينا
3lach t3tlat had lbnt?,,علاش تعتلات هاد لبنت?
lbnt 3andha maydar,,لبنت عاندها مايدار
chkoun ligalha liha ?,,شكون ليڭالها ليها ?
nhar ltnin nbda fiha,,نهار لتنين نبدا فيها
