darija,eng,darija_ar
n3omo f lwad,,نعومو ف لواد
n3omo f la piscine,,نعومو ف لا پيسسين
n3omo f labher,,نعومو ف لابهر
n3omo f sad,,نعومو ف ساد
n9asiw wnthrko,,نقاسيو ونتهركو
xof dik blasa tmk,,شوف ديك بلاسا تمك
khasni xarj,,خاسني شارج
khasni liziyat,,خاسني ليزييات
khasni batri,,خاسني باتري
khasni pile,,خاسني پيل
khasni nmxi db,,خاسني نمشي دب
khasni baztaam,,خاسني بازتام
khasni nrj3 lmadrasa,,خاسني نرجع لمادراسا
khasna ndiro programme,,خاسنا نديرو پروڭرامّ
khasha tjm3 rasha,,خاسها تجمع راسها
khasni njm3 lflous,,خاسني نجمع لفلوس
khaso ydir l3rs,,خاسو يدير لعرس
khashom ymxi ykhrjo lblad,,خاسهوم يمشي يخرجو لبلاد
khasni bzaf dyl lwra9,,خاسني بزاف ديل لوراق
khasni nkhdo l9arar,,خاسني نخدو لقارار
khask tsa3adni,,خاسك تساعادني
khasni nwsal lhadaf dyali,,خاسني نوسال لهاداف ديالي
ana tamoh,,أنا تاموه
ana farhan,,أنا فارهان
ana m9ala9,,أنا مقالاق
ana bghit ntjwj,,أنا بغيت نتجوج
ana mghobax,,أنا مغوباش
ana mokta2ib,,أنا موكتاإب
ana mrid xwiya,,أنا مريد شوييا
ana khsni nbdl ljaw,,أنا خسني نبدل لجاو
ana khsni ndefola,,أنا خسني ندفولا
ana 3ayan,,أنا عايان
ana ghadban,,أنا غادبان
khasni lmosi9a,,خاسني لموسيقا
khasna nskto xwiya,,خاسنا نسكتو شوييا
khasak nti diri lina xi gammila,,خاساك نتي ديري لينا شي ڭامّيلا
finma nhdar m3ak,,فينما نهدار معاك
tb9a tjawb bna9s,,تبقا تجاوب بناقس
oflkhr katgol 3lach makandwi,,أُفلخر كاتڭول علاش ماكاندوي
iwa xta o lbard,,إوا شتا أُ لبارد
wlkin amin dyl ax,,ولكين أمين ديل أش
iwa mzyan ta3rftiha,,إوا مزيان تاعرفتيها
imta aykon,,إمتا أيكون
onta omn atmchi,,أُنتا أُمن أتمشي
achmn bohdk hh,,أشمن بوهدك هه
nta dima ghadi m3a shabk,,نتا ديما غادي معا سهابك
wach makat3rf chihad khdam fiha,,واش ماكاتعرف شيهاد خدام فيها
nmchi liha ila sad9at,,نمشي ليها إلا سادقات
wach 3rf chi ostad tm,,واش عرف شي أُستاد تم
wx kt3rf xi ostada tm,,وش كتعرف شي أُستادا تم
wachof dik lmizharya,,واشوف ديك لميزهاريا
rah ta7tli tharsat,,راه تاحتلي تهارسات
rah ghir wa9fta hkak,,راه غير واقفتا هكاك
tanjib lkolla,,تانجيب لكولّا
iwa safi ksrtiha,,إوا سافي كسرتيها
drbtha taht tchatat,,دربتها تاهت تشاتات
tanjib chi kola,,تانجيب شي كولا
mamsali tjawb,,مامسالي تجاوب
axno goli axno,,أشنو ڭولي أشنو
mzyan asidi chba3ti ra7a,,مزيان أسيدي شباعتي راحا
mb9ity ga3 sawlty,,مبقيتي ڭاع ساولتي
iwa fin mchat polnia dyalak.,,إوا فين مشات پولنيا ديالاك.
kidaz festival.,,كيداز فستيڤال.
hayhti nit nta wshabak.,,هايهتي نيت نتا وسهاباك.
iwa mzn bnadam inchat,,إوا مزن بنادام إنشات
.nchat omolaha rabi.,,.نشات أُمولاها رابي.
thla flwalid o lwalida.,,تهلا فلواليد أُ لواليدا.
wkhwtatak wrask,,وخوتاتاك وراسك
.lflosse madyma wsha madyma.,,.لفلوسّ ماديما وسها ماديما.
kaydom lmaakol wlaamal salih.,,كايدوم لماكول ولامال ساليه.
safi homa hadok,,سافي هوما هادوك
