darija,eng,darija_ar
fe9na bekri lyouma,,فقنا بكري ليوما
safi bla mateb9a tsawalni,,سافي بلا ماتبقا تساوالني
tle3ti rajel,,تلعتي راجل
mchina lso9 t9adina,,مشينا لسوق تقادينا
hahya kat3ayat 3lia,,هاهيا كاتعايات عليا
wach hada nta?,,واش هادا نتا?
jatni na9sa nred 3lik,,جاتني ناقسا نرد عليك
fink nta daba?,,فينك نتا دابا?
nta b3id wmamsalich lia,,نتا بعيد ومامساليش ليا
3tarf bli jiti tchoufni,,عتارف بلي جيتي تشوفني
ana ghada l7anout,,أنا غادا لحانوت
ah kane3taref,,أه كانعتارف
nti raki tbiba dyali,,نتي راكي تبيبا ديالي
ma3arefch 3lach dwitou,,ماعارفش علاش دويتو
momkin tsedou had lmawdou3,,مومكين تسدو هاد لماودوع
bghit na9ch m3ak chi haja,,بغيت ناقش معاك شي حاجة
ljelsa salat,,لجلسا سالات
aji3endi me7tajek darori,,أجيعندي محتاجك داروري
matlitch mchit,,ماتليتش مشيت
makmaltich lhadra li bdity,,ماكمالتيش لهادرا لي بديتي
makayb9ach fik l7al,,ماكايبقاش فيك لحال
b9a fia l7al hint mahdarnach,,بقا فيا لحال هينت ماهدارناش
jity lhna 3la 9ebli,,جيتي لهنا علا قبلي
nta kat39el 3la koulchi,,نتا كاتعقل علا كولشي
kheti jaha lberd,,ختي جاها لبرد
ana machi men dak nou3 li kaystaghel nas,,أنا ماشي من داك نوع لي كايستاغل ناس
bjouj biona kanfakrou haka,,بجوج بيونا كانفاكرو هاكا
wach katsam3ini wla la?,,واش كاتسامعيني ولا لا?
sou9 kan 3amer bzaf,,سوق كان عامر بزاف
3lach jma3ty l7watj bla khbari,,علاش جماعتي لحواتج بلا خباري
makayn ta sabab bach neb9aw hna,,ماكاين تا ساباب باش نبقاو هنا
dina ghir 3la hdartek,,دينا غير علا هدارتك
hadi machi f3ayl bnat nas,,هادي ماشي فعايل بنات ناس
3lach katsawli?,,علاش كاتساولي?
hdartek katkhalini nchek fik,,هدارتك كاتخاليني نشك فيك
3endak diri chi haja tnedmi 3liha,,عنداك ديري شي حاجة تندمي عليها
7na matam3inch fik,,حنا ماتامعينش فيك
kheli liha he9ha,,خلي ليها هقها
hya rah maklatch nhar kamlou,,هيا راه ماكلاتش نهار كاملو
3awedi lia 3la rasek chwia,,عاودي ليا علا راسك شويا
achnou smitha,,أشنو سميتها
wach t9der t3arafni 3liha,,واش تقدر تعارافني عليها
hia machi men lmoustawa dyalk,,هيا ماشي من لموستاوا ديالك
mab9ach lwa9t bezzaf,,مابقاش لواقت بزّاف
7ettou lnas yaklou,,حتّو لناس ياكلو
daba ytejme3 chmelkoum,,دابا يتجمع شملكوم
had choufat dyalk ma3ejbounich,,هاد شوفات ديالك ماعجبونيش
twahashtha bzaf,,تواهاسهتها بزاف
