darija,eng,darija_ar
bsbabk daba ghadin bdaw mn bda ou jdid,,بسبابك دابا غادين بداو من بدا و جديد
mathawal th9ed,,ماتهواش تهقد
kayban wa3r mn bra,,كايبان واعر من برا
ghir lyoma li ftah,,غير اليوم لي فتح
kn9lab 3la lmahta,,كنقلب على المهتة
mafrask walo?,,مافراسك والو؟
mzyan mli drti haka,,مزيان ملي درتي هكا
bla matsda3 rask,,بلا ماتسداع راسك
ma3ndich m3a siyasa,,ماعنديش مع السياسة
kidayer l9anon 3ndkom?,,كيداير القانون عندكم؟
smah liya bzzaf,,سماه ليا بزّاف
wach lahdti chi haja?,,واش لهدتي شي حاجة؟
mathbas,,مثباس
wsalna linisf,,وصلنا لينيسف
wsalna lniha2i,,وصلنا لنهائي
khask thdi rask,,خاصك تهدي راسك
rad lbla blil,,رد البلا بالبلا
3tini ray dyalk,,عطيني راي ديالك
bghit n9di wahd lgharad,,بغيت نقدي واحد الغرض
bghitk t9di liya wahd lgharad,,بغيتك تقدي ليا واحد الغرض
doubl mn lisr ,  ,دوبل من ليسر
tyara 3ndi ghda ,  ,طيارة عندي غدا
9t3t flcar lbarh ,  ,قطعت فلكار البارح
ghadi n9t3 ftran ghda ,  ,غادي نقطع فتران غدا
kayftah ghir bill ,  ,كايفتح غير بل
kifach nmsh hadchi? , ,كيفاش نمش هادشي؟
mazal mathrkat ,  ,مازال ماتهركت
