darija,eng,darija_ar
khaso i3awd l3amlya li kan dar,,خاسو إعاود لعامليا لي كان دار
hxoma 3lik,,هشوما عليك
kon kont kantwahm db,,كون كونت كانتواهم دب
ki4al3 liya 4albi tana,,كي4الع لييا 4البي تانا
ya5ti zhrak ax ndir lik bghit rsal li hdah rslto howa,,ياختي زهراك أش ندير ليك بغيت رسال لي هداه رسلتو هووا
ana 4adi nmasho,,أنا 4ادي نماسهو
ma3lix alala,,ماعليش ألالا
mab9inax bghina nktbo,,مابقيناش بغينا نكتبو
wlfna l3gaz,,ولفنا لعڭاز
mli nxofk f lmatar,,ملي نشوفك ف لماتار
bnt khalti f khnifra,,بنت خالتي ف خنيفرا
yakma lbnt li jbti m3ak dak nhar,,ياكما لبنت لي جبتي معاك داك نهار
wahda okhra,,واهدا أُخرا
wax ba9a sghira,,واش باقا سغيرا
3andha 30 3am,,عاندها 30 عام
ba9a sghira mskina,,باقا سغيرا مسكينا
yakma corona li 9atlatha,,ياكما كورونا لي قاتلاتها
mota dyalllah,,موتا ديالّلاه
sbabha tharsat mnrjalha,,سبابها تهارسات منرجالها
lah y3awd mhabtha bi sbar,,الله يعاود مهابتها بي سبار
4oli lmamak lah ysabrak,,4ولي لماماك الله يسابراك
lllah isahl 3lik ya rbi,,الللاه إساهل عليك يا ربي
wax dwzti lmtihana,,واش دوزتي لمتيهانا
3andi nhar tnin,,عاندي نهار تنين
llah iwaf9k yarbi,,اللاه إوافقك ياربي
xatabt tri9,,شاتابت تريق
dawzt joj lbarah,,داوزت جوج لباراه
dazo ki zit bi lfronsi,,دازو كي زيت بي لفرونسي
daro likom joj f nhar,,دارو ليكوم جوج ف نهار
hya tahna bhalkom,,هيا تاهنا بهالكوم
idir lik llah khir,,إدير ليك اللاه خير
wayh dawzt joj nhar wahd,,وايه داوزت جوج نهار واهد
lah isahl 3lik o itsahlo m3akom,,الله إساهل عليك أُ إتساهلو معاكوم
lyoum madwztix???,,ليوم مادوزتيش???
hta ljma3a 3ad 3andi wahd,,هتا لجماعا عاد عاندي واهد
mzn mli ba3doh likom,,مزن ملي باعدوه ليكوم
lah iyasr lik mas3ab,,الله إياسر ليك ماسعاب
kif b9iti shiha xwia,,كيف بقيتي سهيها شويا
mazala katxorbi dwa,,مازالا كاتشوربي دوا
ba9a 3ayana a5ti,,باقا عايانا أختي
maxkit 3lik,,ماشكيت عليك
xadni ras b4a y9yolni,,شادني راس ب4ا يقيولني
mohamad rasol lah,,موهاماد راسول الله
4a3ma tswli 3la hali,,4اعما تسولي علا هالي
men marda lmarda,,من ماردا لماردا
xad fiya rwah,,شاد فييا رواه
