darija,eng,darija_ar
wa5a 7awelt walakin ma9dertch n9ad lkas mora ma theress,,واخا حاولت والاكين ماقدرتش نقاد لكاس مورا ما تهرسّ
wa5a 7awelt walakin ma9dertch n3awed lbit.,,واخا حاولت والاكين ماقدرتش نعاود لبيت.
wa5a 7awelt walakin ma9dertch nmchi medrassa.,,واخا حاولت والاكين ماقدرتش نمشي مدراسّا.
wa5a 7awelt walakin ma9dertch nseweb tomobil.,,واخا حاولت والاكين ماقدرتش نسوب توموبيل.
wa5a 7awelt walakin ma9dertch nseweb motor.,,واخا حاولت والاكين ماقدرتش نسوب موتور.
wa5a 7awelt walakin ma9dertch nmchi n3awed lpartma.,,واخا حاولت والاكين ماقدرتش نمشي نعاود لپارتما.
wa5a 7awelt walakin ma9dertch nmchi n9ad had jerda.,,واخا حاولت والاكين ماقدرتش نمشي نقاد هاد جردا.
wa5a 7awelt walakin ma9dertch nmchi n5ress had ne5la.,,واخا حاولت والاكين ماقدرتش نمشي نخرسّ هاد نخلا.
wa5a 7awelt walakin ma9dertch nmchi zen9a.,,واخا حاولت والاكين ماقدرتش نمشي زنقا.
wa5a 7awelt walakin ma9dertch nmchi 3end jari nzourou.,,واخا حاولت والاكين ماقدرتش نمشي عند جاري نزورو.
wa5a 7awelt walakin ma9dertch nmchi marchi.,,واخا حاولت والاكين ماقدرتش نمشي مارشي.
wa5a 7awelt walakin ma9dertch nmchi lkabina dial tbib,,واخا حاولت والاكين ماقدرتش نمشي لكابينا ديال تبيب
wa5a 7awelt walakin ma9dertch n3ich fchi jomhoria.,,واخا حاولت والاكين ماقدرتش نعيش فشي جومهوريا.
wa5a 7awelt walakin ma9dertch n3ich fchi mamlaka.,,واخا حاولت والاكين ماقدرتش نعيش فشي ماملاكا.
wa5a 7awelt walakin mal9itch chi 5arita,,واخا حاولت والاكين مالقيتش شي خاريتا
wa5a 7awelt walakin ma9dertch nmchi l5aba,,واخا حاولت والاكين ماقدرتش نمشي لخابا
wa5a 7awelt walakin ma9dertch nmchi lse7ra,,واخا حاولت والاكين ماقدرتش نمشي لسحرا
wa5a 7awelt walakin ma9dertch nmchi lvillage,,واخا حاولت والاكين ماقدرتش نمشي لڤيلّاڭ
wa5a 7awelt walakin ma9dertch nmchi l2erd fila7ia 7t kolha 5ayss,,واخا حاولت والاكين ماقدرتش نمشي لءرد فيلاحيا حت كولها خايسّ
wa5a 7awelt walakin ma9dertch nmchi l7oudoud,,واخا حاولت والاكين ماقدرتش نمشي لحودود
wa5a 7awelt walakin ma9dertch nmchi l2oropa,,واخا حاولت والاكين ماقدرتش نمشي لأروپا
wa5a 7awelt walakin ma9dertch nmchi ljazira,,واخا حاولت والاكين ماقدرتش نمشي لجازيرا
wa5a 7awelt walakin ma9dertch nmchi l3assima dial sbenya.,,واخا حاولت والاكين ماقدرتش نمشي لعاسّيما ديال سبنيا.
wa5a 7awelt walakin ma9dertch nmchi lmissa7a.,,واخا حاولت والاكين ماقدرتش نمشي لميسّاحا.
wa5a 7awelt walakin ma9dertch nmchi lrestora,,واخا حاولت والاكين ماقدرتش نمشي لرستورا
wa5a 7awelt walakin ma9dertch nmchi ljami3a.,,واخا حاولت والاكين ماقدرتش نمشي لجاميعا.
wa5a 7awelt walakin ma9dertch nmchi lsbitar.,,واخا حاولت والاكين ماقدرتش نمشي لسبيتار.
wa5a 7awelt walakin ma9dertch nmchi lclinic.,,واخا حاولت والاكين ماقدرتش نمشي لكلينيك.
wa5a 7awelt walakin ma9dertch nmchi lbanka.,,واخا حاولت والاكين ماقدرتش نمشي لبانكا.
wa5a 7awelt walakin ma9dertch nmchi lstation.,,واخا حاولت والاكين ماقدرتش نمشي لستاتيون.
wa5a 7awelt walakin ma9dertch nmchi men bladi niha2iyan,,واخا حاولت والاكين ماقدرتش نمشي من بلادي نيهاإيان
wa5a 7awelt walakin ma9dertch nmchi l7adi9at l7ayawanat,,واخا حاولت والاكين ماقدرتش نمشي لحاديقات لحاياوانات
wa5a 7awelt walakin ma9dertch nmchi lmet7ef,,واخا حاولت والاكين ماقدرتش نمشي لمتحف
wa5a 7awelt walakin ma9dertch nmchi lmesre7,,واخا حاولت والاكين ماقدرتش نمشي لمسرح
wa5a 7awelt walakin ma9dertch nmchi cinema.,,واخا حاولت والاكين ماقدرتش نمشي سينما.
wa5a 7awelt walakin ma9dertch nmchi ltiran,,واخا حاولت والاكين ماقدرتش نمشي لتيران
wa5a 7awelt walakin ma9dertch nmchi ljame3 lay hdini,,واخا حاولت والاكين ماقدرتش نمشي لجامع لاي هديني
wa5a 7awelt walakin ma9dertch nmchi kanissa,,واخا حاولت والاكين ماقدرتش نمشي كانيسّا
wa5a 7awelt walakin ma9dertch nmchi l9ser,,واخا حاولت والاكين ماقدرتش نمشي لقسر
wa5a 7awelt walakin ma9dertch nmchi mn had lmamar,,واخا حاولت والاكين ماقدرتش نمشي من هاد لمامار
wa5a 7awelt walakin ma9dertch nhbet fhad tunnel.,,واخا حاولت والاكين ماقدرتش نهبت فهاد تونّل.
wa5a 7awelt walakin ma9dertch ndouz men had tri9.,,واخا حاولت والاكين ماقدرتش ندوز من هاد تريق.
wa5a 7awelt walakin ma9dertch nd5e lhad derb rah 5atir.,,واخا حاولت والاكين ماقدرتش ندخ لهاد درب راه خاتير.
wa5a 7awelt walakin ma9dertch ne9te3 chri3,,واخا حاولت والاكين ماقدرتش نقتع شريع
wa5a 7awelt walakin ma9dertch nmchi sayg fjbel.,,واخا حاولت والاكين ماقدرتش نمشي سايڭ فجبل.
wa5a 7awelt walakin ma9dertch nmchi l2otorot,,واخا حاولت والاكين ماقدرتش نمشي لأتوروت
wa5a 7awelt walakin ma9dertch nmchi ltaguiya dial drouba.,,واخا حاولت والاكين ماقدرتش نمشي لتاڭوييا ديال دروبا.
wa5a 7awelt walakin ma9dertch nmchi lbazaar.,,واخا حاولت والاكين ماقدرتش نمشي لبازار.
wa5a 7awelt walakin ma9dertch nmchi lmall.,,واخا حاولت والاكين ماقدرتش نمشي لمالّ.
wa5a 7awelt walakin ma9dertch nmchi lmekteb.,,واخا حاولت والاكين ماقدرتش نمشي لمكتب.
wa5a 7awelt walakin ma9dertch nmchi lvillage rah b3id,,واخا حاولت والاكين ماقدرتش نمشي لڤيلّاڭ راه بعيد
wa5a 7awelt walakin ma9dertch nmchi lmdina li 7dana,,واخا حاولت والاكين ماقدرتش نمشي لمدينا لي حدانا
wa5a 7awelt walakin ma9dertch nmchi sectour li 7dana,,واخا حاولت والاكين ماقدرتش نمشي سكتور لي حدانا
wa5a 7awelt walakin ma9dertch nmchi ljiha li 7dana,,واخا حاولت والاكين ماقدرتش نمشي لجيها لي حدانا
wa5a 7awelt walakin ma9dertch nmchi lsbanyol,,واخا حاولت والاكين ماقدرتش نمشي لسبانيول
wa5a 7awelt walakin ma9dertch nmchi lkawkeb a5or,,واخا حاولت والاكين ماقدرتش نمشي لكاوكب أخور
wa5a 7awelt walakin ma9dertch nmchi lbaladiya,,واخا حاولت والاكين ماقدرتش نمشي لبالادييا
wa5a 7awelt walakin ma9dertch nmchi lmalja2 l7ayawanat,,واخا حاولت والاكين ماقدرتش نمشي لمالجاء لحاياوانات
wa5a 7awelt walakin ma9dertch nmchi l2otel,,واخا حاولت والاكين ماقدرتش نمشي لأتل
wa5a 7awelt walakin ma9dertch nkri hadak bungalow.,,واخا حاولت والاكين ماقدرتش نكري هاداك بونڭالوو.
wa5a 7awelt walakin ma9dertch nmchi lmo5ayam,,واخا حاولت والاكين ماقدرتش نمشي لموخايام
wa5a 7awelt walakin ma9dertch nmchi lcharika,,واخا حاولت والاكين ماقدرتش نمشي لشاريكا
wa5a 7awelt walakin ma9dertch nmchi nt9eda,,واخا حاولت والاكين ماقدرتش نمشي نتقدا
wa5a 7awelt walakin ma9dertch nmchi 3end moul 7anout,,واخا حاولت والاكين ماقدرتش نمشي عند مول حانوت
wa5a 7awelt walakin ma9dertch nmchi lma7al dial l7wayj,,واخا حاولت والاكين ماقدرتش نمشي لماحال ديال لحوايج
wa5a 7awelt walakin ma9dertch nmchi lfarmassiane,,واخا حاولت والاكين ماقدرتش نمشي لفارماسّيان
wa5a 7awelt walakin ma9dertch nmchi lmektaba,,واخا حاولت والاكين ماقدرتش نمشي لمكتابا
wa5a 7awelt walakin ma9dertch nmchi la salle,,واخا حاولت والاكين ماقدرتش نمشي لا سالّ
wa5a 7awelt walakin ma9dertch nmchi n3oum darni dehri,,واخا حاولت والاكين ماقدرتش نمشي نعوم دارني دهري
wa5a 7awelt walakin ma9dertch nmchi la piscine,,واخا حاولت والاكين ماقدرتش نمشي لا پيسسين
wa5a 7awelt walakin ma9dertch nmchi la cote,,واخا حاولت والاكين ماقدرتش نمشي لا كوت
wa5a 7awelt walakin ma9dertch nmchi lb7er,,واخا حاولت والاكين ماقدرتش نمشي لبحر
wa5a 7awelt walakin ma9dertch nmchi lwad,,واخا حاولت والاكين ماقدرتش نمشي لواد
wa5a 7awelt walakin ma9dertch nmchi l9ima dial jbel,,واخا حاولت والاكين ماقدرتش نمشي لقيما ديال جبل
