darija,eng,darija_ar
3mart bou7ba wtla3t sta7,,عمارت بوحبا وتلاعت ستاح
drt fihoum kamlin,,درت فيهوم كاملين
jabt lik wa7d fihoum man l3am lwal,,جابت ليك واحد فيهوم مان لعام لوال
hrbou lkhrin machdithoumch,,هربو لخرين ماشديتهومش
lhih 7da tri9 lm9tou3a,,لهيه حدا تريق لمقتوعا
7dah lmra lwla ou tanya,,حداه لمرا لولا و تانيا
yak a3zizi,,ياك أعزيزي
hadik mat39louch 3liha ga3 ntouma,,هاديك ماتعقلوش عليها ڭاع نتوما
kant man ahl lah,,كانت مان أهل الله
mli 9tlou hadak nsrani,,ملي قتلو هاداك نسراني
baz asidi ch7al d9lt l7ya,,باز أسيدي شحال دقلت لحيا
3la 7dart m3ahoum,,علا حدارت معاهوم
glsou 3ndha tmn yam,,ڭلسو عندها تمن يام
kan 3am jou3,,كان عام جوع
ma3ndhach 7fna d ch3ir,,ماعندهاش حفنا د شعير
kant hiya koula nhar katnzlhoum,,كانت هييا كولا نهار كاتنزلهوم
kaysaybou lmndil fih m7rcha,,كايسايبو لمنديل فيه محرشا
mazala skhouna,,مازالا سخونا
l3afya mach3latch 3ndha,,لعافيا ماشعلاتش عندها
lmra li hdrat 3liha,,لمرا لي هدرات عليها
khtfha lmr7oum man rif,,ختفها لمرحوم مان ريف
glsat 3ndou 3am,,ڭلسات عندو عام
ma msha ma 9rbha,,ما مسها ما قربها
kanou nas kayw9fou fl7jra,,كانو ناس كايوقفو فلحجرا
9balat dar ou kaytsntou,,قبالات دار و كايتسنتو
man li katwdan l3cha,,مان لي كاتودان لعشا
3mr chi 7ad sma3 7sha,,عمر شي حاد سماع حسها
kanou nas kaysm3ou lkhbit drjliha,,كانو ناس كايسمعو لخبيت درجليها
t9oul srba dlkhil,,تقول سربا دلخيل
ou l7as walo,,و لحاس والو
9balt had lm9abr,,قبالت هاد لمقابر
mli ja rajlha lwal,,ملي جا راجلها لوال
tma w9a3 li w9a3,,تما وقاع لي وقاع
kan asidi fyamat lah lkhmis,,كان أسيدي فيامات الله لخميس
hadi 3awdha lina,,هادي عاودها لينا
tswa9t larb3,,تسواقت لاربع
ou dmou3 dyalha b7al jouj 3youn,,و دموع ديالها بحال جوج عيون
lah in3al li kdab 3likoum,,الله إنعال لي كداب عليكوم
nzalt chwari,,نزالت شواري
marja3t 7ta salina l3cha,,مارجاعت حتا سالينا لعشا
l9itha tybat tajin,,لقيتها تيبات تاجين
jabt liya nghsal,,جابت لييا نغسال
bdit kan9oul rasi,,بديت كانقول راسي
wach noud had lila 3awd,,واش نود هاد ليلا عاود
nt9atl m3aha,,نتقاتل معاها
chaft fiha,,شافت فيها
wjhha b7al ila hzitih ou bdltih,,وجهها بحال إلا هزيتيه و بدلتيه
ma t3raf wach wjh wla fakiha,,ما تعراف واش وجه ولا فاكيها
wach l7am ou la dow,,واش لحام و لا دوو
ana mazal kan79a9 fiha,,أنا مازال كانحقاق فيها
wa7d sa3a ou hiya tjfal,,واحد ساعا و هييا تجفال
trmi koulchi li f idiha,,ترمي كولشي لي ف إديها
khrjat lbra katchouf fsma,,خرجات لبرا كاتشوف فسما
b7ala kat7sab njoum,,بحالا كاتحساب نجوم
ou tmchi tjri l9bla,,و تمشي تجري لقبلا
9lt safi hadi tsknat,,قلت سافي هادي تسكنات
khrjt tabla mn lbit,,خرجت تابلا من لبيت
ou glst kankhmal,,و ڭلست كانخمال
ach had lmousiba,,أش هاد لموسيبا
dert lrasi,,درت لراسي
b9it hakdak 7ta datni 3ini,,بقيت هاكداك حتا داتني عيني
9lil wla ktir ma 3rft,,قليل ولا كتير ما عرفت
mli ft7thoum,,ملي فتحتهوم
chftha wast lbit,,شفتها واست لبيت
7lit 3ini mzyan,,حليت عيني مزيان
chftha nzlat srwal ou twatou,,شفتها نزلات سروال و تواتو
7titou frkna,,حتيتو فركنا
ou fskht 7zamha,,و فسخت حزامها
3l9atou 3la lwtad,,علقاتو علا لوتاد
man dik lila chdatou wa7d r3cha,,مان ديك ليلا شداتو واحد رعشا
b9at fih mskin hta mat,,بقات فيه مسكين هتا مات
ou hadak nehar lm3loum,,و هاداك نهار لمعلوم
mli nad flfjar,,ملي ناد فلفجار
kay7sb ch7al dwzat 3ndou,,كايحسب شحال دوزات عندو
l9a 3am ou tltyam,,لقا عام و تلتيام
ma3mro sma3 mnha klma,,ماعمرو سماع منها كلما
dar jlabtou 3la ktfou,,دار جلابتو علا كتفو
mat fmwd3ou,,مات فمودعو
hadak chi ma kan,,هاداك شي ما كان
kan dayz man mour fik sabra,,كان دايز مان مور فيك سابرا
chaf rajl wld 3mou,,شاف راجل ولد عمو
mn l3oulama2,,من لعولاماء
achman rjal,,أشمان رجال
achman sbou3a,,أشمان سبوعا
ach daz fhad dwar,,أش داز فهاد دوار
fin tlba li kanou kay3mrou zawya,,فين تلبا لي كانو كايعمرو زاويا
fin dak bnadm li kan hna,,فين داك بنادم لي كان هنا
b7al ila dwzna chi 7lama,,بحال إلا دوزنا شي حلاما
wlah n3awd nsma3 chi hdra,,ولاه نعاود نسماع شي هدرا
n9ta3 lik dak lsan,,نقتاع ليك داك لسان
ha l9ra3 ja,,ها لقراع جا
kan b7al chi chjra yabsa,,كان بحال شي شجرا يابسا
mamktabch yakoulha,,مامكتابش ياكولها
dar darkoum,,دار داركوم
9lbat khbza ou hiya katbki,,قلبات خبزا و هييا كاتبكي
katchdi dad fihoum,,كاتشدي داد فيهوم
msmou7 lihoum,,مسموح ليهوم
ncharkou fndwa,,نشاركو فندوا
lmoujtama3 dyalna mounafi9,,لموجتاماع ديالنا مونافيق
3lach khrjna had litifa9ya,,علاش خرجنا هاد ليتيفاقيا
hit lbnat makaytsnaw hta wa7d,,هيت لبنات ماكايتسناو هتا واحد
3lach baghyin tzwjouhoum,,علاش باغيين تزوجوهوم
aji t3awnini,,أجي تعاونيني
aji bghit nswlk b3da,,أجي بغيت نسولك بعدا
fin knti ghabra,,فين كنتي غابرا
wach khrjti dak lmawdo3,,واش خرجتي داك لماودوع
chhal f sa3a daba,,شهال ف ساعا دابا
tl9i liya lwifi 3afak,,تلقي لييا لويفي عافاك
t9t3 dow lbarh flil,,تقتع دوو لباره فليل
simana jaya 3ndi l3ars,,سيمانا جايا عندي لعارس
gatlik mama aji daba bghatk,,ڭاتليك ماما أجي دابا بغاتك
siftni 3ndk wahd lwald,,سيفتني عندك واهد لوالد
raki m3roda l3ars,,راكي معرودا لعارس
bghitk tmchi m3aya daba lwahd lblasa,,بغيتك تمشي معايا دابا لواهد لبلاسا
ghda kayna l3otla,,غدا كاينا لعوتلا
wach ndiro chi khrja ghda,,واش نديرو شي خرجا غدا
fiya n3as bzaf,,فييا نعاس بزاف
wach mrida bzaf,,واش مريدا بزاف
raki wliti basla,,راكي وليتي باسلا
mab9itch baghak 3ndi fdar,,مابقيتش باغاك عندي فدار
ana bagha nb9a haka,,أنا باغا نبقا هاكا
tlbi lina chi haja nakloha,,تلبي لينا شي حاجة ناكلوها
lyom ljow zwin nkhrjo,,ليوم لجوو زوين نخرجو
sdi dak chrjm kayn lbrd,,سدي داك شرجم كاين لبرد
wach saliti man dak lktab,,واش ساليتي مان داك لكتاب
wach 7sbti fin wsalt,,واش حسبتي فين وسالت
bnisba lwadifa dyalha,,بنيسبا لواديفا ديالها
khask tkhtari,,خاسك تختاري
ya t9bli bchourouti ola siri b7alk,,يا تقبلي بشوروتي أُلا سيري بحالك
lmra machi d3ifa,,لمرا ماشي دعيفا
fiya lhdra ghir sm3ouni,,فييا لهدرا غير سمعوني
9isas bla tekhsar lhadra wa3rin,,قيساس بلا تخسار لهادرا واعرين
kanfekar nbda nekteb 9isas,,كانفكار نبدا نكتب قيساس
hadchi khedam khedma mlii7a,,هادشي خدام خدما مليّحا
ila bghiti chi 7aja,,إلا بغيتي شي حاجا
chft 7ta 3yit,,شفت حتا عييت
kantmna tnj7i,,كانتمنا تنجحي
alf mabrouk 3lik,,ألف مابروك عليك
kount kantfrj fihom,,كونت كانتفرج فيهوم
kay3jbni zra9,,كايعجبني زراق
chhal drbat ana wkhti 3la hadchi,,شهال دربات أنا وختي علا هادشي
saraha dakchi li b9a lina,,ساراها داكشي لي بقا لينا
hit homa mazal matrejloch,,هيت هوما مازال ماترجلوش
gelna nterjlo hna f blasthom,,ڭلنا نترجلو هنا ف بلاستهوم
chti hchoma kytflaw 3la wlad nas,,شتي هشوما كيتفلاو علا ولاد ناس
wayih 9erib had chi 3ndna hna fi lmaghrib,,واييه قريب هاد شي عندنا هنا في لماغريب
kaynin chi benat lah ihedihom,,كاينين شي بنات الله إهديهوم
kat3arfak katbghiha kadir fik mabghat,,كاتعارفاك كاتبغيها كادير فيك مابغات
hadechi likayn,,هادشي ليكاين
chokran akhoya 3la ta9dirk lmra,,شوكران أخويا علا تاقديرك لمرا
man sbah hwa fiya,,مان سباه هوا فييا
hta ban liya 3izra2il,,هتا بان لييا عيزراإل
kayzghart l3adab 3llah,,كايزغارت لعاداب علّاه
ms hamdolilah 3la kouli 7al,,مس هامدوليلاه علا كولي حال
ah bsa7 wlah makdbti fhadi,,أه بساح ولاه ماكدبتي فهادي
walkin rah m3a sahbtha,,والكين راه معا ساهبتها
iwa sahbtk raha 3andi,,إوا ساهبتك راها عاندي
thdri m3aha,,تهدري معاها
mohim kan7chm,,موهيم كانحشم
ya rbi myl9aha ta wa7ad,,يا ربي ميلقاها تا واحاد
gouli li hadi chkoun,,ڭولي لي هادي شكون
bzaz 3liya ntzwaj,,بزاز علييا نتزواج
ila 9rit mzyan,,إلا قريت مزيان
dik sa3a nchoufou,,ديك ساعا نشوفو
ghadi t9t3i jnaw7ha,,غادي تقتعي جناوحها
derbti bntak,,دربتي بنتاك
ma3lich drbiha,,ماعليش دربيها
khdam ksal,,خدام كسال
mou3lima dyalha kayghlat,,موعليما ديالها كايغلات
wlakin gouli liya chnou wa9a3,,ولاكين ڭولي لييا شنو واقاع
khasni nmchi nchoufha,,خاسني نمشي نشوفها
maghadich i7al 3liha,,ماغاديش إحال عليها
b9at katwrat rasha,,بقات كاتورات راسها
cv lhamdolilah,,كڤ لهامدوليلاه
onti f9ti an3as,,أُنتي فقتي أنعاس
kidaz nhark mzyan,,كيداز نهارك مزيان
wach dayra l3ard dyal ilimiti,,واش دايرا لعارد ديال إليميتي
bghit tpartaji m3aya ms mli madayrach ilimiti,,بغيت تپارتاجي معايا مس ملي مادايراش إليميتي
sf raki madayrach ilimiti asahbti,,سف راكي مادايراش إليميتي أساهبتي
3arfa azin chokran,,عارفا أزين شوكران
nkhaf nsaliha lik,,نخاف نساليها ليك
rah mpartajya m3aya ghir,,راه مپارتاجيا معايا غير
khft la tkon bagha tn3as,,خفت لا تكون باغا تنعاس
tana nzid chwiya nit nmchi n3a,,تانا نزيد شوييا نيت نمشي نعا
dghya katsali,,دغيا كاتسالي
akhti 3ndi itisalt dart wahd,,أختي عندي إتيسالت دارت واهد
hta nchri inwi hit tisalt dghya,,هتا نشري إنوي هيت تيسالت دغيا
mkntch 3rfk,,مكنتش عرفك
awili hay,,أويلي هاي
choha moutabara,,شوها موتابارا
makontich 3arfa m3amn hadra,,ماكونتيش عارفا معامن هادرا
lah ib9i star,,الله إبقي ستار
ochkon aygolik partaji m3aya,,أُشكون أيڭوليك پارتاجي معايا
man ghir chihad hdak,,مان غير شيهاد هداك
3ad 3rfti mli glti,,عاد عرفتي ملي ڭلتي
mohim chokran azin,,موهيم شوكران أزين
chi bant khra,,شي بانت خرا
ach kayshablik,,أش كايسهابليك
la hanya mkrhtch lik,,لا هانيا مكرهتش ليك
hta ana ghatsli daba oghn3s,,هتا أنا غاتسلي دابا أُغنعس
tsalat liya ana lconex,,تسالات لييا أنا لكونش
oma3raftch bli lyom atsali,,أُماعرافتش بلي ليوم أتسالي
oma kon drtha 9bal manmchi lkhdma,,أُما كون درتها قبال مانمشي لخدما
ngol lkhouya isift liya ola chihd,,نڭول لخويا إسيفت لييا أُلا شيهد
hta lghda enchallah ondirha,,هتا لغدا إنشالّاه أُنديرها
iwa ach kadiri,,إوا أش كاديري
hana ghada bskat,,هانا غادا بسكات
3ndak imchi balk b3id,,عنداك إمشي بالك بعيد
sara7a rak gltiha,,ساراحا راك ڭلتيها
itshabli khok nit li ja bsah,,إتسهابلي خوك نيت لي جا بساه
ewa hakak lah ikhalih lik,,إوا هاكاك الله إخاليه ليك
ana mjbda fblasti chada jma3a,,أنا مجبدا فبلاستي شادا جماعا
dart lma tdwach,,دارت لما تدواش
chno ghatsli daba,,شنو غاتسلي دابا
flbit kant3chaw,,فلبيت كانتعشاو
ah chrit akhti,,أه شريت أختي
chno chriti,,شنو شريتي
khdit monto osrwal,,خديت مونتو أُسروال
aji nwrik,,أجي نوريك
bla manwsik,,بلا مانوسيك
ana ghan3as mansm3ch sotk,,أنا غانعاس مانسمعش سوتك
hadri bchwiya,,هادري بشوييا
smhili lbarh d9it 3lik bjahd,,سمهيلي لباره دقيت عليك بجاهد
kan sotak msmo3,,كان سوتاك مسموع
sbah lkhir zin cv,,سباه لخير زين كڤ
bla manwsik 3la lyom tani,,بلا مانوسيك علا ليوم تاني
nti li kathdi daba ftelephon,,نتي لي كاتهدي دابا فتلپهون
hadra rani ansiftlha,,هادرا راني أنسيفتلها
daba nti masam3ach sotk lah irdi 3lik,,دابا نتي ماسامعاش سوتك الله إردي عليك
wlit kandwi bchwiya,,وليت كاندوي بشوييا
ana ghir téléphone khasr ama mtsm3inich,,أنا غير تéلéپهون خاسر أما متسمعينيش
lah ihfdak,,الله إهفداك
ochdit blasti,,أُشديت بلاستي
mankdabch 3lik,,مانكدابش عليك
wla kolchi tbadal,,ولا كولشي تبادال
khaski t3arfi lwa9t fach ghatmchi,,خاسكي تعارفي لواقت فاش غاتمشي
raki kathdri bjahd,,راكي كاتهدري بجاهد
chouf wach ba9a kndwi bjhd,,شوف واش باقا كندوي بجهد
amat3sbich asahbti,,أماتعسبيش أساهبتي
atjibiha ghir fsahtk,,أتجيبيها غير فساهتك
siftiliya dak li3lan nchof,,سيفتيلييا داك ليعلان نشوف
mohim tsbhi 3la khir an3as bach n9d nfi9 bkri,,موهيم تسبهي علا خير أنعاس باش نقد نفيق بكري
hdri bchwiya akhti lah ihfdak osmhili,,هدري بشوييا أختي الله إهفداك أُسمهيلي
achmn mra,,أشمن مرا
hanya aro7i,,هانيا أروحي
aha jaya ftri9 3lach,,أها جايا فتريق علاش
dat swart,,دات سوارت
mli tji od9i 3liya,,ملي تجي أُدقي علييا
rah tla9it biha,,راه تلاقيت بيها
3tatni swart,,عتاتني سوارت
drti chi ghda,,درتي شي غدا
3ad siftat liya gatliya ba9a m3tla,,عاد سيفتات لييا ڭاتلييا باقا معتلا
hta ana anji anti7 doda,,هتا أنا أنجي أنتيح دودا
atmchi t9day,,أتمشي تقداي
la wa9ila,,لا واقيلا
nti wach bagha tmchi t9day ldarkom za3ma,,نتي واش باغا تمشي تقداي لداركوم زاعما
hit gltili dik lkhtra bagha t9ray,,هيت ڭلتيلي ديك لخترا باغا تقراي
ghanmchi m3ahoum,,غانمشي معاهوم
achgha nt9da,,أشغا نتقدا
hta lghda,,هتا لغدا
imta bagha tmchi,,إمتا باغا تمشي
lhada w9ila,,لهادا وقيلا
bghitk t3tni lflos 9bal matmchi hit anhtajhom darori akhti,,بغيتك تعتني لفلوس قبال ماتمشي هيت أنهتاجهوم داروري أختي
wach bghitihom kamlin ola hta nrj3,,واش بغيتيهوم كاملين أُلا هتا نرجع
onkml lik,,أُنكمل ليك
smhili mabghitch nzayrak,,سمهيلي مابغيتش نزايراك
hit anbghi nt9da lmama,,هيت أنبغي نتقدا لماما
n3tihom lmrkob bach irj3o,,نعتيهوم لمركوب باش إرجعو
bghatni nsalafha,,بغاتني نسالافها
imta ghtji mamak,,إمتا غتجي ماماك
t9dr nrj3 ana simana jaya,,تقدر نرجع أنا سيمانا جايا
kan7cham ngolhalik,,كانحشام نڭولهاليك
3arfa ma3ndkch,,عارفا ماعندكش
mazal makhrjat,,مازال ماخرجات
wayni lghalb lah,,وايني لغالب الله
hit 3ndi nit mtihan,,هيت عندي نيت متيهان
wach kat7al lbnka ghda,,واش كاتحال لبنكا غدا
ewa raki mam2kdach,,إوا راكي مامءكداش
mama ghatji sabt jay,,ماما غاتجي سابت جاي
kan khoya 9ari sbah,,كان خويا قاري سباه
wlakin ghychdo 3otla,,ولاكين غيشدو عوتلا
kach plus li kay7al wa9ila,,كاش پلوس لي كايحال واقيلا
barid bank mkthlch,,باريد بانك مكتهلش
ach bghiti barid bank,,أش بغيتي باريد بانك
hit hwa ghysift f barid bank,,هيت هوا غيسيفت ف باريد بانك
otjri hta lbarid,,أُتجري هتا لباريد
mkhlya hadi li hdak,,مخليا هادي لي هداك
ewa rah ghda sabt,,إوا راه غدا سابت
wach kayhlo,,واش كايهلو
sf ntsna hta ltnin,,سف نتسنا هتا لتنين
imta 3ndk nti mtihan,,إمتا عندك نتي متيهان
dak hwa lmochkil,,داك هوا لموشكيل
lah i3awnk wisahal 3lik ahbibti,,الله إعاونك ويساهال عليك أهبيبتي
ba9a shrana,,باقا سهرانا
wach ghatb9ay nit hta tshri,,واش غاتبقاي نيت هتا تسهري
bshtkom hta ntoma,,بسهتكوم هتا نتوما
b9a fiya lhal hit madrt liha walo,,بقا فييا لحال هيت مادرت ليها والو
ana maglt liha rbi chahd 3liya,,أنا ماڭلت ليها ربي شاهد علييا
sf m3sba khliha,,سف معسبا خليها
makanch 3lik tmchi asahbti,,ماكانش عليك تمشي أساهبتي
machi hkak kaythlo lmachakil,,ماشي هكاك كايتهلو لماشاكيل
mab9it 3arfa mangol lah ihdikom,,مابقيت عارفا مانڭول الله إهديكوم
gtliha nsraf bach n3tiha,,ڭتليها نسراف باش نعتيها
gatliya la smht lik,,ڭاتلييا لا سمهت ليك
gtliha katsali liya hga lbrah slftini hit kant 3ndi 200dh mkynch sarf,,ڭتليها كاتسالي لييا هڭا لبراه سلفتيني هيت كانت عندي ء00ده مكينش سارف
gtliha wakha hta nti m3ndkch,,ڭتليها واخا هتا نتي معندكش
kona dahkin 3rfani ana wlah o9lbi byd,,كونا داهكين عرفاني أنا ولاه أُقلبي بيد
gatliya rj3i liya 40ryal rj3tha liha,,ڭاتلييا رجعي لييا 40ريال رجعتها ليها
wana kna knhdro bchwiya,,وانا كنا كنهدرو بشوييا
wahd chwiya syda n9zat katghwat,,واهد شوييا سيدا نقزات كاتغوات
nit hta sm3oha lbnat,,نيت هتا سمعوها لبنات
lbnt 3la walo ghir kon knt chihaja ngolo 3adi mrditch lbal,,لبنت علا والو غير كون كنت شيحاجة نڭولو عادي مرديتش لبال
ayi hja katji m3sba,,أيي هجا كاتجي معسبا
kanhawl ndhkha okda walakin akhti kon knti,,كانهاول ندهخا أُكدا والاكين أختي كون كنتي
wlh dkchi lidart hya 3mar chibant drtha liya bilh wana hsbtha ktar mn khti obzaf dlhwyj kat3sb kanhawl nhdnha walkin hta ana fiya l3asab,,وله دكشي ليدارت هيا عمار شيبانت درتها لييا بيله وانا هسبتها كتار من ختي أُبزاف دلهويج كاتعسب كانهاول نهدنها والكين هتا أنا فييا لعاساب
omdrtch dakchi lidrt,,أُمدرتش داكشي ليدرت
3rfti kn3amlha katr man khti hiya da7k kadiro,,عرفتي كنعاملها كاتر مان ختي هييا داحك كاديرو
bsha ftourk,,بسها فتورك
drni rasi bzaf,,درني راسي بزاف
les audio dyalk sbah nsm3hom onjawbk,,لس وديو ديالك سباه نسمعهوم أُنجاوبك
isalam 3lik lkhir,,إسالام عليك لخير
ba9a katchkhri,,باقا كاتشخري
kil9iti malin dar labas 3lihom,,كيلقيتي مالين دار لاباس عليهوم
daba hta nti tmchi ldar,,دابا هتا نتي تمشي لدار
lah ibark fik akhti 3lina w3lik enchallah,,الله إبارك فيك أختي علينا وعليك إنشالّاه
wahiya hkak dayra,,واهييا هكاك دايرا
malha chghlha kraha,,مالها شغلها كراها
rah chdato chghlha flhwyj,,راه شداتو شغلها فلهويج
tkhsmt m3aha,,تخسمت معاها
ach fatlik,,أش فاتليك
