darija,eng,darija_ar
3it mn ndareb m3a drari dial derb bach yle3bouch 7da bab darna walakin makism3ouch,,عيت من ندارب معا دراري ديال درب باش يلعبوش حدا باب دارنا والاكين ماكيسمعوش
wa7ed chemkar hezouh lboliss 7it kaybi3 lmoghadirat,,واحد شمكار هزوه لبوليسّ حيت كايبيع لموغاديرات
makayn ta mani3,,ماكاين تا مانيع
wach t9edrou tdwiw ta ntouma wach ana li 5anb9a 5i dawi 3la 7e9na,,واش تقدرو تدويو تا نتوما واش أنا لي خانبقا خي داوي علا حقنا
koun rajel ou mat5lich klemtek tnzel lard,,كون راجل و ماتخليش كلمتك تنزل لارد
b9a dri sghir kayl3eb brideau dial cherjem ta herssou ma3lich,,بقا دري سغير كايلعب بريدو ديال شرجم تا هرسّو ماعليش
jr7atni lmoucha dial sa7bti,,جرحاتني لموشا ديال ساحبتي
mchit kanl3eb m3a wa7ed lklab s5ar ou hiya tji mouhom ou tb3atni,,مشيت كانلعب معا واحد لكلاب سخار و هييا تجي موهوم و تبعاتني
7yed 3lik lbayd rah kijhed 3lik l7asasiya,,حيد عليك لبايد راه كيجهد عليك لحاساسييا
nmchiw 5eda nfetrou berra 3la lb7er,,نمشيو خدا نفترو برّا علا لبحر
kan3ref wa7ed l9ehwa kadir ftour r5iss,,كانعرف واحد لقهوا كادير فتور رخيسّ
twe7cht lmounsabat li kanaklou fihom rfissa,,توحشت لمونسابات لي كاناكلو فيهوم رفيسّا
bini ou binek ana baghi njib had l3am flnatija temntach,,بيني و بينك أنا باغي نجيب هاد لعام فلناتيجا تمنتاش
khti sghira zwina bezzaf,,ختي سغيرا زوينا بزّاف
had l bebe fniwen,,هاد ل بب فنيون
katban fiha cha7ba ou 3yana,,كاتبان فيها شاحبا و عيانا
had l mra twila b7al chi 3aridat azya2,,هاد ل مرا تويلا بحال شي عاريدات أزياء
7tarem dyaf li jayin 3ndna,,حتارم دياف لي جايين عندنا
koulchi kan dryef m3aya,,كولشي كان دريف معايا
kan insan kikhdm b damir,,كان إنسان كيخدم ب دامير
3ziz 3liha drare sghar,,عزيز عليها درار سغار
dima katchri l drare lcadowat,,ديما كاتشري ل درار لكادووات
mat3amlatch m3aya mzyan,,ماتعاملاتش معايا مزيان
ch7al m3gaz had lweld,,شحال معڭاز هاد لولد
t3ssbt bzf 3la lghalat lbalid li drt,,تعسّبت بزف علا لغالات لباليد لي درت
kant atmout blkhl3a,,كانت أتموت بلخلعا
kankhaf nrk f tobiss f lil,,كانخاف نرك ف توبيسّ ف ليل
knt mkhlou3a mn lmti7an l darajat ma9drtch n3ss,,كنت مخلوعا من لمتيحان ل داراجات ماقدرتش نعسّ
maki3jbhach tol dialha,,ماكيعجبهاش تول ديالها
kisog bzrba,,كيسوڭ بزربا
tla9it b wahd deri 3aych gha f zn9a,,تلاقيت ب واهد دري عايش غا ف زنقا
l2akhabar dial l whda kanou mouhimin,,لأخابار ديال ل وهدا كانو موهيمين
dak telephone diali,,داك تلپهون ديالي
khoud lmouwafa9a diali b3da 3ad khoud had lktab,,خود لمووافاقا ديالي بعدا عاد خود هاد لكتاب
had lmat7af fih ga3 l3omlat li khdm bihoum lmghrib,,هاد لماتحاف فيه ڭاع لعوملات لي خدم بيهوم لمغريب
l9it wahd zlafa 3mrha fo9 myat 3am,,لقيت واهد زلافا عمرها فوق ميات عام
had tkchita mkhyta kamla blyed,,هاد تكشيتا مخيتا كاملا بليد
ch7al bnina had tfa7a,,شحال بنينا هاد تفاحا
ch7al 7lou had l3nb,,شحال حلو هاد لعنب
9ass7a had lbtikha,,قاسّحا هاد لبتيخا
had dela3a 3amra bl3doma,,هاد دلاعا عامرا بلعدوما
makhzntch bzf dlflouss had l3am,,ماخزنتش بزف دلفلوسّ هاد لعام
mahazch m3aya bach nchri had lktab,,ماهازش معايا باش نشري هاد لكتاب
