darija,eng,darija_ar
dizayn zwin,,ديزاين زوين
hadchi jdid 3lina,,هادشي جديد علينا
tari9a mkhtalfa,,تاريقا مختالفا
makhdma hadi mawalo,,ماخدما هادي ماوالو
ghir mo2akharan chafto,,غير موأخاران شافتو
chhal nisba dyal najah?,,شهال نيسبا ديال ناجاه?
9der m3a rask,,قدر معا راسك
9rebti liha,,قربتي ليها
lprodwi m3ajnbich,,لپرودوي معاجنبيش
achno katykosoma,,أشنو كاتيكوسوما
katstahlk bzaf,,كاتستاهلك بزاف
bnadm ghir khaso ychri,,بنادم غير خاسو يشري
yalah nmcho n9tlo lwa9t,,يالاه نمشو نقتلو لواقت
haji tsanat lhad lpodcast,,هاجي تسانات لهاد لپودكاست
t9am 3liya hadchi ghali,,تقام علييا هادشي غالي
goliya kifach ndir,,ڭولييا كيفاش ندير
ghadi yt9am 3lik rkhis,,غادي يتقام عليك رخيس
b9ina fih moda twila,,بقينا فيه مودا تويلا
ana daba ghir kankteb,,أنا دابا غير كانكتب
ghadi nchar wahd lktab,,غادي نشار واهد لكتاب
machi dima t3raf lha9i9a,,ماشي ديما تعراف لهاقيقا
nas katstamta3,,ناس كاتستامتاع
bghina rabho lflous,,بغينا رابهو لفلوس
ach kayban lik fsina3t lmohtawa?,,أش كايبان ليك فسيناعت لموهتاوا?
kay9lab 3la chohra,,كايقلاب علا شوهرا
hadchi ma3rfo hta hed,,هادشي ماعرفو هتا هد
bghit nsawlk wahd so2al,,بغيت نساولك واهد سوأل
khasni lwa9t bzaf,,خاسني لواقت بزاف
fin kaymchi wyji?,,فين كايمشي ويجي?
an3ti 3omri,,أنعتي عومري
kidayra l2osra dyalk?,,كيدايرا لأسرا ديالك?
matb9ach tab3 ghir lflous,,ماتبقاش تابع غير لفلوس
dawrha fdmaghk 9bal madwi,,داورها فدماغك قبال مادوي
tra liya wahd lblan,,ترا لييا واهد لبلان
3ndo 3o9da mn hadchi,,عندو عوقدا من هادشي
makhaskch tgol had lhadra,,ماخاسكش تڭول هاد لهادرا
wakha mkhtalfin kantfahmo,,واخا مختالفين كانتفاهمو
kandaf3 3la l2afkar dyali,,كاندافع علا لأفكار ديالي
manawich nstafzak,,ماناويش نستافزاك
hdra khawya hadi,,هدرا خاويا هادي
3mer chi wahd sawalni 3la l2asl dyali,,عمر شي واهد ساوالني علا لأسل ديالي
kayftakher bta9afa dyalo,,كايفتاخر بتاقافا ديالو
kolha kaydir ligal lih raso,,كولها كايدير ليڭال ليه راسو
3cht m3ahom bzaf,,عشت معاهوم بزاف
3ad badi flhayat,,عاد بادي فلهايات
3cht fdak lmojtama3 bzaf,,عشت فداك لموجتاماع بزاف
makanhderch fsyasa,,ماكانهدرش فسياسا
mandwiwch fhad lmawdo3,,ماندويوش فهاد لماودوع
ma3ndich ykhtar,,ماعنديش يختار
daf3 3la lho9o9 dyalk,,دافع علا لهوقوق ديالك
mahadich l9aw hal lhadchi,,ماهاديش لقاو هال لهادشي
kayn mochkil fsystem,,كاين موشكيل فسيستم
chhal mn wahd maghadich y3jbo lhal,,شهال من واهد ماغاديش يعجبو لحال
ghadi nhat wahd lvideo,,غادي نهات واهد لڤيدو
kant3amal ghir bdolar,,كانتعامال غير بدولار
ma3ndhomch m3a lfokaha,,ماعندهومش معا لفوكاها
cha3b sad 3la raso,,شاعب ساد علا راسو
ghadi twali dawla 9wiya,,غادي توالي داولا قوييا
matfotch lhodod,,ماتفوتش لهودود
mathz sotk bzaf,,ماتهز سوتك بزاف
ma9adr nstaw3b hadchi,,ماقادر نستاوعب هادشي
chi haja ijabiya,,شي حاجة إجابييا
hadchi mamzyan,,هادشي مامزيان
ndiro wahd lmo9arana,,نديرو واهد لموقارانا
khali nas yna3so,,خالي ناس يناعسو
sir trgad,,سير ترڭاد
b3id 3la sontr,,بعيد علا سونتر
had lhl9a wa3ra,,هاد لهلقا واعرا
achno l3ala9a binathom,,أشنو لعالاقا بيناتهوم
dir lih khatro,,دير ليه خاترو
maghadich nhabso,,ماغاديش نهابسو
bghit ghit nsawlk 3la darkom,,بغيت غيت نساولك علا داركوم
chhal hadi machfthom,,شهال هادي ماشفتهوم
katchbh fwahd lmomtil,,كاتشبه فواهد لمومتيل
kol wahd ohmo,,كول واهد أُهمو
lghorob zwin,,لغوروب زوين
twakal 3la lah,,تواكال علا الله
no9ta mohima,,نوقتا موهيما
drab tamara,,دراب تامارا
dir bna9s,,دير بناقس
3tina kalma,,عتينا كالما
thada rask,,تهادا راسك
ti9 frask,,تيق فراسك
zid khatwa l9dam,,زيد خاتوا لقدام
lah howa raza9,,الله هووا رازاق
ma3ziz 3lia n3awad lhadra,,ماعزيز عليا نعاواد لهادرا
kayn mochkil,,كاين موشكيل
dima bda blabaz,,ديما بدا بلاباز
khasak tbni rask mn jdid,,خاساك تبني راسك من جديد
hadchi ghalat 3ndk,,هادشي غالات عندك
atb9a hasl ghir fblastk,,أتبقا هاسل غير فبلاستك
hrmat 3lih 3ichto,,هرمات عليه عيشتو
