darija,eng,darija_ar
3tini forsa omaghatndmch,Give me a chance and you won't regret it,عتيني فورسا أُماغاتندمش
sliti b3da ola m9abla ghir telephne,Have you finished already or are you just looking at your phone?,سليتي بعدا أُلا مقابلا غير تلپهن
saliti ch9a ola ghir katkoniktyi,Have you finished your work or are you just staying online?,ساليتي شقا أُلا غير كاتكونيكتيي
waw caza zwina bzaf khososan lbhar,Wow, Casablanca is very beautiful, especially the beach.,واو كازا زوينا بزاف خوسوسان لبهار
mchiti lhmam lyoma,Did you go to the hammam (bathhouse) today?,مشيتي لهمام ليوما
ah machit kan khaw kon l9iti tb9yi fiih,Yes, I went. It was empty; you could have stayed.,أه ماشيت كان خاو كون لقيتي تبقيي فيّه
sarha hiya bnt m39ola,Honestly, she is a sensible girl.,سارها هييا بنت معقولا
3ndi ktar mn 1000 sahbti ?,I have more than 1000 girlfriends?,عندي كتار من 1000 ساهبتي ?
bghit nwali ostada,I want to become a teacher.,بغيت نوالي أُستادا
3tini satilo dyali t9da,Give me my bucket; it's broken.,عتيني ساتيلو ديالي تقدا
3ndak lmodkira ?,Do you have the notebook?,عنداك لمودكيرا ?
nmchwo lasal,Let's go to the gym.,نمشوو لاسال
walkin mbghinach lasal lmkhlat ?,But we don't want a mixed gym?,والكين مبغيناش لاسال لمخلات ?
bghina ghir li fih lbnat ?,We want one that is only for girls?,بغينا غير لي فيه لبنات ?
khoya m3asab ?,Is my brother angry?,خويا معاساب ?
finahwo lbab dyalkom ?,Where is your door?,فيناهوو لباب ديالكوم ?
ghadi lkhamya dyal salon,He's going to the fifth room of the salon.,غادي لخاميا ديال سالون
nmchwo lsnak,Let's go to the snack bar.,نمشوو لسناك
saraha 3ziza 3liya takos,Honestly, I really like tacos.,ساراها عزيزا علييا تاكوس
ana 3ziza 3liya lpiza,I really like pizza.,أنا عزيزا علييا لپيزا
3lax mkathdrich m3ya ?,Why aren't you talking to me?,علاش مكاتهدريش معيا ?
hit nta tyahti 3liya lbatal,Because you accused me falsely.,هيت نتا تياهتي علييا لباتال
ana maknhat 3lih wlo,I don't suspect him at all.,أنا ماكنهات عليه ولو
bghit l3nab,I want grapes.,بغيت لعناب
ana bghit lafriiz,I want strawberries.,أنا بغيت لافريّز
