darija,eng,darija_ar
rah lhsab 3endi f pc dlkhedma,,راه لهساب عندي ف پك دلخدما
merhba bik fayi wa9t,,مرهبا بيك فايي واقت
lah ikbar bik,,الله إكبار بيك
3raf chno kayn,,عراف شنو كاين
wach bsa7,,واش بساح
kaynin nas wra jbal,,كاينين ناس ورا جبال
ma3ndhoumch dwa,,ماعندهومش دوا
ma3ndhoumch li iwslhoum lsbitar,,ماعندهومش لي إوسلهوم لسبيتار
ou kaytkrfsou,,و كايتكرفسو
kaymoutou nhar bnhar,,كايموتو نهار بنهار
makaynch li ma3ndouch bach ikwi,,ماكاينش لي ماعندوش باش إكوي
3la lkhl3a wra had jbal,,علا لخلعا ورا هاد جبال
li mcha man 7yatk ytkhlaf,,لي مشا مان حياتك يتخلاف
wla b7al lb7ar ma3mrou ynchaf,,ولا بحال لبحار ماعمرو ينشاف
wli khsrak khsrou,,ولي خسراك خسرو
wnta fr7an,,ونتا فرحان
kayn nas b7al l3sal,,كاين ناس بحال لعسال
maytbdlouch wkayn,,مايتبدلوش وكاين
nas b7al lflous maydoumouch,,ناس بحال لفلوس مايدوموش
mankdabch 3lik ma3raftch,,مانكدابش عليك ماعرافتش
wach had sal7 wla la,,واش هاد سالح ولا لا
7it hiya awal w7da jatni frasi,,حيت هييا أوال وحدا جاتني فراسي
hiya ndkhol sou9 rasi,,هييا ندخول سوق راسي
w7a9 lah,,وحاق الله
ila bghiti rask,,إلا بغيتي راسك
wmatkoun chwiya,,وماتكون شوييا
3rfti dik l3iba,,عرفتي ديك لعيبا
dir lkhir maytra bas,,دير لخير مايترا باس
difou katbghi t3awn koulchi,,ديفو كاتبغي تعاون كولشي
wtbghi t3ti ga3 dakchi li 3ndk,,وتبغي تعتي ڭاع داكشي لي عندك
wn3ti lkhatar lkoulchi,,ونعتي لخاتار لكولشي
nhdar m3a koulchi,,نهدار معا كولشي
ktachft hadi wa7d l7aja khayba,,كتاشفت هادي واحد لحاجا خايبا
ya3ni khas bnadm,,ياعني خاس بنادم
chwiya t3sab,,شوييا تعساب
gouli lmoulay,,ڭولي لمولاي
li yghib y3af,,لي يغيب يعاف
sm7na lih,,سمحنا ليه
wlmra ghir mera,,ولمرا غير مرا
matli man7dr ras,,ماتلي مانحدر راس
ta tl9a rajl,,تا تلقا راجل
li kbar biha,,لي كبار بيها
wdarha taj foug rasou,,ودارها تاج فوڭ راسو
lah i3awnkoum,,الله إعاونكوم
wakha fmak madi,,واخا فماك مادي
wkaykhrj ghir sam wl9rtas,,وكايخرج غير سام ولقرتاس
akid sdlha fomha 9bal matkhrj lharf lkhr,,أكيد سدلها فومها قبال ماتخرج لهارف لخر
3adi nsad fomi,,عادي نساد فومي
katstaghli bnadam,,كاتستاغلي بنادام
t9di 7ajtk,,تقدي حاجتك
man ba3ad b7ala,,مان باعاد بحالا
ma3mrak 3rftihoum,,ماعمراك عرفتيهوم
bnadam khasou,,بنادام خاسو
