darija,eng,darija_ar
ayssowlk 3la domaine dyalk,,أيسّوولك علا دوماين ديالك
w chno kat3arfi 3la l'assurance,,و شنو كاتعارفي علا ل'اسّورانس
w 3la l intaj,,و علا ل إنتاج
ana kan galiya chno howa ta2min lhayat,,أنا كان ڭالييا شنو هووا تاءمين لهايات
hit fat 9rithoum,,هيت فات قريتهوم
ama ila maķnt 3andk ta tajriba,,أما إلا ماķنت عاندك تا تاجريبا
3omrk 9riti 3liha,,عومرك قريتي عليها
y9dar ysowlk 3la lmaydan dyalk,,يقدار يسوولك علا لمايدان ديالك
ana akhty bhalk,,أنا أختي بهالك
bghit ndf3 w mal9itch chi grp,,بغيت ندفع و مالقيتش شي ڭرپ
fin nl9a fih doros bach nraj3 chewya,,فين نلقا فيه دوروس باش نراجع شويا
lakunty tat3rfi akhty fidini m3ak,,لاكونتي تاتعرفي أختي فيديني معاك
bghit nkhdm hta ana,,بغيت نخدم هتا أنا
bghit n3rf kifach?,,بغيت نعرف كيفاش?
lbnat 3ndi imtihan ghda,,لبنات عندي إمتيهان غدا
chno khasni ndi m3aya flwra9 ?,,شنو خاسني ندي معايا فلوراق ?
wach darori la carte 7it mwdra liya,,واش داروري لا كارت حيت مودرا لييا
yalah ghandfa3 nswbha,,يالاه غاندفاع نسوبها
lbnat lah irham l walidin,,لبنات الله إرهام ل واليدين
chno kayn hna?,,شنو كاين هنا?
had lblassa 3atyani l7ri9 bzaf,,هاد لبلاسّا عاتياني لحريق بزاف
bhal chi mouss kaydg lya hna,,بهال شي موسّ كايدڭ ليا هنا
ila konti f rabat ola sela marhba,,إلا كونتي ف رابات أُلا سلا مارهبا
howa lkra ghali hawli t9albi wakha ghi bit,,هووا لكرا غالي هاولي تقالبي واخا غي بيت
hit tmara fiha bus lhay reyad,,هيت تمارا فيها بوس لهاي رياد
rakzi 3la ahdafaak,,راكزي علا أهدافاك
matadihach fbnadam,,ماتاديهاش فبنادام
had bnadam mabghach i7cham,,هاد بنادام مابغاش إحشام
bda i7chi liik lhadra bezzaf,,بدا إحشي ليّك لهادرا بزّاف
dorii fiih ou jihoume nichan,,دوريّ فيّه و جيهوم نيشان
galbi 3lihoume,,ڭالبي عليهوم
ahaam 7aja lwahd ikhdam,,أهام حاجا لواهد إخدام
hiyaa tchadii f slataak,,هييا تشاديّ ف سلاتاك
talbii laah iyassar liik fdakchi li bghiiti wiba3ad 3liiik k7aal rass,,تالبيّ لاه إياسّار ليّك فداكشي لي بغيّتي ويباعاد عليّيك كحال راسّ
ali expres ana kanakhud mno ay haja,,ألي إشپرس أنا كاناخود منو أي حاجة
tawsil fabour ousari3,,تاوسيل فابور وساريع
katji 7ta l dar,,كاتجي حتا ل دار
ma kanzid nkhls walo,,ما كانزيد نخلس والو
bnisba lmantoijat li mafihomch ikhtiyarat,,بنيسبا لمانتوجات لي مافيهومش إختييارات
maz3mtch 3la lkhedma,,مازعمتش علا لخدما
rah mayhtaj lwahd idwez 3end chi hed,,راه مايهتاج لواهد إدوز عند شي هد
rah ghadewzoha raskom,,راه غادوزوها راسكوم
3lach katelbo bnadem ydowez likom,,علاش كاتلبو بنادم يدووز ليكوم
rah mafihch chihaja s3iba,,راه مافيهش شيحاجة سعيبا
rah sahel dakchi,,راه ساهل داكشي
dowez talab lrask,,دووز تالاب لراسك
nariii kont hta ana sift liha,,ناريّي كونت هتا أنا سيفت ليها
galt li safi ndwz lik commande,,ڭالت لي سافي ندوز ليك كومّاند
athedih ta ymchi 3andha,,أتهديه تا يمشي عاندها
khasha t3ayat lbolis,,خاسها تعايات لبوليس
ra9biiih mli ykon ghadi 3nd dik sayeda,,راقبيّيه ملي يكون غادي عند ديك سايدا
jibiliiih lboliss b tohmat lkhyana,,جيبيليّيه لبوليسّ ب توهمات لخيانا
ana ghanertah men tawjad lghda,,أنا غانرتاه من تاوجاد لغدا
ana makay3jbnich lfya9 sbah wakha khdama,,أنا ماكايعجبنيش لفياق سباه واخا خداما
machi nafs l3ya,,ماشي نافس لعيا
