darija,eng,darija_ar
mb9ach lhya,,مبقاش الحيا
wla kolchi bhal bhal,,ولا كلشي بحال بحال
waw chhal zwin ljwo lyoma,,واو شحال زوين الجو اليوم
aji tchof wahd njma,,اجي تشوف واحد نجمة
chhar wasl fih nas,,شهر واصل فيه ناس
nchad chi haja mn wladi,,نشاد شي حاجة من ولادي
ana ftri9 lshrij,,أنا فطريق الشريج
lbchra dyalk jafa,,البشرى ديالك جفا
likoch dala3 kaychad mzyan,,ليكوش دلع كايشد مزيان
3la r9btak,,على رقبتك
kyan sondwitch hna,,كيان سوندويتش هنا
oronag t9ila bzaf,,وروناج تقيلا بزاف
ghtksiri db,,غتكسيري دب
katkal lgliya,,كاتكال الجليا
haki khbiha 3ndak,,هاكي خبيها عندك
3rdat 3liya ta ana ola la,,عرضت عليا تا أنا ولا لا
bsah 9atlo falistin kmala,,بصح قاتلو فلسطين كمالا
isra2il dawla yahodya,,إسرائيل دولة يهودية
3ndak riha hna,,عندك ريحة هنا
lakrim zwin lwjah ola la,,الدموع زوين لوجه أولا لا
mazala katst3mli dak likron,,مازالا كاتستعملي داك ليكرون
fin waslti fdik lkhdma,,فين وصلتي فديك الخدمة
chokran 3la lwa9fa dyalkom m3ya,,شكران على الوقفة ديالكم معايا
sali bchwiya 3lik,,سالي بشوية عليك
f3mri 24 db,,فعمري 24 دب
tab lma ola mzaal,,طاب الما ولا مزال
achno ndiro db lghda,,أشنو نديرو دب الغدا
3tina mn w9tak chwiya,,عطينا من وقتك شوية
wakha mchghol 9adi lmamak dakchi li bgat,,واخا مشغول قادي الماماك داكشي لي بقات
wach darti lhna ola la,,واش درتي لهنا أولا لا
nti hmla ola mzal,,نتي حملة أولا مزال
3jbatni trbiya dyal sghar,,عجباتني التربية ديال الصغار
3ndak l9odra tkhdam joj khdmi fd9a,,عندك القدرة تخدم جوج خدمي فدقة
khasak tltazm bnidam,,خاصك تلتزم بنيدم
rakaz 3la lhadaf dyalk mzyan,,راكاز على الهدف ديالك مزيان
chno l2nwa3 li kynin fryda,,شنو الأنواع لي كينين فريدة
3amrak drti likar,,عمرك درتي ليكر
chno chrot li kynin fzwaj,,شنو شروت لي كاينين فزواج
khabi asrark,,خبي أسرارك
hta ana machi shal,,حتى أنا ماشي سهال
ghanthrbo ana owyak,,غانثربو أنا وياك
malha chno fiha,,مالها شنو فيها
wach kanti kathdar m3a chi wahd,,واش كنتي كتهدر معا شي واحد
knt kanhdar m3a chajar li hna,,كنت كانهدر مع شجر لي هنا
ila bghiti thdar m3ya mst3da nsm3ak,,إيلا بغيتي تهضر معايا مستعدة نسمعك
la bsah 3rfa fin mcha 39lak,,لا بصح عرفة فين مشا عقلك
mn b3ad onrja3 lik,,من بعد ونرجع ليك
khl3oni 3nih,,خلعوني عنيه
had sora chftha 9bal mnk,,هاد صورة شفتها قبل منك
