darija,eng,darija_ar
3lach mabghitich t 5eddemni 3endek ra ndir ayi 7aja,,علاش مابغيتيش ت خدّمني عندك را ندير أيي حاجا
3lach mabghitich t 5ebba 3liya,,علاش مابغيتيش ت خبّا علييا
3lach mabghitich t 5dem flmatar,,علاش مابغيتيش ت خدم فلماتار
3lach mabghitich t t3awen dak siyed yhez balizatou,,علاش مابغيتيش ت تعاون داك سييد يهز باليزاتو
3lach mabghitich t sre7 m3a sa7bek fl3roubiya,,علاش مابغيتيش ت سرح معا ساحبك فلعروبييا
3lach mabghitich t chedded fl9awanin dial had lmatar li 3endek,,علاش مابغيتيش ت شدّد فلقاوانين ديال هاد لماتار لي عندك
3lach mabghitich t 3ber tri9 ou nta kadwi ftilifoune,,علاش مابغيتيش ت عبر تريق و نتا كادوي فتيليفون
3lach mabghitich t tjib dak lmaw3id m3a had l9ita yakma 3endek chi 7aja,,علاش مابغيتيش ت تجيب داك لماوعيد معا هاد لقيتا ياكما عندك شي حاجا
3lach mabghitich t 3oum flb7er yakma kat7chem,,علاش مابغيتيش ت عوم فلبحر ياكما كاتحشم
3lach mabghitich t nddem makeltek bach de5ya t5sser lewzen,,علاش مابغيتيش ت ندّم ماكلتك باش دخيا تخسّر لوزن
3lach mabghitich t n9ed dak rajel mli kan 5aydir kssida,,علاش مابغيتيش ت نقد داك راجل ملي كان خايدير كسّيدا
3lach mabghitich t rffeh 3liya mli knt mrid,,علاش مابغيتيش ت رفّه علييا ملي كنت مريد
3lach mabghitich t twe99e3 menou chi 7aja 5ayba,,علاش مابغيتيش ت توقّع منو شي حاجا خايبا
3lach mabghitich t f7ess dak lmrid yakma 5ay3adik,,علاش مابغيتيش ت فحسّ داك لمريد ياكما خايعاديك
3lach mabghitich t sdder dik l5edra,,علاش مابغيتيش ت سدّر ديك لخدرا
3lach mabghitich t le77 3lih bach tdir mab5iri,,علاش مابغيتيش ت لحّ عليه باش تدير مابخيري
3lach mabghitich t 9ad chi stintaj zwin lhad temrin,,علاش مابغيتيش ت قاد شي ستينتاج زوين لهاد تمرين
3lach mabghitich t sed l9fel dial dar,,علاش مابغيتيش ت سد لقفل ديال دار
3lach mabghitich t 3red 3liya mli dertou 7efla jit lb7er,,علاش مابغيتيش ت عرد علييا ملي درتو حفلا جيت لبحر
3lach mabghitich t dir cilma ou kayn had sehd,,علاش مابغيتيش ت دير سيلما و كاين هاد سهد
3lach mabghitich t deffi rassek yakma mafikch lberd,,علاش مابغيتيش ت دفّي راسّك ياكما مافيكش لبرد
3lach mabghitich t 3taref bdkchi li 3arfou kolchi,,علاش مابغيتيش ت عتارف بدكشي لي عارفو كولشي
3lach mabghitich t tmmer 3liya,,علاش مابغيتيش ت تمّر علييا
3lach mabghitich t tselle9 dak lmebna,,علاش مابغيتيش ت تسلّق داك لمبنا
3lach mabghitich t 5ssel snanek ra 5atwli ri7thom 5eyba,,علاش مابغيتيش ت خسّل سنانك را خاتولي ريحتهوم خيبا
3lach mabghitich t ntej had lprodwi ra howa li 5eddam daba,,علاش مابغيتيش ت نتج هاد لپرودوي را هووا لي خدّام دابا
3lach mabghitich t 5de3 dak rajel ou di lih flousso,,علاش مابغيتيش ت خدع داك راجل و دي ليه فلوسّو
3lach mabghitich t bher l2ostad bdkchi li kat3erfou,,علاش مابغيتيش ت بهر لأستاد بدكشي لي كاتعرفو
3lach mabghitich t n5afed l7arara,,علاش مابغيتيش ت نخافد لحارارا
3lach mabghitich t frek 7wayjek bhad saboun,,علاش مابغيتيش ت فرك حوايجك بهاد سابون
3lach mabghitich t wkkelni al walida mli kent sghir,,علاش مابغيتيش ت وكّلني أل واليدا ملي كنت سغير
3lach mabghitich t mchi l7adi9at l7ayawanat,,علاش مابغيتيش ت مشي لحاديقات لحاياوانات
3lach mabghitich t wzze3 3liya douk lflosus ta ana,,علاش مابغيتيش ت وزّع علييا دوك لفلوسوس تا أنا
3lach mabghitich t me3ni 3liya ana bodo yakma kat5af meni,,علاش مابغيتيش ت معني علييا أنا بودو ياكما كاتخاف مني
3lach mabghitich t 5elles ga3 dkchi li derti lnass had l2a3wam li fatou,,علاش مابغيتيش ت خلّس ڭاع دكشي لي درتي لناسّ هاد لأعوام لي فاتو
3lach mabghitich t rjje3 lnass aradihom,,علاش مابغيتيش ت رجّع لناسّ أراديهوم
3lach mabghitich t n9ess men l9ten felm5ad,,علاش مابغيتيش ت نقسّ من لقتن فلمخاد
3lach mabghitich t w99ef dak lbernamej,,علاش مابغيتيش ت وقّف داك لبرنامج
3lach mabghitich t chkkel chi fer9a wa3ra fel5dema,,علاش مابغيتيش ت شكّل شي فرقا واعرا فلخدما
3lach mabghitich t z3ejni,,علاش مابغيتيش ت زعجني
3lach mabghitich t 3edda l7oudod m3aya bo7di,,علاش مابغيتيش ت عدّا لحودود معايا بوحدي
3lach mabghitich t t9ddem liha fzwaj yakma l3ayb fwalidiha,,علاش مابغيتيش ت تقدّم ليها فزواج ياكما لعايب فواليديها
3lach mabghitich t kerres liya 9ima kbira 3endek,,علاش مابغيتيش ت كرّس لييا قيما كبيرا عندك
3lach mabghitich t stafzzni yakma 7eydti mnek dik l9a3ida,,علاش مابغيتيش ت ستافزّني ياكما حيدتي منك ديك لقاعيدا
3lach mabghitich t tem2eni mli 3tawk l5bar,,علاش مابغيتيش ت تمءني ملي عتاوك لخبار
3lach mabghitich t t2emmel meni ghir rani baghir ghir nfere7 walidiya,,علاش مابغيتيش ت تءمّل مني غير راني باغير غير نفرح واليدييا
3lach mabghitich t 7dder dakchi li 5atgoul felmsre7,,علاش مابغيتيش ت حدّر داكشي لي خاتڭول فلمسرح
3lach mabghitich t tfa3el fhad l7efla,,علاش مابغيتيش ت تفاعل فهاد لحفلا
3lach mabghitich t btaker chi 7aja wa3ra b7al hadi,,علاش مابغيتيش ت بتاكر شي حاجا واعرا بحال هادي
3lach mabghitich t 7kem 3liya had l7ekma,,علاش مابغيتيش ت حكم علييا هاد لحكما
3lach mabghitich t ndir hadchi kamel,,علاش مابغيتيش ت ندير هادشي كامل
3lach mabghitich t t3oum 3edna fdar,,علاش مابغيتيش ت تعوم عدنا فدار
3lach mabghitich t teyyer ga3 douk lflouss li 3endek fcheryan dial dyour,,علاش مابغيتيش ت تيّر ڭاع دوك لفلوسّ لي عندك فشريان ديال ديور
3lach mabghitich t dowweb dk skar wach ki 3ejbek mada9o,,علاش مابغيتيش ت دووّب دك سكار واش كي عجبك ماداقو
3lach mabghitich t zid 3liya yakma kanb9a fik,,علاش مابغيتيش ت زيد علييا ياكما كانبقا فيك
3lach mabghitich t ttekka 3lih yakma mrid,,علاش مابغيتيش ت التكّا عليه ياكما مريد
3lach mabghitich t tbbe9 dak l9anoun,,علاش مابغيتيش ت تبّق داك لقانون
3lach mabghitich t 7ress wladek,,علاش مابغيتيش ت حرسّ ولادك
3lach mabghitich t redd3i weldek,,علاش مابغيتيش ت ردّعي ولدك
3lach mabghitich t rtabet yakma mrekez daba ghir 3la 9raytek,,علاش مابغيتيش ت رتابت ياكما مركز دابا غير علا قرايتك
3lach mabghitich t tr2es l2idara dial charika,,علاش مابغيتيش ت ترءس لإدارا ديال شاريكا
3lach mabghitich t 9tetlou yakma kayjik,,علاش مابغيتيش ت قتتلو ياكما كايجيك
3lach mabghitich t taaber f5demtek,,علاش مابغيتيش ت تابر فخدمتك
3lach mabghitich t 7eyyini mli knti dayz,,علاش مابغيتيش ت حيّيني ملي كنتي دايز
3lach mabghitich t dmme3 ra ghadi t7ess b5oumma,,علاش مابغيتيش ت دمّع را غادي تحسّ بخومّا
3lach mabghitich t taared dak cheffar ra hadi hiya 5demtek a lbolissi,,علاش مابغيتيش ت تارد داك شفّار را هادي هييا خدمتك أ لبوليسّي
3lach mabghitich t fsed wach 5ayf men lah,,علاش مابغيتيش ت فسد واش خايف من الله
3lach mabghitich t ster rassek yakma machi meslem,,علاش مابغيتيش ت ستر راسّك ياكما ماشي مسلم
3lach mabghitich t baarek liya,,علاش مابغيتيش ت بارك لييا
3lach mabghitich t 5tare9 site dial hadak lbernamej,,علاش مابغيتيش ت ختارق سيت ديال هاداك لبرنامج
3lach mabghitich t daa3ef dkchi li katswer fchher mabghitich t3ich l2oubaha,,علاش مابغيتيش ت داعف دكشي لي كاتسور فشهر مابغيتيش تعيش لأوباها
3lach mabghitich t dmej douk zouj wesfat ra kat5rej wa3ra,,علاش مابغيتيش ت دمج دوك زوج وسفات را كاتخرج واعرا
3lach mabghitich t derreb dak le33ab,,علاش مابغيتيش ت درّب داك لعّاب
3lach mabghitich t stenzef ga3 lma li ba9i 3endek 5ayf laysali,,علاش مابغيتيش ت ستنزف ڭاع لما لي باقي عندك خايف لايسالي
3lach mabghitich t kdir riyada btari9a kafya,,علاش مابغيتيش ت كدير رييادا بتاريقا كافيا
3lach mabghitich takol l7out yakma 3endek menou 7assasiya,,علاش مابغيتيش تاكول لحوت ياكما عندك منو حاسّاسييا
3lach mabghitich t t9dda men had su9,,علاش مابغيتيش ت تقدّا من هاد سوق
3lach mabghitich t tsab9 m3aya rani mfeddi 5atrbe7,,علاش مابغيتيش ت تسابق معايا راني مفدّي خاتربح
3lach mabghitich t chrref 3chi 9ehwa b7al hadi ou tkoun nta lpatron,,علاش مابغيتيش ت شرّف عشي قهوا بحال هادي و تكون نتا لپاترون
3lach mabghitich t jemmed dak l3assir,,علاش مابغيتيش ت جمّد داك لعاسّير
3lach mabghitich t daawi ras s3ibsek men dak lmerd,,علاش مابغيتيش ت داوي راس سعيبسك من داك لمرد
3lach mabghitich t tbadel m3aya douk touniyat li chrina ra had l3bar m5ayjinich,,علاش مابغيتيش ت تبادل معايا دوك تونييات لي شرينا را هاد لعبار مخايجينيش
3lach mabghitich t 7emmel ga3 had lmes2ouliyat,,علاش مابغيتيش ت حمّل ڭاع هاد لمسأولييات
3lach mabghitich t stehlek ga3 had lkimiya dial lmazout,,علاش مابغيتيش ت ستهلك ڭاع هاد لكيمييا ديال لمازوت
3lach mabghitich t 5chi dal lmouss fjibek,,علاش مابغيتيش ت خشي دال لموسّ فجيبك
3lach mabghitich t tsennani,,علاش مابغيتيش ت تسنّاني
