darija,eng,darija_ar
kayna ghir whda mazal fai9a,,كاينا غير وهدا مازال فايقا
ghir ntoma b2,,غير نتوما بء
ghir chwiya osafi,,غير شوييا أُسافي
wax t9ta3 lkhat,,واش تقتاع لخات
ymkn sala ghir sold,,يمكن سالا غير سولد
kanti sawltini 3la khoti,,كانتي ساولتيني علا خوتي
ah lah ykhalihom lik,,أه الله يخاليهوم ليك
ou nta 3andak khotak,,و نتا عانداك خوتاك
allh ykhalihom lik,,ألّه يخاليهوم ليك
9arya ghda,,قاريا غدا
la hta tlat,,لا هتا تلات
wax ghadi t9ari sabt,,واش غادي تقاري سابت
rani ghir wahd lkhawafa,,راني غير واهد لخاوافا
safi ana li nji,,سافي أنا لي نجي
ofin ntla9aw daba,,أُفين نتلاقاو دابا
safi hta nji wn9olik fin,,سافي هتا نجي ونقوليك فين
fin katrtahi nti,,فين كاترتاهي نتي
fin kayban lik trtahi,,فين كايبان ليك ترتاهي
fayn bghayti nta,,فاين بغايتي نتا
"li bghayti, nta",,"لي بغايتي, نتا"
chi blasa bghiti tchofiha,,شي بلاسا بغيتي تشوفيها
ma3rft chhal dayr lkra tama,,ماعرفت شهال داير لكرا تاما
hta nchof flface,,هتا نشوف فلفاس
ax kadiri,,أش كاديري
za3ma wax skhon lhal 3ndk,,زاعما واش سخون لحال عندك
ba9i majak n3as,,باقي ماجاك نعاس
ghadi nmchi n3as,,غادي نمشي نعاس
bax maydrak lbard,,باش مايدراك لبارد
anod ndawax daba,,أنود نداواش دابا
mn ba3d ou nhadro,,من باعد و نهادرو
thalay frask,,تهالاي فراسك
wayih kalma tarjamha logha okhra t3tik text,,واييه كالما تارجامها لوغا أُخرا تعتيك تشت
kijatak dik parti li sift lik,,كيجاتاك ديك پارتي لي سيفت ليك
glt hta rja3,,ڭلت هتا رجاع
tharakt wahd chwiya m3a wahd lostad,,تهاراكت واهد شوييا معا واهد لوستاد
mazyan fiha khir kidayar ljaw tama,,مازيان فيها خير كيدايار لجاو تاما
axno kan9ra,,أشنو كانقرا
9lt lik thalay frsk,,قلت ليك تهالاي فرسك
wanti jawbtini,,وانتي جاوبتيني
kidwzto lyom tmma,,كيدوزتو ليوم تمّا
kidayr ljew 3ndkom tmma,,كيداير لجو عندكوم تمّا
red 3liya bach makan,,رد علييا باش ماكان
anhtajhom ba3d ghada,,أنهتاجهوم باعد غادا
chokran bzaf lik,,شوكران بزاف ليك
ana tan nftakhar bi anani m3akom,,أنا تان نفتاخار بي أناني معاكوم
andiir kol li fjahdi bach nkhdmha o fay wa9t,,أنديّر كول لي فجاهدي باش نخدمها أُ فاي واقت
hna khasa jomla,,هنا خاسا جوملا
oui ana mshto,,وي أنا مسهتو
mohim lahn howa hadak,,موهيم لاهن هووا هاداك
chokrn jazilan ostad .,,شوكرن جازيلان أُستاد .
3fk ila kan momkin ostad dak nachid jdid,,عفك إلا كان مومكين أُستاد داك ناشيد جديد
liknti 3titina ostad,,ليكنتي عتيتينا أُستاد
3fk lahan olkalimat dylo lah ya3tik lkhir,,عفك لاهان أُلكاليمات ديلو الله ياعتيك لخير
glti lina ostad mrdich tal9awh fal youtube,,ڭلتي لينا أُستاد مرديش تالقاوه فال يوتوب
3fk khoya achno l3onwan dyl had nachid ?,,عفك خويا أشنو لعونوان ديل هاد ناشيد ?
salam tahiya tarbaouiya,,سالام تاهييا تارباوييا
hadi wahd lmajmo3a dyal lbita9at,,هادي واهد لماجموعا ديال لبيتاقات
ntmana ay wahd ikono 3ndo chawahid,,نتمانا أي واهد إكونو عندو شاواهيد
nady nady,,نادي نادي
oui marhba,,وي مارهبا
labas elikom,,لاباس إليكوم
hmd lah ontoma,,همد الله أُنتوما
wa3alyka salm lhmdo lilah,,واعاليكا سالم لهمدو ليلاه
lehla yekhtik lah yekbr bik,,لهلا يختيك الله يكبر بيك
dkhel lfb chof wahed vid tagitk fih,,دخل لفب شوف واهد ڤيد تاڭيتك فيه
bach mhtaflin,,باش مهتافلين
nadii motor tbarklah,,ناديّ موتور تباركلاه
hta sbah onwrik motori,,هتا سباه أُنوريك موتوري
ra kharej db,,را خارج دب
fen nta hani,,فن نتا هاني
kolchi mzn,,كولشي مزن
kidayr m3a saha,,كيداير معا ساها
fen akhouya hanii,,فن أخويا هانيّ
wach eid miladek lyoum?,,واش إيد ميلادك ليوم?
lahfdek nta hani kolchi mz1,,لاهفدك نتا هاني كولشي مز1
wlh ila lhmdullh am3a lwa9t,,وله إلا لهمدولّه أمعا لواقت
kolshi mz1,,كولسهي مز1
lhfdek akhiii hta ntoma,,لهفدك أخيّي هتا نتوما
