darija,eng,darija_ar
dakchi li kteb 3llik lah,,داكشي لي كتب علّيك الله
mab9a walou koula ymchi b7alou,,مابقا والو كولا يمشي بحالو
koula wahed y3ich hyatou,,كولا واهد يعيش هياتو
l7yat haka dayra,,لحيات هاكا دايرا
khasek dima d7i bach t3ich,,خاسك ديما دحي باش تعيش
wlity katcheki fia,,وليتي كاتشكي فيا
koula ydir li bgha,,كولا يدير لي بغا
diha frasek chwia,,ديها فراسك شويا
3lach bghity tswirty,,علاش بغيتي تسويرتي
3endakoum t7achmouni m3a syd,,عنداكوم تحاشموني معا سيد
ma3rt fin kan,,ماعرت فين كان
khassek twli tchaweri,,خاسّك تولي تشاوري
khasek twajhi bnadem,,خاسك تواجهي بنادم
khas ykoun wjhek 9ase7,,خاس يكون وجهك قاسح
khasek t7arbi,,خاسك تحاربي
siri gheddi bentek,,سيري غدّي بنتك
s7eblek ma3e9tch bik,,سحبلك ماعقتش بيك
sma3ha wja kayjri,,سماعها وجا كايجري
tchahit lkhobz skhoun,,تشاهيت لخوبز سخون
had l3cha rah bred,,هاد لعشا راه برد
wach ghanb9aw ntsanaw fikoum hna,,واش غانبقاو نتساناو فيكوم هنا
chkoun li dar hadchi?,,شكون لي دار هادشي?
3tiwni chi ma3loumat,,عتيوني شي ماعلومات
ma3fach fin nmchi,,ماعفاش فين نمشي
ma3arfach chnou ghandir bdabt,,ماعارفاش شنو غاندير بدابت
achnou dawr dyali ana hna,,أشنو داور ديالي أنا هنا
li tghawtih jrih,,لي تغاوتيه جريه
raki ghir kady3i w9tek,,راكي غير كاديعي وقتك
staghli lforsa daba,,ستاغلي لفورسا دابا
dir chi haja tnef3ek,,دير شي حاجة تنفعك
3tiwni ra2ykoum f hadchi,,عتيوني راإيكوم ف هادشي
koula kaydir ryou,,كولا كايدير ريو
kinder nensah,,كيندر ننساه
koulchi khlesnah,,كولشي خلسناه
lyam ghadi twarik,,ليام غادي تواريك
zman gfhadi y9arik,,زمان ڭفهادي يقاريك
tmnit nkounou n7alkoum,,تمنيت نكونو نحالكوم
hadi rah dyalk,,هادي راه ديالك
mamzyanch hadchi,,مامزيانش هادشي
bayta lil kaml kantsanah,,بايتا ليل كامل كانتساناه
