darija,eng,darija_ar
mdgh mzyan lmakla,,مدغ مزيان لماكلا
3awtani rwnti dniya,,عاوتاني رونتي دنييا
jm3 bitk,,جمع بيتك
tl9 rask khlass,,تلق راسك خلاسّ
hbt mn shjra,,هبت من سهجرا
3ndak tih,,عنداك تيه
shouf fin tatht rjlk,,سهوف فين تاتهت رجلك
ghadi tfzg bshta,,غادي تفزڭ بسهتا
di m3ak lmidla dyalk,,دي معاك لميدلا ديالك
matjrish,,ماتجريسه
tmsha ghir bshwiya,,تمسها غير بسهوييا
rah ba9i 3ndk lw9t,,راه باقي عندك لوقت
rah ba9i masalit hdrti,,راه باقي ماساليت هدرتي
sali b3da dakshi li fydk,,سالي بعدا داكسهي لي فيدك
wash nta smk,,واسه نتا سمك
wash mahshmtish,,واسه ماهسهمتيسه
mathdrsh bhal hakda,,ماتهدرسه بهال هاكدا
msha lhal,,مسها لحال
wash nta hm9 wla malk,,واسه نتا همق ولا مالك
wash kmlti 9raytk,,واسه كملتي قرايتك
dayrha sba,,دايرها سبا
mab9a 3ndi ta ryal,,مابقا عندي تا ريال
bda kaytl3 liya dm,,بدا كايتلع لييا دم
bdit mn ziro,,بديت من زيرو
knhs brassi mrtah,,كنهس براسّي مرتاه
kanshyt lflous,,كانسهيت لفلوس
hani jay,,هاني جاي
masahlash,,ماساهلاسه
mawadhsh,,ماوادهسه
tanhs brassi mkhnou9,,تانهس براسّي مخنوق
bghit n3ss,,بغيت نعسّ
wash dwzti nhar lhd zwin,,واسه دوزتي نهار لهد زوين
matsarahtish,,ماتساراهتيسه
ash mn ktab kat9ra,,أسه من كتاب كاتقرا
ana makanshrish bzaf diyal lktouba,,أنا ماكانسهريسه بزاف دييال لكتوبا
fash kanbghi n9ra kanmshi llmktaba,,فاسه كانبغي نقرا كانمسهي اللمكتابا
rah dhoukiya wjtima3iya,,راه دهوكييا وجتيماعييا
rah sghira w 3ndha 3inin kbar,,راه سغيرا و عندها عينين كبار
katlbs saya khdra,,كاتلبس سايا خدرا
ana kan9lb 3lik,,أنا كانقلب عليك
skat 3afakom,,سكات عافاكوم
wash momkin thda shwiya,,واسه مومكين تهدا سهوييا
ana lyom 3otla,,أنا ليوم عوتلا
ja lw9t bash nmshiw,,جا لوقت باسه نمسهيو
3ndi ropo nhar wahd,,عندي روپو نهار واهد
hadi akhir haja knt ka ntw93ha,,هادي أخير حاجة كنت كا نتوقعها
shd sf,,سهد سف
kayn m3ak shi haja diklariha,,كاين معاك سهي حاجة ديكلاريها
kolshi diyalk,,كولسهي دييالك
wash 3ndk ladrissa,,واسه عندك لادريسّا
bshhal twslni,,بسههال توسلني
shhal diyal lw9t bash nwslo,,سههال دييال لوقت باسه نوسلو
shhal w nta khdam ftaxi,,سههال و نتا خدام فتاشي
ashno smit had lblassa,,أسهنو سميت هاد لبلاسّا
3lash katswl,,علاسه كاتسول
matzrbsh,,ماتزربسه
ana tal3 fsansour,,أنا تالع فسانسور
ana tal3 fdrouj,,أنا تالع فدروج
fy9ni ghda bkri,,فيقني غدا بكري
m3ash bghiti nfy9k,,معاسه بغيتي نفيقك
3afak bghit shi ghta,,عافاك بغيت سهي غتا
ashno mtybin lyom,,أسهنو متيبين ليوم
shhal taman,,سههال تامان
hadshi ghali bzaf,,هادسهي غالي بزاف
n9s shwiya,,نقس سهوييا
tsawb m3ana ftaman,,تساوب معانا فتامان
wash 3ndk hwayj diyal l3yalat,,واسه عندك حوايج دييال لعيالات
kayna jlaba,,كاينا جلابا
wash ma3ndksh tkasht,,واسه ماعندكسه تكاسهت
wash ghadi tfsli shi tkshita,,واسه غادي تفسلي سهي تكسهيتا
ma3ndish l3bar,,ماعنديسه لعبار
wash 3ndk hwayj diyal rjal,,واسه عندك حوايج دييال رجال
fin kaytba3o lbrard wlkissan,,فين كايتباعو لبرارد ولكيسّان
bghit nakhod kado,,بغيت ناخود كادو
nkhaf ythrsso liya,,نخاف يتهرسّو لييا
ki dayrin drari labas,,كي دايرين دراري لاباس
fin had lghbra,,فين هاد لغبرا
bghit nmshi lsbitar ndwz,,بغيت نمسهي لسبيتار ندوز
3lash ashno dark,,علاسه أسهنو دارك
darini lhla9m,,داريني لهلاقم
darbni lbrd,,داربني لبرد
