darija,eng,darija_ar
ila 9derti dih ltbib,,إلا قدرتي ديه لتبيب
awalane bday lih btamarin sahla,,أوالان بداي ليه بتامارين ساهلا
3tih dwa ta3 kerch,,عتيه دوا تاع كرش
3tih dakchi tabi3i,,عتيه داكشي تابيعي
baadi 3la cristal w dakchi,,بادي علا كريستال و داكشي
diri lih lma dyal ber9ou9,,ديري ليه لما ديال برقوق
taybi ber9ou9 f makla,,تايبي برقوق ف ماكلا
3tih 3assir limoun,,عتيه عاسّير ليمون
ki3ti rbi lfol ghilma3ndo dras,,كيعتي ربي لفول غيلماعندو دراس
3tih ga3 khodar li khedra,,عتيه ڭاع خودار لي خدرا
waklih zeri3t ketane mat7ouna f danone,,واكليه زريعت كتان ماتحونا ف دانون
kiwi hta howa kijeri kerch,,كيوي هتا هووا كيجري كرش
3neb 9ash 3la trabya,,عنب قاسه علا ترابيا
tangolik hadchi hit 3anito,,تانڭوليك هادشي هيت عانيتو
3nit m3a bnti,,عنيت معا بنتي
dert liha regime f makla,,درت ليها رڭيم ف ماكلا
bnti 3ndha mochkile,,بنتي عندها موشكيل
may9der yt7ale hta dir 6 ans,,مايقدر يتحال هتا دير 6 أنس
li chaf commentaire yd3i lia m3 bnti,,لي شاف كومّنتاير يدعي ليا مع بنتي
diteha 3nd gastro pédiatre,,ديتها عند ڭاسترو پéدياتر
derna ta7alile w kolchi,,درنا تاحاليل و كولشي
l9ina ana lma li katchreb kimchi,,لقينا أنا لما لي كاتشرب كيمشي
lma makib9ach liha f msarnha,,لما ماكيبقاش ليها ف مسارنها
msareneha nachfine men lma,,مسارنها ناشفين من لما
3ndha wahed dwa li takhdo dima,,عندها واهد دوا لي تاخدو ديما
w9tema kat9bet lia kan3tih liha.,,وقتما كاتقبت ليا كانعتيه ليها.
ana bnti bhad mochkile dart liha fissure,,أنا بنتي بهاد موشكيل دارت ليها فيسّور
khaski thaydi liha lfranat,,خاسكي تهايدي ليها لفرانات
hakka kat9ad,,هاكّا كاتقاد
maba9ich thrrak lik,,ماباقيش تهرّاك ليك
khsha wahd l3iba ldakhl,,خسها واهد لعيبا لداخل
ktkon mhrsa,,كتكون مهرسا
w93atliya mkhlit madrt liha,,وقعاتلييا مخليت مادرت ليها
jbna lm3lm saybha,,جبنا لمعلم سايبها
bdliha dik lpyasa,,بدليها ديك لپياسا
m3rftch dor dyal mrt losi,,معرفتش دور ديال مرت لوسي
sifti liya nraj3o ana wiyak,,سيفتي لييا نراجعو أنا ويياك
nfss moshkul wqe3 lina f sciences de gestion,,نفسّ موسهكول وقع لينا ف سسينسس د ڭستيون
bhah bhal ghtiha hsan,,بهاه بهال غتيها هسان
brit ndir chi khotwa,,بريت ندير شي خوتوا
bach nzid brassi,,باش نزيد براسّي
ma3rftch kifach.ndir liha,,ماعرفتش كيفاش.ندير ليها
khdam f dwla hamdolah,,خدام ف دولا هامدولاه
salaire mzyan,,سالاير مزيان
mamrtahx mli dkhelt,,مامرتاهش ملي دخلت
hadi 3 ans wana f blasti,,هادي 3 أنس وانا ف بلاستي
kandir nefs khdma,,كاندير نفس خدما
kanchof nass m3aya 10 ans,,كانشوف ناسّ معايا 10 أنس
f nefss poste,,ف نفسّ پوست
saraha ana man9drch,,ساراها أنا مانقدرش
drebt tamara dyal bsa7,,دربت تامارا ديال بساح
9rit w knt kanji daymn lowl,,قريت و كنت كانجي دايمن لوول
kanchuf s7abi li mchaw 3la bra,,كانشوف سحابي لي مشاو علا برا
kaybdlo khdami daymn,,كايبدلو خدامي دايمن
kayzido yt3allmo,,كايزيدو يتعالّمو
f blasti mnhar tkhrjna.,,ف بلاستي منهار تخرجنا.
makay3tiwch hta 8000 dh .,,ماكايعتيوش هتا 8000 ده .
fnadarkum chnu 7ell .,,فناداركوم شنو حلّ .
kanfkr f berra wakha kbert,,كانفكر ف برّا واخا كبرت
maerftch wach mzyana wla la,,مارفتش واش مزيانا ولا لا
tla3 andhom maxi thot cv,,تلاع أندهوم ماشي تهوت كڤ
dwi m3ahom,,دوي معاهوم
wa9af 3la khdma w kda,,واقاف علا خدما و كدا
kidkhlo drari y5admo,,كيدخلو دراري يخادمو
diri liha lmkhinza m3a limon,,ديري ليها لمخينزا معا ليمون
saybi liha 9hwa tchrbsa,,سايبي ليها قهوا تشربسا
diri liha lbsla tht rjilatha,,ديري ليها لبسلا تهت رجيلاتها
lbsi liha t9achr,,لبسي ليها تقاشر
diri liha ma2 zhr fjbhtha,,ديري ليها ماء زهر فجبهتها
ana kynf3ni gir toma,,أنا كينفعني ڭير توما
kn9t3aaha wynzid 3liha zit,,كنقتعاها وينزيد عليها زيت
ykhti bghit nsmh lihom,,يختي بغيت نسمه ليهوم
wlkn m9drtch,,ولكن مقدرتش
bsh droh liya,,بسه دروه لييا
adwni fi aghla hja,,أدوني في أغلا هجا
mansmhch lihom,,مانسمهش ليهوم
wllah ila hadchi kaml,,ولّاه إلا هادشي كامل
kayn 4ahna 9rib,,كاين 4اهنا قريب
yallah drna dar,,يالّاه درنا دار
9alo lina finahya zrda,,قالو لينا فيناهيا زردا
khti chdat lbak,,ختي شدات لباك
9alo liha fin l3rada,,قالو ليها فين لعرادا
rajl khalti chra tobil,,راجل خالتي شرا توبيل
wahta ila tl9ti fin zrda hh,,واهتا إلا تلقتي فين زردا هه
fin zarda,,فين زاردا
jbti rekhsa fiin zerdaa,,جبتي رخسا فيّن زردا
zrda hiya kolchi bnisba lshab lkrch,,زردا هييا كولشي بنيسبا لسهاب لكرش
khasna zarda,,خاسنا زاردا
wlh ihta kayna,,وله إهتا كاينا
dakhlini akhti lgroup,,داخليني أختي لڭروپ
dakhlini lwatsap,,داخليني لواتساپ
nchof chno kin,,نشوف شنو كين
atmina li fsawar,,أتمينا لي فساوار
nzido.3lihom.10dh,,نزيدو.عليهوم.10ده
bkht kisan monda,,بخت كيسان موندا
5ti fin kina wax kadiri tawsil,,ختي فين كينا واش كاديري تاوسيل
aji 3and l9isryat aswa9 swalm,,أجي عاند لقيسريات أسواق سوالم
fryad sahl tatba3 tma,,فرياد ساهل تاتباع تما
3and wahd lmahal,,عاند واهد لماهال
l5odra r5isa lyom,,لخودرا رخيسا ليوم
koxi tmha liya,,كوشي تمها لييا
l5adma ta3 nhar da3t,,لخادما تاع نهار داعت
narii 3la zhar,,ناريّ علا زهار
wa5a nkon kafr madiro liya haka,,واخا نكون كافر ماديرو لييا هاكا
9lab sata ts3od,,قلاب ساتا تسعود
daw kitfa oyx3al,,داو كيتفا أُيشعال
najar li ltaht 9talna bi l4abra,,ناجار لي لتاهت قتالنا بي ل4ابرا
wlat 3andi hasasiya,,ولات عاندي هاساسييا
ghi xof kif dir m3aya,,غي شوف كيف دير معايا
tamalk asahbi 3la had f3ayl,,تامالك أساهبي علا هاد فعايل
fik lf3ayl ta3 l3yalat,,فيك لفعايل تاع لعيالات
5adm lia rotor,,خادم ليا روتور
masda9tix ashbi,,ماسداقتيش أسهبي
maf3ayl mawalo hado,,مافعايل ماوالو هادو
xof fot tri9i,,شوف فوت تريقي
fotni ola ma4adi y3ajbk hal,,فوتني أُلا ما4ادي يعاجبك هال
9lab 3liya lah yrham bak,,قلاب علييا الله يرهام باك
diha fi jiha darak,,ديها في جيها داراك
thawl men had darb,,تهاول من هاد دارب
sir loh rask,,سير لوه راسك
t3ard ltran,,تعارد لتران
malay9 lwalo,,مالايق لوالو
tab3ini finma mxit,,تابعيني فينما مشيت
xa3l lmanon,,شاعل لمانون
hni fi wlidatk homa lidaymin lik,,هني في وليداتك هوما ليدايمين ليك
shab bra homa li mtal3in l39ar,,سهاب برا هوما لي متالعين لعقار
ra bnadm kaymxi bra,,را بنادم كايمشي برا
kaybi3 l4bra fi bara,,كايبيع ل4برا في بارا
rakayd5l zbabl dyal flos,,راكايدخل زبابل ديال فلوس
mkay9dx y7thom fl banka,,مكايقدش يحتهوم فل بانكا
kayxri l39ar bax ybayd lflos,,كايشري لعقار باش يبايد لفلوس
a4lbiya dyal l4bara fbra,,أ4لبييا ديال ل4بارا فبرا
saknin ghi fi wnawahi,,ساكنين غي في وناواهي
fkatl9a l39ar tal3 bzaf,,فكاتلقا لعقار تالع بزاف
hadxi ktar mn l9yas,,هادشي كتار من لقياس
li kaygol lafak 5iba rah homa li5aybin,,لي كايڭول لافاك خيبا راه هوما ليخايبين
b4aw l mdaris l3olya,,ب4او ل مداريس لعوليا
zid ozid la2iha ba9a twila,,زيد أُزيد لاإها باقا تويلا
fra xhal mn mdina hsn mn mdintna,,فرا شهال من مدينا هسن من مدينتنا
fiha xarikat o mdaris 3olya bzaf,,فيها شاريكات أُ مداريس عوليا بزاف
mktl9ax l39ar fihabhalhna,,مكتلقاش لعقار فيهابهالهنا
ela hsab dorof,,إلا هساب دوروف
lflos t9lb ela maliha,,لفلوس تقلب إلا ماليها
f linkedin li khdamin fihom bjoj,,ف لينكدين لي خدامين فيهوم بجوج
tswlhom enfin de compte,,تسولهوم إنفين د كومپت
mb9tch f lmdina b9at f salaireodorof,,مبقتش ف لمدينا بقات ف سالايرودوروف
3yon char9ia mdina sghira,,عيون شارقيا مدينا سغيرا
m3icha rkhissa w kra hta howa,,معيشا رخيسّا و كرا هتا هووا
ma fihach marafi9,,ما فيهاش مارافيق
t9dritsoknifoujda,,تقدريتسوكنيفوجدا
laaioun ma3andha fin daya3 flossha,,لايون ماعاندها فين داياع فلوسّها
nass dyalha lmaghrab kolchi kayd5ol ldaro,,ناسّ ديالها لماغراب كولشي كايدخول لدارو
lma4rab kolxi na3ass fdaro,,لما4راب كولشي ناعاسّ فدارو
mdina momila bzzf,,مدينا موميلا بزّف
mdina mafiha 7ta chi 7aja,,مدينا مافيها حتا شي حاجا
kanat kata9ra bach moraha twadf,,كانات كاتاقرا باش موراها توادف
b4at t3ich xwiya la vietamchilfes,,ب4ات تعيش شوييا لا ڤيتامشيلفس
3la hssab 3ilmi ano onee hssan,,علا هسّاب عيلمي أنو أُني هسّان
banasba lama3icha 4alya,,باناسبا لاماعيشا 4اليا
raha mdina sghira mafihax kolxi,,راها مدينا سغيرا مافيهاش كولشي
lma3icha rkhissa mo9aranatan b fes,,لماعيشا رخيسّا موقاراناتان ب فس
nassha mzyanin omswabin,,ناسّها مزيانين أُمسوابين
maratl9aych fiha ka3 lmarafi9,,ماراتلقايش فيها كاع لمارافيق
dar sghiwra bzaf,,دار سغيورا بزاف
onee 7sn côté salaire,,أُني حسن كôتé سالاير
lkhdma mrta7a w7sn mn la radeef,,لخدما مرتاحا وحسن من لا راديف
fes kamdina 7sn,,فس كامدينا حسن
l3yon chr9ya sghira wb3ida,,لعيون شرقيا سغيرا وبعيدا
mafiha maydar dik lmra,,مافيها مايدار ديك لمرا
hya tkhtar 3la 7sab les prioritésdyalha,,هيا تختار علا حساب لس پريوريتéسديالها
man ahsan l3youn char9ya fiha calme,,مان أهسان لعيون شارقيا فيها كالم
nas drayfin mkan li igoloha chhal s3a,,ناس درايفين مكان لي إڭولوها شهال سعا
fes mdina kbira b les positives et negatives,,فس مدينا كبيرا ب لس پوسيتيڤس إت نڭاتيڤس
hda mkan ahsan ila ylh khdat diplôme,,هدا مكان أهسان إلا يله خدات ديپلôم
kyn des offres f les ministers,,كين دس أُفّرس ف لس مينيسترس
kin mahsan b alf daraja,,كين ماهسان ب ألف داراجا
tzid tsber tkaml 9raytha,,تزيد تسبر تكامل قرايتها
khasha mdina kbira,,خاسها مدينا كبيرا
oujda b3idachwiyaaliha,,وجدا بعيداشويياليها
ghada tachba3 ghi 3jaj,,غادا تاشباع غي عجاج
hsane liha hna,,هسان ليها هنا
lmanta9a s3iba 3liha chwia,,لمانتاقا سعيبا عليها شويا
bhokmetajriba dyali tb3d hsn,,بهوكمتاجريبا ديالي تبعد هسن
9olha tji l mdintak,,قولها تجي ل مدينتاك
a7san khadma 7aliyan 3adna hna,,أحسان خادما حالييان عادنا هنا
homa nas li khadamin f dawla,,هوما ناس لي خادامين ف داولا
kadkhol tl9ahom galsin mjam3in,,كادخول تلقاهوم ڭالسين مجامعين
lftor fw9to lghda bwa9to,,لفتور فوقتو لغدا بواقتو
stira7a fkol wa9t,,ستيراحا فكول واقت
3aychin mfaykin fo9 salk,,عايشين مفايكين فوق سالك
salaire mn fo9 mandwiwch 3lih,,سالاير من فوق ماندويوش عليه
mandwiwx 3la s7ab rchawi hadok bo7dhom,,ماندويوش علا سحاب رشاوي هادوك بوحدهوم
lma3icha mkhayra kolchi flmotanawal,,لماعيشا مخايرا كولشي فلموتاناوال
9riblik 4a3 lmodon ara matsara,,قريبليك 4اع لمودون أرا ماتسارا
achdaha lchi 3yon tmchi tama,,أشداها لشي عيون تمشي تاما
yla bghat tji tchof walidiha khasha2jdlmrkob,,يلا بغات تجي تشوف واليديها خاسهاءجدلمركوب
machi muchkil ydiro li bghaw,,ماشي موشكيل يديرو لي بغاو
y7olo lina l biban nmchiw f7alna,,يحولو لينا ل بيبان نمشيو فحالنا
machi zaama tssad 3leya,,ماشي زاما تسّاد عليا
dyrin feyamabghaw,,ديرين فيامابغاو
awal haja salmi,,أوال حاجة سالمي
khask t9abliha hna,,خاسك تقابليها هنا
ghadi tkoni makroha,,غادي تكوني ماكروها
tahoma kaykhadmo taht da4t,,تاهوما كايخادمو تاهت دا4ت
makaydiroch dakchi li khaso idar,,ماكايديروش داكشي لي خاسو إدار
bnisbalnadafa dnya n9iya,,بنيسبالنادافا دنيا نقييا
walidin makayet3awdouchi,,واليدين ماكايتعاودوشي
inchaallah tejbar chi bnt nas,,إنشالّاه تجبار شي بنت ناس
bnt nas litehsenbikobih,,بنت ناس ليتهسنبيكوبيه
katakhd dik 2 drial dyal letat,,كاتاخد ديك 2 دريال ديال لتات
bghiti tsetta ola,,بغيتي تستّا أُلا
mab9itich katrda b3a2iltk,,مابقيتيش كاتردا بعاإلتك
lahawla wala9owata ilabillahm3ahadchabab,,لاهاولا والاقوواتا إلابيلّاهمعاهادشاباب
mazyan lihom yab9aw fi l3robiya,,مازيان ليهوم يابقاو في لعروبييا
mlahyin m3a dakshi otabi3a,,ملاهيين معا داكسهي أُتابيعا
nhar igalso ghadi imardo f 3damhom,,نهار إڭالسو غادي إماردو ف عدامهوم
lmalal ghadi yjihom,,لمالال غادي يجيهوم
ghir thala fihom o khalihom3lara7thom,,غير تهالا فيهوم أُ خاليهومعلاراحتهوم
ahssan haja hya ykouno mlhyine,,أهسّان حاجة هيا يكونو ملهيين
okaydirou chi haja kaybghiwha,,أُكايديرو شي حاجة كايبغيوها
allah ykhlihoum lik,,الله يخليهوم ليك
rah nhar yhbssouymerdou,,راه نهار يهبسّويمردو
khoya dkhel so9 raseek,,خويا دخل سوق راسيك
kheli wailidik y3ichom3ak,,خلي وايليديك يعيشومعاك
y3ixo lhayat li bghaw homa,,يعيشو لهايات لي بغاو هوما
tkerfiis howa li ghat chofo,,تكرفيّس هووا لي غات شوفو
fach ghat9telhom rtahh dik sa3a,,فاش غاتقتلهوم رتاهه ديك ساعا
l3yabketretn3as,,لعيابكترتنعاس
ana blastk nkhdm m3ahoum,,أنا بلاستك نخدم معاهوم
5dam en parallèle m3a khdmti,,خدام إن پارالّèل معا خدمتي
lfla7a zina,,لفلاحا زينا
la ma rnatkch tchb3 jou3k,,لا ما رناتكش تشبع جوعك
katkhallik mrtabt b bladk,,كاتخالّيك مرتابت ب بلادك
nas wellaw yhrbou mn lmdina,,ناس ولّاو يهربو من لمدينا
nas k ymchiw l3robiaydiroulfla7a,,ناس ك يمشيو لعروبيايديرولفلاحا
telefon mab9ax b4a ytxarja,,تلفون مابقاش ب4ا يتشارجا
rakbt wldi fo9 l3awd,,راكبت ولدي فوق لعاود
tdrab bi l9ortas,,تدراب بي لقورتاس
bani joj dyor,,باني جوج ديور
xrit dwa sara9 zit,,شريت دوا ساراق زيت
btata stin ryal,,بتاتا ستين ريال
had darb rana 9dima fih,,هاد دارب رانا قديما فيه
tsna fi blastk ana jaya,,تسنا في بلاستك أنا جايا
mabghitx nmxi 9bla n4ol lik blama,,مابغيتش نمشي قبلا ن4ول ليك بلاما
bxhal had lkririsa,,بشهال هاد لكريريسا
malek mstrisya,,مالك مستريسيا
wax 4adu t5alini m3ah bohdi,,واش 4ادو تخاليني معاه بوهدي
maxi so9na fi hyato,,ماشي سوقنا في هياتو
yak siyad ti9a,,ياك سيياد تيقا
rahna damnin sayd,,راهنا دامنين سايد
ana 4adi ndir 5admti,,أنا 4ادي ندير خادمتي
bghit ntraz9 biha lah,,بغيت نترازق بيها الله
ndir bay3a oxarya,,ندير بايعا أُشاريا
3lax kat4oliha onti m4awbxa,,علاش كات4وليها أُنتي م4اوبشا
xhal tmnina xi wliyd bhalo ybki 3lina,,شهال تمنينا شي ولييد بهالو يبكي علينا
walidik li jaw,,واليديك لي جاو
rah 5ask tkon farhana rak walda,,راه خاسك تكون فارهانا راك والدا
4adi tb9a wa9f nhar kaml,,4ادي تبقا واقف نهار كامل
hta labsa li labsa raha zwina,,هتا لابسا لي لابسا راها زوينا
jbti snidi9a fin diri sarf,,جبتي سنيديقا فين ديري سارف
badalna l9fol axrif,,بادالنا لقفول أشريف
jrit 3lik men dar,,جريت عليك من دار
hado maxi f3ayl alala,,هادو ماشي فعايل ألالا
rajl ta3 bsah ki5admo,,راجل تاع بساه كيخادمو
siri 3tih swarat,,سيري عتيه سوارات
rah mabaghix yrda3,,راه ماباغيش يرداع
db yrja3 lik lhlib otrad3ih,,دب يرجاع ليك لهليب أُترادعيه
wax bghiti tfdahni méa walidia,,واش بغيتي تفداهني مéا واليديا
ma4adi ytra walo lwaldi,,ما4ادي يترا والو لوالدي
mahadha t9a9i ohiya tzid fi lbayd,,ماهادها تقاقي أُهييا تزيد في لبايد
kan4ol lik mada5lix lbarani ldar,,كان4ول ليك ماداخليش لباراني لدار
bghit nt9ayd fi lhamla ta3 l3aynin,,بغيت نتقايد في لهاملا تاع لعاينين
katanzi 3liya,,كاتانزي علييا
taf9t m3ahom 3la lbi3,,تافقت معاهوم علا لبيع
5aft ghi tji dir lina xoha,,خافت غي تجي دير لينا شوها
3andak tmxi tla9aha,,عانداك تمشي تلاقاها
xkon 4alt fina,,شكون 4الت فينا
maystahlx yd5ol,,مايستاهلش يدخول
ila d5alti ana n5roj,,إلا دخالتي أنا نخروج
had dar maxi ay wahd yd5ol liha,,هاد دار ماشي أي واهد يدخول ليها
xli fomk bi l3sal 3ad dwi,,شلي فومك بي لعسال عاد دوي
frani alfirari,,فراني ألفيراري
ax had da5la,,أش هاد داخلا
kat9lb fi zabala,,كاتقلب في زابالا
motor skat lih lisans,,موتور سكات ليه ليسانس
tfadho 9odam nas,,تفادهو قودام ناس
dir katib 3omomi,,دير كاتيب عومومي
bi3 lhandi,,بيع لهاندي
