darija,eng,darija_ar
"ana m3ak, safi 3ich l7ayat.",,"أنا معاك, سافي عيش لحايات."
sh7al 3andi?,,سهحال عاندي?
s7i7.,,سحيح.
ana 3ndi chi 5edma flmktba.,,أنا عندي شي خدما فلمكتبا.
"good, kifash kat3rf t3oum?",,"ڭود, كيفاسه كاتعرف تعوم?"
kayn sda3 flmktaba,,كاين سداع فلمكتابا
ana fl3roubiya,,أنا فلعروبييا
5assini chi flouss,,خاسّيني شي فلوسّ
kidayr ljew lyouma,,كيداير لجو ليوما
3lach magltich liya l7a9i9a?,,علاش ماڭلتيش لييا لحاقيقا?
t9der tehder beshwiya?,,تقدر تهدر بسهوييا?
matsharfin.,,ماتسهارفين.
wash katskn hna?,,واسه كاتسكن هنا?
"makanakolsh l7em, lbid o djaj.",,"ماكاناكولسه لحم, لبيد أُ دجاج."
kanakol ghir lkhodra.,,كاناكول غير لخودرا.
lmakla bnina.,,لماكلا بنينا.
qr3a dyal lma 3afak.,,قرعا ديال لما عافاك.
imta lghda?,,إمتا لغدا?
wash kayn lma skhon?,,واسه كاين لما سخون?
bghit shi bit 3afak.,,بغيت سهي بيت عافاك.
lma skhon.,,لما سخون.
lma bard.,,لما بارد.
"ah, l3ouman memnou3 hna",,"أه, لعومان ممنوع هنا"
wach katwesel lhad lblassa ?,,واش كاتوسل لهاد لبلاسّا ?
kifach katwazn bin l5edma ou 7yatek ?,,كيفاش كاتوازن بين لخدما و حياتك ?
l9ehwa s5ouna bezzaf,,لقهوا سخونا بزّاف
labssa kesswa zer9a,,لابسّا كسّوا زرقا
5aymchi yseyed flwad,,خايمشي يسيد فلواد
t 9der t9eleb m3aya 3la chi produit dial bechra 7essass ?,,ت قدر تقلب معايا علا شي پرودويت ديال بشرا حسّاسّ ?
t 9der tchouf liya wach kayn chi solde flproduiyat tendif had simana ?,,ت قدر تشوف لييا واش كاين شي سولد فلپرودوييات تنديف هاد سيمانا ?
kaynin bezzaf mayt5tar,,كاينين بزّاف مايتختار
ach ban lik nketbou lbe3diyatna berat dial l7oub ?,,أش بان ليك نكتبو لبعديياتنا برات ديال لحوب ?
tedribat dialna ou lpreparation nef3ouna bezzaf flmatch dial lyoum,,تدريبات ديالنا و لپرپاراتيون نفعونا بزّاف فلماتش ديال ليوم
b9ina kantsenaw l5asm y5let,,بقينا كانتسناو لخاسم يخلت
kan 5assna nb9aw mltazmin,,كان خاسّنا نبقاو ملتازمين
safi nit mouda hadi ou ana baghi njreb chi 2atba9 talyaniya,,سافي نيت مودا هادي و أنا باغي نجرب شي أتباق تاليانييا
li sme3t rahom ki5eltou mada9at dial lmakla dila bouldan ktira ?,,لي سمعت راهوم كيخلتو ماداقات ديال لماكلا ديلا بولدان كتيرا ?
nass kigoulou 3lih wa3er,,ناسّ كيڭولو عليه واعر
ra deja chet imta 5aykoun lfilm,,را دجا شت إمتا خايكون لفيلم
ma-fhmtch,,ما-فهمتش
"l-bar7, chrbt atay blaskkar",,"ل-بارح, شربت أتاي بلاسكّار"
"l7ed lli fat, mchit ll-mdina u chrit jllaba",,"لحد اللي فات, مشيت الل-مدينا و شريت جلّابا"
mchit 3ed dentiste bach y9elebni,,مشيت عد دنتيست باش يقلبني
lma7al kan 3endhom solde 9ssir 3la chi produiyat,,لماحال كان عندهوم سولد قسّير علا شي پرودوييات
l5outa dial lfra9i ftiran kant nadya,,لخوتا ديال لفراقي فتيران كانت ناديا
riyada katzid lik mn ti9a,,رييادا كاتزيد ليك من تيقا
kifach kathalla frassek ?,,كيفاش كاتهالّا فراسّك ?
achnahiya l7aja li maymkench mat7yedhach mn chlada ?,,أشناهييا لحاجا لي مايمكنش ماتحيدهاش من شلادا ?
"tan5tarou chi iila ntfrejou fiha fchi film, rani mwejed lista dial lfilmat",,"تانختارو شي اليلا نتفرجو فيها فشي فيلم, راني موجد ليستا ديال لفيلمات"
makrehtch nsere3 l a7dat s3iba dial l7ayat,,ماكرهتش نسرع ل أحدات سعيبا ديال لحايات
mala7dtich ana a7ssen les conversationns makaywe93ou ghir flil,,مالاحدتيش أنا أحسّن لس كونڤرساتيونّس ماكايوقعو غير فليل
makrehtch koun reje3t 2a7lami dial lik l79i9a,,ماكرهتش كون رجعت أحلامي ديال ليك لحقيقا
t9der tchouf taman taman dial lhad lproduit ?,,تقدر تشوف تامان تامان ديال لهاد لپرودويت ?
t9der tchof liya wach ba9i had lproduit fsite ?,,تقدر تشوف لييا واش باقي هاد لپرودويت فسيت ?
t9der tchouf wach had lproduit yweselni fnefss nhar oula la ?,,تقدر تشوف واش هاد لپرودويت يوسلني فنفسّ نهار ولا لا ?
t9der t3awed lina 2la l5ibra dialek ded lfra9i ou le3aba lkbar ?,,تقدر تعاود لينا ءلا لخيبرا ديالك دد لفراقي و لعابا لكبار ?
kifach katweed rassek lpiplantiyat li 5aliban katbedel lmatch kamel ?,,كيفاش كاتويد راسّك لپيپلانتييات لي خاليبان كاتبدل لماتش كامل ?
nhar l7ed 5aydar flil m3etel,,نهار لحد خايدار فليل معتل
mchit kanl3eb kora ftiran dial l7emri,,مشيت كانلعب كورا فتيران ديال لحمري
chrti 9er3a dila lma 3end moul l7anout,,شرتي قرعا ديلا لما عند مول لحانوت
ma3emerek mat5rej flil kaynin chfara,,ماعمرك ماتخرج فليل كاينين شفارا
lbare7 tlga liya wa7ed 5ouna s7i7 grissani,,لبارح تلڭا لييا واحد خونا سحيح ڭريسّاني
mchina nzourou 5alti fiha saratan,,مشينا نزورو خالتي فيها ساراتان
zerna jdati flme9bara,,زرنا جداتي فلمقبارا
3datni wa7ed l3ef3a ou dawni lsbitar,,عداتني واحد لعفعا و داوني لسبيتار
fhad sehd ra maymkench darori 5assa climat,,فهاد سهد را مايمكنش داروري خاسّا كليمات
had l3am l2adawat tle3 lihoum taman,,هاد لعام لأداوات تلع ليهوم تامان
l7ala dial lblad 5adya ou katke7et,,لحالا ديال لبلاد خاديا و كاتكحت
5eda nmchiw n3oumou flb7er walakin fsba7 bekri mli tkoun denya 5awya,,خدا نمشيو نعومو فلبحر والاكين فسباح بكري ملي تكون دنيا خاويا
3refti manje7t ghir bsta ou stin kchifa,,عرفتي مانجحت غير بستا و ستين كشيفا
bat 3chiri kaybi lina l9eboul btaman msian,,بات عشيري كايبي لينا لقبول بتامان مسيان
ljomhor t3eda 3la tiran kamel,,لجومهور تعدا علا تيران كامل
m3a cha5ab matou bezzaf dial lbouliss ou nass,,معا شاخاب ماتو بزّاف ديال لبوليسّ و ناسّ
wa7ed l3isaba tlegat lwa7d driya ou 5tasbouha,,واحد لعيسابا تلڭات لواحد درييا و ختاسبوها
lbouliss chedou wa7ed l9etal msefiha l3ram dial nass,,لبوليسّ شدو واحد لقتال مسفيها لعرام ديال ناسّ
simana jaya 5anmchi ndir wa7ed l3amaliya 3la 3eyni,,سيمانا جايا خانمشي ندير واحد لعامالييا علا عيني
l7oulm diali nweli tbib,,لحولم ديالي نولي تبيب
ma3emerni mantzwej,,ماعمرني مانتزوج
bach nfere7 drari s5ar chrit bezzaf dial lou3ab,,باش نفرح دراري سخار شريت بزّاف ديال لوعاب
kay7ertou 3lih meskin ou makit5lessch msian,,كايحرتو عليه مسكين و ماكيتخلسّش مسيان
5erjou bezzaf tilifounat jdad kayt5chaw flma,,خرجو بزّاف تيليفونات جداد كايتخشاو فلما
ba9i 3a9el mli kant l3a9a moujouda koula mra msafrin lblassa,,باقي عاقل ملي كانت لعاقا موجودا كولا مرا مسافرين لبلاسّا
lmdina 3emrat 5assna nmchiw lchi 3roubiya,,لمدينا عمرات خاسّنا نمشيو لشي عروبييا
ma3emerek matchad m3a chefar sirto ila kan 3ndou chi mouss,,ماعمرك ماتشاد معا شفار سيرتو إلا كان عندو شي موسّ
bghit ghir imta nkemel 9rayti,,بغيت غير إمتا نكمل قرايتي
9rebt njme3 lwalidiya bach ymchiw l7ej,,قربت نجمع لواليدييا باش يمشيو لحج
ch7al mn l3ab 3edna kayd5el ghir m3erfa,,شحال من لعاب عدنا كايدخل غير معرفا
kandwi ch7al mn lou5a menha lfronssi ou lingliziya ou l3erbiya ou darija,,كاندوي شحال من لوخا منها لفرونسّي و لينڭليزييا و لعربييا و داريجا
galou lih 5assek dwez 3amaliya ou howa yt5le3 ou marja3ch 3end tbib,,ڭالو ليه خاسّك دوز عامالييا و هووا يتخلع و مارجاعش عند تبيب
m3a l3amaliya dial l9elb 5alya wa7ed rajel tklefat lih biha dewla,,معا لعامالييا ديال لقلب خاليا واحد راجل تكلفات ليه بيها دولا
koula 3am kanchri tilifoun jdid,,كولا عام كانشري تيليفون جديد
simana jaya nawin nktachfou chamal kolo dial lblad,,سيمانا جايا ناوين نكتاشفو شامال كولو ديال لبلاد
mchit 5tebt wa7ed driya mora ma dewezna 5emss chhour m3a b3diyatna,,مشيت ختبت واحد درييا مورا ما دوزنا خمسّ شهور معا بعديياتنا
ach ban lik nmchiw ntferjou fl9ehwa flmatch,,أش بان ليك نمشيو نتفرجو فلقهوا فلماتش
lfela7 had l3am t3edeb m3a ljafaf,,لفلاح هاد لعام تعدب معا لجافاف
bach tweli graydi 5assek sinin dial l5edma,,باش تولي ڭرايدي خاسّك سينين ديال لخدما
5assek tkoun s7i7 bach td5el lbox,,خاسّك تكون سحيح باش تدخل لبوش
d5elt lacademie ou ana sghir bach nt3elem kora,,دخلت لاكادمي و أنا سغير باش نتعلم كورا
