darija,eng,darija_ar
lbs hwayjk,wear your're clothes,لبس حوايجك
kayn lbrd,it's cold,كاين لبرد
skhon lhal,it's hot,سخون لحال
kaytih tlj,it's snowing,كايتيه تلج
ghadi nsafro,we're going to travel,غادي نسافرو
nmchiw l ifran nchofo lmanadir tabiiya,we're going to Ifran to see natural landscapes,نمشيو ل إفران نشوفو لمانادير تابيّيا
sd morak lbab,close the door when you're out,سد موراك لباب
fth chrjm,open the window,فته شرجم
yallh nmchiw lbhr,let's go to the beach,يالّه نمشيو لبهر
sog bchwya,drive slowly,سوڭ بشويا
tybi lghda,cook lunch,تيبي لغدا
drt ksida,I had an accident,درت كسيدا
chhal maticha,how much the tomatoes are priced at,شهال ماتيشا
chhal basla,how much the onions are priced at,شهال باسلا
lkhodra ralya,the vegetables are expensive,لخودرا راليا
soq b3id,the grocery store is too far,سوق بعيد
ghadi nmchi ftaxi,I'm gonna take a taxi,غادي نمشي فتاشي
ranmchi lmdrasa,I'm going to school,رانمشي لمدراسا
andi maw3id m3a tbib,I have an appointment with the doctor,أندي ماوعيد معا تبيب
l3cha thrg,dinner is burned,لعشا تهرڭ
klit tajin,I ate the tajine,كليت تاجين
jm3 lhwayj,collect your clothes,جمع لحوايج
jib tomobil,bring the car,جيب توموبيل
ana maranmchich,I'm not going,أنا مارانمشيش
3tini lhrira,give me Harira,عتيني لهريرا
sir fhalk,go away,سير فهالك
chrit disser,I bought dessert,شريت ديسّر
salat lbota,I ran out of gas,سالات لبوتا
ghadi nmchi lhammam,I'm going to the bathroom,غادي نمشي لهامّام
chrbti dwa dyalk?,did you take your medicin,شربتي دوا ديالك?
n3si bach trtahi,sleep so you can get some rest,نعسي باش ترتاهي
jit 3yan mn lkhdma,I came exhausted from work,جيت عيان من لخدما
kaydrni rasi,I have a headache,كايدرني راسي
tybi lbayd,cook the eggs,تيبي لبايد
mchit l3bt kora,I played football,مشيت لعبت كورا
drti sport?,did you do sports,درتي سپورت?
dwcht lyom,I took a shower today,دوشت ليوم
bghiti atay?,do you want tea,بغيتي أتاي?
sir tskhr,go get the groceries,سير تسخر
fin lmodakira?,where is the notebook,فين لموداكيرا?
kant hnaya,it was here,كانت هنايا
chofi hdak,look beside you,شوفي هداك
jm3tha flil,I gathered it in the night,جمعتها فليل
chtbt lbit,sweep the room,شتبت لبيت
hahya l9itha,no problem I found it,هاهيا لقيتها
3tini lflos,give me the money,عتيني لفلوس
nmchi nchri l3trya,I'm gonna go buy the spices,نمشي نشري لعتريا
kantkhls fras chhar,I get paid at the start of the month,كانتخلس فراس شهار
katakol lhalwa,she's eating candy,كاتاكول لحالوا
yallah m3aya,come with me,يالّاه معايا
jani n3as,I'm sleepy,جاني نعاس
