darija,eng,darija_ar
mou7al wach d5el men dak lbab,,موحال واش دخل من داك لباب
mou7al wach 2ejjel lina l2ostad lmti7an,,موحال واش ءجّل لينا لأستاد لمتيحان
kan kis7ab liya ghadi yfekker fiya sde9 nasini,,كان كيسحاب لييا غادي يفكّر فييا سدق ناسيني
kan kis7ab liya ghadi ydir chwiya dial moraja3a sde9 3atiha ghir le3b,,كان كيسحاب لييا غادي يدير شوييا ديال موراجاعا سدق عاتيها غير لعب
kan kis7ab liya ghadi y3tamed had lmo9araba sde9 dareb liya 5demti kolha fzero,,كان كيسحاب لييا غادي يعتامد هاد لموقارابا سدق دارب لييا خدمتي كولها فزرو
kan kis7ab liya ghadi yrejje3 dak lmotor lsa7bou,,كان كيسحاب لييا غادي يرجّع داك لموتور لساحبو
koun ghir 9dert n3rd 3la li bghit,,كون غير قدرت نعرد علا لي بغيت
koun ghir 9dert n tkhella 3lih,,كون غير قدرت ن تخلّا عليه
koun ghir 9dert n jaweb 3la had lmessage,,كون غير قدرت ن جاوب علا هاد لمسّاڭ
koun ghir 9dert nkhelet had l3assir,,كون غير قدرت نخلت هاد لعاسّير
koun ghir 9dert n9ad dekchi li theress,,كون غير قدرت نقاد دكشي لي تهرسّ
koun ghir 9dert n tdaaher blbara2a,,كون غير قدرت ن تداهر بلباراأ
koun ghir 9dert ntchawer m3ah,,كون غير قدرت نتشاور معاه
koun ghir 9dert n 9sem lwert,,كون غير قدرت ن قسم لورت
koun ghir 9dert n nkharet f had ljam3ia,,كون غير قدرت ن نخارت ف هاد لجامعيا
koun ghir 9dert n 7e99e9 l ahdaf diali,,كون غير قدرت ن حقّق ل أهداف ديالي
koun ghir 9dert n7km l3alam,,كون غير قدرت نحكم لعالام
koun ghir 9dert nhreb mn l3amaliya.,,كون غير قدرت نهرب من لعامالييا.
koun ghir 9dert n jib ga3 dekchi li bghit,,كون غير قدرت ن جيب ڭاع دكشي لي بغيت
koun ghir 9dert n3rf kifach n3ber,,كون غير قدرت نعرف كيفاش نعبر
koun ghir 9dert n dfe3 lberra,,كون غير قدرت ن دفع لبرّا
koun ghir 9dert nzyan,,كون غير قدرت نزيان
koun ghir 9dert ns7er lih,,كون غير قدرت نسحر ليه
koun ghir 9dert n lghi had lchtirak,,كون غير قدرت ن لغي هاد لشتيراك
koun ghir 9dert nserref had lflouss,,كون غير قدرت نسرّف هاد لفلوسّ
koun ghir 9dert n t9a3d,,كون غير قدرت ن تقاعد
koun ghir 9dert n3ewd lik li fat,,كون غير قدرت نعود ليك لي فات
koun ghir 9dert ndkhel lflouss b souhoula,,كون غير قدرت ندخل لفلوسّ ب سوهولا
koun ghir 9dert nchrob had l7lib,,كون غير قدرت نشروب هاد لحليب
koun ghir 9dert ntsejel f had lclub,,كون غير قدرت نتسجل ف هاد لكلوب
koun ghir 9dert nrj3 llour,,كون غير قدرت نرجع اللور
koun ghir 9dert n tracer tri9i,,كون غير قدرت ن تراسر تريقي
koun ghir 9dert n sejjel koulchi de9a w7da,,كون غير قدرت ن سجّل كولشي دقا وحدا
koun ghir 9dert n 7seb bzerba,,كون غير قدرت ن حسب بزربا
koun ghir 9dert n 7ffed bzerba,,كون غير قدرت ن حفّد بزربا
koun ghir 9dert n imprimer had lwra9 dghia,,كون غير قدرت ن إمپريمر هاد لوراق دغيا
koun ghir 9dert n7yd twatour li fia,,كون غير قدرت نحيد تواتور لي فيا
koun ghir 9dert nsar7ou,,كون غير قدرت نسارحو
koun ghir 9dert ndekhel,,كون غير قدرت ندخل
koun ghir 9dert n 3tard 3la hadche li tari,,كون غير قدرت ن عتارد علا هادش لي تاري
koun ghir 9dert n 9wwa,,كون غير قدرت ن قوّا
koun ghir 9dert nl3b 3la khatri,,كون غير قدرت نلعب علا خاتري
koun ghir 9dert man7taj l walou,,كون غير قدرت مانحتاج ل والو
koun ghir 9dert n 7beshoum maydkhlouch,,كون غير قدرت ن حبسهوم مايدخلوش
koun ghir 9dert nforsser 3la hadche,,كون غير قدرت نفورسّر علا هادش
koun ghir 9dert n t2e9lem dghia,,كون غير قدرت ن تءقلم دغيا
koun ghir 9dert nkherej lklb diali,,كون غير قدرت نخرج لكلب ديالي
koun ghir 9dert n 9ad 7alti,,كون غير قدرت ن قاد حالتي
koun ghir 9dert n syter 3la koulchi,,كون غير قدرت ن سيتر علا كولشي
koun ghir 9dert n gheni l oughnia li bghit,,كون غير قدرت ن غني ل وغنيا لي بغيت
koun ghir 9dert n 3jeb koulchi,,كون غير قدرت ن عجب كولشي
koun ghir 9dert nt3lm 7rfa jdida,,كون غير قدرت نتعلم حرفا جديدا
koun ghir 9dert n tlle3 koulchi l dar de9a w7da,,كون غير قدرت ن تلّع كولشي ل دار دقا وحدا
koun ghir 9dert n sta9al mn khdmti,,كون غير قدرت ن ستاقال من خدمتي
koun ghir 9dert manb9ach ntheja,,كون غير قدرت مانبقاش نتهجا
koun ghir 9dert n 7errek lmasrouf,,كون غير قدرت ن حرّك لماسروف
koun ghir 9dert ndayfkoum,,كون غير قدرت ندايفكوم
koun ghir 9dert nsog mzyan,,كون غير قدرت نسوڭ مزيان
koun ghir 9dert nl3b kora mzyan,,كون غير قدرت نلعب كورا مزيان
koun ghir 9dert n koun kantir,,كون غير قدرت ن كون كانتير
koun ghir 9dert n lbes li bghit,,كون غير قدرت ن لبس لي بغيت
koun ghir 9dert n diklari b had ljarima,,كون غير قدرت ن ديكلاري ب هاد لجاريما
koun ghir 9dert n 2ekked 3lih,,كون غير قدرت ن ءكّد عليه
koun ghir 9dert n nrssm mzyan,,كون غير قدرت ن نرسّم مزيان
koun ghir 9dert n dkhel l had lmdrassa,,كون غير قدرت ن دخل ل هاد لمدراسّا
koun ghir 9dert n 2ejjel hadche l chher jay,,كون غير قدرت ن ءجّل هادش ل شهر جاي
koun ghir 9dert n dir labass,,كون غير قدرت ن دير لاباسّ
koun ghir 9dert n nta9yed m3akoum,,كون غير قدرت ن نتاقيد معاكوم
koun ghir 9dert n ghelbek,,كون غير قدرت ن غلبك
koun ghir 9dert n hreb,,كون غير قدرت ن هرب
koun ghir 9dert n bda lprojet diali,,كون غير قدرت ن بدا لپروجت ديالي
koun ghir 9dert nmchi ljam3,,كون غير قدرت نمشي لجامع
koun ghir 9dert nbedel lblasa.,,كون غير قدرت نبدل لبلاسا.
koun ghir 9dert n miyyez bin lkhayb ou zwin,,كون غير قدرت ن مييّز بين لخايب و زوين
koun ghir 9dert n tbe3ek,,كون غير قدرت ن تبعك
koun ghir 9dert n twal,,كون غير قدرت ن توال
koun ghir 9dert n 9abel wladi,,كون غير قدرت ن قابل ولادي
koun ghir 9dert n chedded l7irassa 3la dar,,كون غير قدرت ن شدّد لحيراسّا علا دار
koun ghir 9dert n lowwen had tsawer,,كون غير قدرت ن لووّن هاد تساور
koun ghir 9dert nmchi nghaamer,,كون غير قدرت نمشي نغامر
koun ghir 9dert nsafer,,كون غير قدرت نسافر
koun ghir 9dert nkhwi had lblad,,كون غير قدرت نخوي هاد لبلاد
koun ghir 9dert n 9aate3 tickeat,,كون غير قدرت ن قاتع تيككات
koun ghir 9dert n mowel lik had lprojet,,كون غير قدرت ن موول ليك هاد لپروجت
koun ghir 9dert nsewet,,كون غير قدرت نسوت
koun ghir 9dert nmchi ntgheda,,كون غير قدرت نمشي نتغدا
koun ghir 9dert nrb7 had lou3ba,,كون غير قدرت نربح هاد لوعبا
koun ghir 9dert nkbr dghia,,كون غير قدرت نكبر دغيا
koun ghir 9dert n 3awed had l3am,,كون غير قدرت ن عاود هاد لعام
koun ghir 9dert ndrbou,,كون غير قدرت ندربو
koun ghir 9dert nrebi klb,,كون غير قدرت نربي كلب
koun ghir 9dert n dabber f khdma,,كون غير قدرت ن دابّر ف خدما
koun ghir 9dert nmchi n3ss,,كون غير قدرت نمشي نعسّ
koun ghir 9dert n jmme3 dar f ramchat 3in,,كون غير قدرت ن جمّع دار ف رامشات عين
koun ghir 9dert nkri dar f asra3 w9t,,كون غير قدرت نكري دار ف أسراع وقت
koun ghir 9dert nteleporta,,كون غير قدرت نتلپورتا
koun ghir 9dert n tsower mzyan,,كون غير قدرت ن تسوور مزيان
koun ghir 9dert nji l3ndk,,كون غير قدرت نجي لعندك
koun ghir 9dert nsb7 na3ss,,كون غير قدرت نسبح ناعسّ
koun ghir 9dert nhbt l3ndk,,كون غير قدرت نهبت لعندك
koun ghir 9dert n wggef nrta7 chwia,,كون غير قدرت ن وڭّف نرتاح شويا
koun ghir 9dert n jerreb makla jdida,,كون غير قدرت ن جرّب ماكلا جديدا
koun ghir 9dert n khle3ek,,كون غير قدرت ن خلعك
koun ghir 9dert n 9oulbek,,كون غير قدرت ن قولبك
koun ghir 9dert nkoun masdar ilham lnass,,كون غير قدرت نكون ماسدار إلهام لناسّ
koun ghir 9dert ntchafa,,كون غير قدرت نتشافا
koun ghir 9dert n dbet omori,,كون غير قدرت ن دبت أُموري
koun ghir 9dert n kemmel f tri9i,,كون غير قدرت ن كمّل ف تريقي
koun ghir 9dert n 3ddel l awda3,,كون غير قدرت ن عدّل ل أوداع
koun ghir 9dert nsayb 7wayji bou7di,,كون غير قدرت نسايب حوايجي بوحدي
koun ghir 9dert n3oum,,كون غير قدرت نعوم
koun ghir 9dert n9ra li bghit,,كون غير قدرت نقرا لي بغيت
koun ghir 9dert n weli khafiy,,كون غير قدرت ن ولي خافيي
koun ghir 9dert manb9ach ntweder,,كون غير قدرت مانبقاش نتودر
koun ghir 9dert n 3zel li bghi,,كون غير قدرت ن عزل لي بغي
koun ghir 9dert n berrer chnou dert,,كون غير قدرت ن برّر شنو درت
koun ghir 9dert n d3af,,كون غير قدرت ن دعاف
koun ghir 9dert nkemmel f regime,,كون غير قدرت نكمّل ف رڭيم
koun ghir 9dert n bda l9raya,,كون غير قدرت ن بدا لقرايا
koun ghir 9dert n wsse3 lbalcon,,كون غير قدرت ن وسّع لبالكون
koun ghir 9dert nglss nt7etet m3ak,,كون غير قدرت نڭلسّ نتحتت معاك
koun ghir 9dert n rkeb m3ak,,كون غير قدرت ن ركب معاك
koun ghir 9dert n khtar3 chi 7aja,,كون غير قدرت ن ختارع شي حاجا
koun ghir 9dert n sne3 chi makina,,كون غير قدرت ن سنع شي ماكينا
koun ghir 9dert n sedd lbiban,,كون غير قدرت ن سدّ لبيبان
