darija,eng,darija_ar
7wayji fezgou,,حوايجي فزڭو
9ari 7aasim.,,قاري حاسيم.
ma3ndich m3a z7am,,ماعنديش معا زحام
rah fay9 khasser,,راه فايق خاسّر
rah ka3i 3lik,,راه كاعي عليك
rah 3ksi makanfkrouch b7al b7al,,راه عكسي ماكانفكروش بحال بحال
rah mo7taram koulchi kigoulha fih zwina,,راه موحتارام كولشي كيڭولها فيه زوينا
rah mo9iim f blad akhra,,راه موقيّم ف بلاد أخرا
rah weld mdinti,,راه ولد مدينتي
3ziz 3lih lk7l,,عزيز عليه لكحل
rah mt3sseb bezzaf,,راه متعسّب بزّاف
ki3jbou yakoul wagf,,كيعجبو ياكول واڭف
rah mtwaf9 m3a chourout dialk,,راه متوافق معا شوروت ديالك
houa sbabi f hadche,,هوا سبابي ف هادش
had l partma mamfrouchach,,هاد ل پارتما مامفروشاش
rah 9diim bezzaf had lktab,,راه قديّم بزّاف هاد لكتاب
tbogssti 3lina,,تبوڭسّتي علينا
lbit rah mjmo3.,,لبيت راه مجموع.
rah r9i9.,,راه رقيق.
rah twil.,,راه تويل.
rah mozdawij chakhssia,,راه موزداويج شاخسّيا
chwia dial tawado3,,شويا ديال تاوادوع
hadch ra2i3,,هادش راإع
ra mafrasoch lblan,,را مافراسوش لبلان
madich 3lih rah mawa3ich.,,ماديش عليه راه ماواعيش.
matkhafch l film rah akhla9i.,,ماتخافش ل فيلم راه أخلاقي.
rak mstili a sat,,راك مستيلي أ سات
rah mjhoul lhawiya,,راه مجهول لهاوييا
rah fchkel had derri,,راه فشكل هاد درّي
had lma7al ghali.,,هاد لماحال غالي.
9ra3iti,,قراعيتي
rah msta9ll b rassou,,راه مستاقلّ ب راسّو
rah radd lbal l7wayjou,,راه رادّ لبال لحوايجو
hade dar dial lkra,,هاد دار ديال لكرا
rah ra9m sirri.,,راه راقم سيرّي.
rah gha 7m9.,,راه غا حمق.
had tricot mlwwen bezzaf,,هاد تريكوت ملوّن بزّاف
rah ma3ndou maydar f 7yatou,,راه ماعندو مايدار ف حياتو
weliti 3ami9.,,وليتي عاميق.
rah meskin moghram,,راه مسكين موغرام
rah ba9i jdid.,,راه باقي جديد.
rah mntadm f slatou,,راه منتادم ف سلاتو
lbassou mtnas9.,,لباسّو متناسق.
rah maghayjicg,,راه ماغايجيكڭ
rah nfsi 7ara,,راه نفسي حارا
3ndou bezzaf m3a lougha l3arabia,,عندو بزّاف معا لوغا لعارابيا
hadche ttewer bezzaf,,هادش التور بزّاف
rah majliss t2dibi,,راه ماجليسّ تءديبي
malk 3abit,,مالك عابيت
rah kayfrre7ni hadche,,راه كايفرّحني هادش
rah chmkar.,,راه شمكار.
rah gharib l atwar,,راه غاريب ل أتوار
rah zyada mn rass l7m9,,راه زيادا من راسّ لحمق
had l7amam skhoun,,هاد لحامام سخون
khl3tini nare,,خلعتيني نار
dkchi kiji tdriji.,,دكشي كيجي تدريجي.
rah kitsenak berra.,,راه كيتسناك برّا.
rah had dwassa dial lkhdma.,,راه هاد دواسّا ديال لخدما.
rah had lmoughani wela 3aalami.,,راه هاد لموغاني ولا عالامي.
rah 7chman menek,,راه حشمان منك
ki3jbni nidam.,,كيعجبني نيدام.
rah khbitou f lbit,,راه خبيتو ف لبيت
rah takhayoul dialk was3,,راه تاخايول ديالك واسع
3ajib hadche li katgoul,,عاجيب هادش لي كاتڭول
matb9ach tzid m3aya flhdra,,ماتبقاش تزيد معايا فلهدرا
rah makaytsnne3ch flhdra,,راه ماكايتسنّعش فلهدرا
rah balagh wizari.,,راه بالاغ ويزاري.
rah mobtakar mn 3bd wa7d mghribi,,راه موبتاكار من عبد واحد مغريبي
koun moutafahim chwia,,كون موتافاهيم شويا
had ljaw n9i,,هاد لجاو نقي
had djaj ba9i 7ey,,هاد دجاج باقي حي
rah maki7chm makiremech,,راه ماكيحشم ماكيرمش
rah mokhlis f khdmtou,,راه موخليس ف خدمتو
rah lmoustawa dialou mtwsset.,,راه لموستاوا ديالو متوسّت.
rah kml khdmtou,,راه كمل خدمتو
rah makinch m3amen,,راه ماكينش معامن
rah kaybni mousta9balou,,راه كايبني موستاقبالو
rah ghayr mnti9i hadche li katgoul,,راه غاير منتيقي هادش لي كاتڭول
rah darori tkemel had lkhdma,,راه داروري تكمل هاد لخدما
rah chadah doukha,,راه شاداه دوخا
3ndhoum ro7 ta3awouni,,عندهوم روح تاعاووني
rah soloukou mendabet,,راه سولوكو مندابت
rah mabaghich ikhroj,,راه ماباغيش إخروج
rah dima mkhchi f dak lbit,,راه ديما مخشي ف داك لبيت
t9dr tdekhel m3ak lmakla,,تقدر تدخل معاك لماكلا
rah mntouj asli.,,راه منتوج أسلي.
rah manaje7ch.,,راه ماناجحش.
rah mamrbbich.,,راه مامربّيش.
ga3 s7abi borjwaziyin,,ڭاع سحابي بورجوازييين
rah doustour 3ilmani.,,راه دوستور عيلماني.
raha lou3ba momti3a,,راها لوعبا مومتيعا
rah hadche gha mo299at.,,راه هادش غا موءقّات.
koulchi sahem f lcadeau.,,كولشي ساهم ف لكادو.
rah hadche 3mrou ysali,,راه هادش عمرو يسالي
hadche makichb3ch,,هادش ماكيشبعش
rah ma3ndou maydir.,,راه ماعندو مايدير.
dar rabet f dak derb,,دار رابت ف داك درب
anmchi l baladiya,,أنمشي ل بالادييا
rani mt7mmes l had lkhrja,,راني متحمّس ل هاد لخرجا
rah 7doudi,,راه حدودي
rah mtwetter ktr mn l9yass,,راه متوتّر كتر من لقياسّ
had lkhdma t3ksat,,هاد لخدما تعكسات
tkhayl iti7 lik tiliphon mn ste7,,تخايل إتيح ليك تيليپهون من ستح
dkhel fih rmouk,,دخل فيه رموك
ki3jbouh gnawa,,كيعجبوه ڭناوا
rah gha bgha yd7ek m3ak,,راه غا بغا يدحك معاك
rah kay3rf igheni,,راه كايعرف إغني
rah twil hadche bezzaf,,راه تويل هادش بزّاف
rah twe7cht n3om,,راه توحشت نعوم
rah hadche gha chekli.,,راه هادش غا شكلي.
rah maghatnsach had lkhrja,,راه ماغاتنساش هاد لخرجا
had ljaw ka2ib.,,هاد لجاو كاإب.
rah houa lt7tani.,,راه هوا لتحتاني.
rah tlft 3la dkhla,,راه تلفت علا دخلا
rah momkin ikhrjou,,راه مومكين إخرجو
rah mohob tbarkklah,,راه موهوب تباركّلاه
anb9aw s7ab lil abad,,أنبقاو سحاب ليل أباد
l7mi ki3grni,,لحمي كيعڭرني
ljaw si7ri.,,لجاو سيحري.
nass rah mfhoum.,,ناسّ راه مفهوم.
rah koulchi bayn.,,راه كولشي باين.
seboura mawad7ach.,,سبورا ماوادحاش.
