darija,eng,darija_ar
wla sda3 fdar nhar kamel,,ولا سداع فدار نهار كامل
lil sda3 bsbab lbniyta ou fnhar dyaf,,ليل سداع بسباب لبنييتا و فنهار دياف
b9ina zouj simanat fhad l7ala,,بقينا زوج سيمانات فهاد لحالا
moraha bdaw te7dirat dial sbou3,,موراها بداو تحديرات ديال سبوع
jebna l7awli 3la 9bel sbou3,,جبنا لحاولي علا قبل سبوع
hderna m3a wa7ed traiteur bach y9ad lina lmakla,,هدرنا معا واحد ترايتور باش يقاد لينا لماكلا
derna la2i7a dial nass li ghadi yjiw 3edna,,درنا لاإحا ديال ناسّ لي غادي يجيو عدنا
ou lbniyta bdat katrde3,,و لبنييتا بدات كاتردع
wa ch7al zwiwna tbarklah,,وا شحال زويونا تباركلاه
3eytou 3la l3a2ila nhar lwel li dbe7 fih l7awli,,عيتو علا لعاإلا نهار لول لي دبح فيه لحاولي
nah li morah dar fih sbou3 m3a kolchi ou jaw traiteur,,ناه لي موراه دار فيه سبوع معا كولشي و جاو ترايتور
dart l7efla ghir fste7,,دارت لحفلا غير فستح
lebssou lbniyta tkchita b7al mou,,لبسّو لبنييتا تكشيتا بحال مو
safi mora had nhar thenina men had lmounasaba 9ehratna,,سافي مورا هاد نهار تهنينا من هاد لموناسابا قهراتنا
kebrat lbniyta,,كبرات لبنييتا
t3elmat tmecha ou mchat wa7ed nahr kat3oum,,تعلمات تمشا و مشات واحد ناهر كاتعوم
ch7al zwiwna kat5af mn lb7er,,شحال زويونا كاتخاف من لبحر
walakin derna ldriya sghira lbouet bach mat5re9ch,,والاكين درنا لدرييا سغيرا لبوت باش ماتخرقش
bzez bach t5chat lbniyta flma ch7al 5ewafa,,بزز باش تخشات لبنييتا فلما شحال خوافا
t3elmat lbniyta tedwi,,تعلمات لبنييتا تدوي
awel klma galtha hiya baba,,أول كلما ڭالتها هييا بابا
kan 3ziz 3la lbniyta babaha kter mn mamaha,,كان عزيز علا لبنييتا باباها كتر من ماماها
kant dima m5chiya lbniyta fbabaha katcheb3ou boussan,,كانت ديما مخشييا لبنييتا فباباها كاتشبعو بوسّان
ou ta l2eb ch7al kan ki7ma9 3la bentou,,و تا لءب شحال كان كيحماق علا بنتو
ma3amer rajel makan kigoul lbentou la,,ماعامر راجل ماكان كيڭول لبنتو لا
rajel howa li kan kidwech lbentou ou kidir liha les couches,,راجل هووا لي كان كيدوش لبنتو و كيدير ليها لس كوشس
ou kan ki9ad liha ch3erha msian ou kidir liha lmassage flil,,و كان كيقاد ليها شعرها مسيان و كيدير ليها لماسّاڭ فليل
makant katn3ess driya tati3awed liha baha chi 9issa 9bel matn3ess,,ماكانت كاتنعسّ درييا تاتيعاود ليها باها شي قيسّا قبل ماتنعسّ
3taw l3ab kora dahabiya,,عتاو لعاب كورا داهابييا
chraw ldriya gormita dial dheb ou sensla,,شراو لدرييا ڭورميتا ديال دهب و سنسلا
ber3ouni walidiya ga3 l9isass li kent baghihoum chrawhom liya,,برعوني واليدييا ڭاع لقيساسّ لي كنت باغيهوم شراوهوم لييا
ga3 lflouss li kanou 5assini jme3thom,,ڭاع لفلوسّ لي كانو خاسّيني جمعتهوم
rebit jouj mchichat l9ithoum f zn9a,,ربيت جوج مشيشات لقيتهوم ف زنقا
dk simana l9it wa7d lmoucha myta f zn9a,,دك سيمانا لقيت واحد لموشا ميتا ف زنقا
fsba7 wa7d rajl drb moucha ou hrb,,فسباح واحد راجل درب موشا و هرب
sonit 3lihoum f l interphone,,سونيت عليهوم ف ل إنترپهون
gal lia ndouz 3ndou mli wslt mal9itouch,,ڭال ليا ندوز عندو ملي وسلت مالقيتوش
ma3ndekch lklma,,ماعندكش لكلما
dkhlt l ma3had dial mosi9a,,دخلت ل ماعهاد ديال موسيقا
bghit nt3lm l piano,,بغيت نتعلم ل پيانو
lma3had dial mosi9a ba9i 3ad bnawh,,لماعهاد ديال موسيقا باقي عاد بناوه
mo7al wach t9dna had l9a3a,,موحال واش تقدنا هاد لقاعا
f seyf s3ib tl9a 9a3a zwina ou kbira koulchi kidir l3rss f seyf,,ف سيف سعيب تلقا قاعا زوينا و كبيرا كولشي كيدير لعرسّ ف سيف
traiteur lay3tih se7a,,ترايتور لايعتيه سحا
manbghich nt7t f nfss lmaw9if,,مانبغيش نتحت ف نفسّ لماوقيف
maki7ss b lmzwef gha li mdrob bih,,ماكيحسّ ب لمزوف غا لي مدروب بيه
f cheda fin kat3rf chkoun s7abk dial bss7,,ف شدا فين كاتعرف شكون سحابك ديال بسّح
had l9r3a dial cofitir 7lfat la bghat t7el,,هاد لقرعا ديال كوفيتير حلفات لا بغات تحل
hrsst 9r3a ba9a jdida,,هرسّت قرعا باقا جديدا
khass nmchi nchri l3ssl,,خاسّ نمشي نشري لعسّل
l9it khdma f wa7d lmzra3a,,لقيت خدما ف واحد لمزراعا
ki3jbni nkoun mdwra b l7ayawanat,,كيعجبني نكون مدورا ب لحاياوانات
l7ayawanat ki7ssou bik fach katkoun m9l9,,لحاياوانات كيحسّو بيك فاش كاتكون مقلق
had l9hwa kibi3ou k7la f tasse nadya,,هاد لقهوا كيبيعو كحلا ف تاسّ ناديا
