darija,eng,darija_ar
fo9ach thrkat ana mahsitch biha,,فوقاش تهركات أنا ماهسيتش بيها
yawddi nta gha fahmni nafhm,,ياودّي نتا غا فاهمني نافهم
achawa had lbachar lmhsad,,أشاوا هاد لباشار لمهساد
lwa9t bdat kat9ad,,لواقت بدات كاتقاد
kay3jbni ljaw dchta,,كايعجبني لجاو دشتا
meli7a o khedama mazyan bla difou,,مليحا أُ خداما مازيان بلا ديفو
ghir fiha chwya tznzin,,غير فيها شويا تزنزين
hadchi machi fsalihou,,هادشي ماشي فساليهو
ahame 7aja howa mora9abat sayara,,أهام حاجا هووا موراقابات سايارا
labod daw ikon mjhad,,لابود داو إكون مجهاد
dart laprise nichane omadazch dow,,دارت لاپريس نيشان أُمادازش دوو
rahom ga3 dyal mol chi,,راهوم ڭاع ديال مول شي
had sina3a dyal chinwa khatar,,هاد سيناعا ديال شينوا خاتار
ila bghiti lamli7 9alab,,إلا بغيتي لامليح قالاب
3lik bsl3a dyal dbra,,عليك بسلعا ديال دبرا
hta had lmarka nadya fchacha,,هتا هاد لماركا ناديا فشاشا
maghadich tndm,,ماغاديش تندم
kay3jboni li kydiro lhana,,كايعجبوني لي كيديرو لهانا
3ziza 3liya l7nna gna9ch,,عزيزا علييا لحنّا ڭناقش
3andi charte,,عاندي شارت
khasou yabloki hata howa l3yalat,,خاسو يابلوكي هاتا هووا لعيالات
koun kan haka fbladna sa3ida,,كون كان هاكا فبلادنا ساعيدا
thlla f3ailtk ila kaynin,,تهلّا فعايلتك إلا كاينين
besah libghak hta nta bghih,,بساه ليبغاك هتا نتا بغيه
makaynch li ishthl td77i 3la 9blo,,ماكاينش لي إسهتهل تدحّي علا قبلو
lkalima tayba raha bhal sada9a,,لكاليما تايبا راها بهال ساداقا
lwahad khasou it3amal mzyan,,لواهاد خاسو إتعامال مزيان
merhba bihkom,,مرهبا بيهكوم
nhdro 3la dak lmawdo3,,نهدرو علا داك لماودوع
ina mawdou3 bagha thdri 3lih,,إنا ماودوع باغا تهدري عليه
bach 3raftini knt m3ah,,باش عرافتيني كنت معاه
fin had lmgharba itdamno m3a filistin,,فين هاد لمغاربا إتدامنو معا فيليستين
htta ila mato maykhliw ddal,,هتّا إلا ماتو مايخليو الدال
kolchi mtdaman m3a felistin,,كولشي متدامان معا فليستين
bghit nbi3 hado bchhal 3afakom,,بغيت نبيع هادو بشهال عافاكوم
howa hada,,هووا هادا
wnti bikhir twa7atchk bzaf,,ونتي بيخير تواحاتشك بزاف
bach t3arfo dakchi gha ichhar,,باش تعارفو داكشي غا إشهار
kydalo ygolo kay3aljo lata wsnan,,كيدالو يڭولو كايعالجو لاتا وسنان
rah dakchi kolo kdoub,,راه داكشي كولو كدوب
baz likom fin ghatna3so,,باز ليكوم فين غاتناعسو
wach rire ana li kayebane liya hadchi,,واش رير أنا لي كايبان لييا هادشي
ntouma katkdbou 3la 3ibad lah,,نتوما كاتكدبو علا عيباد الله
wahde le hajeb mesagde,,واهد ل هاجب مساڭد
mkrhtch nkhdmhum ando,,مكرهتش نخدمهوم أندو
rah ghaaaalin bzaf,,راه غاالين بزاف
anaa hdrt ghir m3ah f instaa,,أنا هدرت غير معاه ف إنستا
3taani namra dlkatiba,,عتاني نامرا دلكاتيبا
taman 3andou ghali bzaf,,تامان عاندو غالي بزاف
kanehdar 3an tajriba,,كانهدار عان تاجريبا
rajli kan 3andhoum,,راجلي كان عاندهوم
dar 3andhoum 3amaliya d,,دار عاندهوم عامالييا د
khass lewa9t bach kanetfadaw ta3afonat,,خاسّ لواقت باش كانتفاداو تاعافونات
makathayadch fe simana,,ماكاتهايادش ف سيمانا
ana kanfadal nmchi lhad lmdina,,أنا كانفادال نمشي لهاد لمدينا
had lmdina khasha lflous,,هاد لمدينا خاسها لفلوس
